id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2501622127,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-01-28T18:50:52.046Z,2023-01-28T19:21:21Z,4000180303,197,8159,4000180291,30,"a8kdcx3797ityilpw31jaj4r9, aajft01g5yggw0is5fbfh3105, e44w6g1c1ojf854svzswpl0x5, 1i1xcco82x0ppbac6j5z59x49, 5w0ohhrm0ojscyjh3e0o8ffmd, 7bwjxz6bwt7h070dbv1l8woyy, 5j13tgvpwi7m3y6rjd8q08tt5, 6xam5bquregefbepxd9rwfdh, 15odj8wui8136996wi2d5t7md, a6cke0ad2pvuyahweuch772ay, 39tod1iad3ztq17qveh8pwp9l, 5oqqifi0wo6xbjz0xjgwf89re, 7a6hqi5iy91onh9u7l7t88tbe, ai5p5wgft6c09bjbldz9sfeac, ths196pehnfyf4f4scmqj8ph, 1a9u2g4hynrz2e93sz1evhpzp, di9k6xr6j4arjoltl7s9yp6cq, f0ean6buvvp9l4rh1ayvnnill",4000180295,59,"49, 2, 94, 44, 16, 59, 8, 10, 29, 7, 20, 17, 6, 11, 19, 21, 23, 26",4000180299,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4000180305,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4000180301,194,6xam5bquregefbepxd9rwfdh,4000180293,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4000180297,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501622837,1,34,16,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2023-01-28T18:52:14.678Z,2023-01-28T19:47:58Z,4000183997,194,8zz5lnxo7twq8ntb7e0qfvbv9,4000183987,30,"btyk45f7gmz3ck2dafpp22yg9, 6n1rvd0axpp159h9wkkd7lwfe, 4pbx40gvdmacim2n0k2qt41cl, 27rm84dcrfa7ypfmpgbe37cic, c4brcsqfli5mds4vhma627yl1, 7hi9yit8aifyojt7i0kg69as5, 14xb29tv90y8uataijmh03rah, 5ecklu1u6t21rhh8fh4zoq2cq, bz77hr28a1yskifpuvzu8smsq, 87d73x3gkomc4soukr5uweqc5, 8zz5lnxo7twq8ntb7e0qfvbv9, aspoedbe2vkfbqaz67fc2ftg5, 3bhmh2ks5ma4rqda9zff6w251, dbtjmpfrscwqv0xvqk3krqa5l, d7ml58kwwpetvnw46qja9ru5m, 39bcswfqnpa07b4afevezejo4, e2nb1takpw6q7f6txp8xbfkk5, 72xzl0yjdetvqp2n1pmzyqvze",4000183993,130,12,4000184001,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4000183999,197,11586,4000183991,59,"16, 28, 12, 32, 25, 2, 18, 6, 10, 7, 26, 1, 3, 4, 15, 38, 44, 99",4000183989,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4000183995,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501664729,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-01-28T19:45:31.500Z,2023-01-28T19:45:33Z,4000414125,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501664739,2,32,1,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2023-01-28T19:45:31.500Z,2023-01-29T04:47:57Z,4000414189,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501664753,3,1,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,50,50.1,2023-01-28T19:45:31.586Z,2023-01-29T05:02:12Z,4000414269,213,3.1,4000414265,141,50.1,4000414261,56,Back,4000414271,279,S,4000414267,212,18.7,4001333429,178,,4000414263,140,32.2,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501664821,4,1,1,0,2,ecj1gmc7pqcjo4sc9hvghj5u3,1,31.2,52.2,2023-01-28T19:45:34.024Z,2023-01-29T11:00:14Z,4000414679,140,32.4,4001333507,178,,4000414681,141,86.5,4000414683,212,23.4,4000414677,56,Back,4000414685,213,1.5,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501664869,5,1,1,0,6,ecj1gmc7pqcjo4sc9hvghj5u3,1,38.9,88.8,2023-01-28T19:45:38.320Z,2023-01-29T11:00:12Z,4001333633,178,,4000414999,140,30.2,4000415003,212,24.4,4000414997,56,Back,4000415005,213,4.3,4000415001,141,55.5,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501664935,6,1,1,0,10,ecj1gmc7pqcjo4sc9hvghj5u3,1,32.3,59.7,2023-01-28T19:45:42.490Z,2023-01-29T11:00:10Z,4000415361,141,84.2,4000415365,213,1.2,4000415359,140,37.8,4001333819,178,,4000415363,212,17.6,4000415357,56,Back,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501664989,7,1,1,0,13,ecj1gmc7pqcjo4sc9hvghj5u3,1,44.6,95.5,2023-01-28T19:45:45.431Z,2023-01-29T11:00:09Z,4000415699,213,5.8,4000415691,56,Left,4000415695,141,79.6,4000415697,212,22.2,4000415693,140,63.1,4001333925,178,,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665025,8,1,1,0,18,ecj1gmc7pqcjo4sc9hvghj5u3,1,40.3,99,2023-01-28T19:45:50.472Z,2023-01-29T11:00:05Z,4000415869,141,63.4,4000415871,212,28.8,4000415865,56,Back,4001334057,178,,4000415867,140,25.4,4000415873,213,4.1,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665117,9,1,1,0,21,ecj1gmc7pqcjo4sc9hvghj5u3,1,29.3,76.6,2023-01-28T19:45:52.562Z,2023-01-29T11:00:04Z,4000416359,212,52.4,4001334151,178,,4000416349,155,,4000416355,141,90.0,4000416351,56,Left,4000416367,1,,4000416363,213,0.2,4000416353,140,78.4,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665141,10,1,1,0,26,ecj1gmc7pqcjo4sc9hvghj5u3,1,61.7,89.3,2023-01-28T19:45:58.216Z,2023-01-29T11:00:02Z,4000416485,213,5.6,4000416481,141,69.4,4000416477,56,Center,4001334289,178,,4000416479,140,76.4,4000416483,212,20.5,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665157,11,1,1,0,27,ecj1gmc7pqcjo4sc9hvghj5u3,1,66.8,77.2,2023-01-28T19:45:59.186Z,2023-01-29T11:00:02Z,4000416561,140,68.4,4000416565,212,12.4,4000416559,56,Center,4000416563,141,59.1,4001334563,178,,4000416567,213,4.8,,,,,,,15odj8wui8136996wi2d5t7md,G. Nilsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665161,12,61,1,0,28,ecj1gmc7pqcjo4sc9hvghj5u3,0,67.1,73.2,2023-01-28T19:45:59.624Z,2023-01-29T11:00:01Z,4001334679,178,,4000416587,56,Center,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501745589,934,49,1,0,29,920raeoumft3q2wmvc296uceo,1,26.4,40.3,2023-01-28T19:46:00.718Z,2023-01-29T11:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,27rm84dcrfa7ypfmpgbe37cic,M. Boukamir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665191,3,1,1,0,29,920raeoumft3q2wmvc296uceo,0,26.5,40.3,2023-01-28T19:46:00.760Z,2023-01-29T11:00:00Z,4000416725,56,Back,4000416741,236,,4000416733,213,0.9,4000416729,141,53.9,4001338007,178,,4000416747,286,,4000416743,233,13,4000416727,140,33.4,27rm84dcrfa7ypfmpgbe37cic,M. Boukamir,4000416731,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665173,13,74,1,0,29,ecj1gmc7pqcjo4sc9hvghj5u3,1,70.8,62,2023-01-28T19:46:00.984Z,2023-01-29T10:59:59Z,4000416631,285,,4001338123,178,,4000416629,56,Center,4000416771,233,3,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501745731,860,49,1,0,31,ecj1gmc7pqcjo4sc9hvghj5u3,1,72.7,42.1,2023-01-28T19:46:03.292Z,2023-01-29T10:59:59Z,,,,,,,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665235,14,1,1,0,31,ecj1gmc7pqcjo4sc9hvghj5u3,1,72.7,41.7,2023-01-28T19:46:03.345Z,2023-01-29T10:59:58Z,4000417007,141,16.8,4000417003,56,Right,4000417009,212,17.1,4001338409,178,,4000417011,213,4.8,4000417005,140,74.9,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665281,15,1,1,0,33,ecj1gmc7pqcjo4sc9hvghj5u3,0,74.3,25.6,2023-01-28T19:46:05.488Z,2023-01-29T10:59:57Z,4000417179,155,,4000417183,140,91.2,4000417187,212,25.3,4000417185,141,52.1,4000417181,56,Center,4000417189,213,0.8,4001338545,178,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665315,4,12,1,0,35,920raeoumft3q2wmvc296uceo,1,11.2,42,2023-01-28T19:46:06.916Z,2023-01-29T10:59:56Z,4000417367,56,Back,4000417451,167,,4000417373,212,22.3,4000417369,140,0.0,4001338681,388,,4000417375,213,4.1,4000417387,15,,4000417371,141,15.6,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665331,5,6,1,0,38,920raeoumft3q2wmvc296uceo,0,3.7,31.8,2023-01-28T19:46:10.080Z,2023-01-29T05:06:55Z,4000417505,233,16,4000417439,56,Back,4000417441,73,,,,,,,,,,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665317,16,6,1,0,38,ecj1gmc7pqcjo4sc9hvghj5u3,1,96.3,68.2,2023-01-28T19:46:10.080Z,2023-01-29T05:06:56Z,4000417379,56,Center,4000417381,73,,4000417461,233,5,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665703,17,1,1,1,3,ecj1gmc7pqcjo4sc9hvghj5u3,0,99.5,99.5,2023-01-28T19:46:35.217Z,2023-01-29T05:07:01Z,4000863933,20,,4000419505,2,,4001338871,178,,4000419519,212,27.1,4000419513,56,Center,4000419507,6,,4000419511,223,,4000419515,140,96.3,39tod1iad3ztq17qveh8pwp9l,S. Lynen,4000419509,155,,4000419521,213,4.6,4000419517,141,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665767,7,44,1,1,4,920raeoumft3q2wmvc296uceo,1,3.4,42.1,2023-01-28T19:46:36.447Z,2023-01-29T10:59:55Z,4000419855,285,,4000419895,233,18,4000419853,56,Back,,,,,,,,,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665725,18,44,1,1,4,ecj1gmc7pqcjo4sc9hvghj5u3,0,96.6,57.9,2023-01-28T19:46:36.448Z,2023-01-29T10:59:55Z,4000419619,56,Center,4000419931,233,7,4000419621,286,,,,,,,,,,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665721,6,12,1,1,5,920raeoumft3q2wmvc296uceo,1,1.3,42.9,2023-01-28T19:46:36.519Z,2023-01-29T10:59:54Z,4000419633,15,,4000419605,213,0.7,4000419601,141,60.6,4000419597,56,Back,4001339105,388,,4000419603,212,18.1,4000419599,140,14.2,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501746581,936,49,1,1,6,920raeoumft3q2wmvc296uceo,1,10.8,57,2023-01-28T19:46:38.378Z,2023-01-29T10:59:54Z,,,,,,,,,,,,,,,,,,,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665799,8,1,1,1,6,920raeoumft3q2wmvc296uceo,0,10.9,57.1,2023-01-28T19:46:38.418Z,2023-01-29T10:59:53Z,4000420047,141,94.2,4000420053,1,,4001340107,178,,4000420043,56,Left,4000420051,213,0.5,4000420049,212,56.0,4000420045,140,58.5,4000420041,157,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501746615,862,49,1,1,11,ecj1gmc7pqcjo4sc9hvghj5u3,1,51.8,14.4,2023-01-28T19:46:43.326Z,2023-01-29T10:59:52Z,,,,,,,,,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665853,19,1,1,1,13,ecj1gmc7pqcjo4sc9hvghj5u3,1,42.9,17.7,2023-01-28T19:46:45.161Z,2023-01-29T10:59:51Z,4000420409,140,27.3,4000420415,213,2.3,4000420411,141,45.7,4001340353,178,,4000420413,212,25.1,4000420407,56,Back,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665867,20,1,1,1,17,ecj1gmc7pqcjo4sc9hvghj5u3,0,26.4,52.1,2023-01-28T19:46:49.112Z,2023-01-29T10:59:50Z,4001340739,178,,4000420487,141,20.9,4000420483,56,Right,4000420489,212,54.4,4000420491,213,5.9,4000420485,140,74.1,4000420665,1,,4000420481,155,,a8kdcx3797ityilpw31jaj4r9,A. Moris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665919,9,1,1,1,21,920raeoumft3q2wmvc296uceo,1,24.9,75.2,2023-01-28T19:46:52.509Z,2023-01-29T10:59:49Z,4000867667,157,,4000867677,1,,4000867673,212,5.0,4000867669,140,28.9,4000867675,213,5.7,4000420781,56,Back,4000867671,141,71.3,4001340929,178,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501665955,10,49,1,1,22,920raeoumft3q2wmvc296uceo,1,32,68.7,2023-01-28T19:46:54.069Z,2023-01-29T10:59:48Z,,,,,,,,,,,,,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
