id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2458920187,1,34,16,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-09-11T18:14:07.335Z,2022-09-11T18:58:39Z,3774483967,197,3312,3774483963,130,18,3774483965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3774483961,59,"33, 18, 14, 23, 5, 21, 24, 7, 8, 11, 16, 1, 10, 12, 19, 22, 29, 31",3774483957,30,"be0ws51ws5cm9wzmcp3ozmklx, 7s4ws0u4erq1jfobqpsj0aoes, 7dayrhr0c60zbc1b6lig8pm8l, fs5utga62tud5s06xj27qdat, etos5xv3v2ptiktdk5yuhrjkl, dnt7ahwfj8endqngxwfll1tjp, 18pgjfpl9s8qy32mblzygsyc5, 8fs5klbsyx06c5ds9s1i3xu96, 9hiut57u02lly1nfdixef8bth, 1khy4w78z012p8z20gcp0nrvt, cxa3j4u8eh5w947p1iba47yfo, 6q53ei01tbb5kxjr1mhfjysph, 7dnxkce4kn8qchaavv6e4tm21, ae4c4jk7e2f3ixtme0zwnex3o, 2igz499o21aihmkugktp3nyms, 2cc5y9hjnc8nqrh58ojz6ajth, b9wew8z92aj36vvxfj3q7kxcl, eyvf8uu7jltbzalaov3qt1w5",3774483969,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3774642379,194,9hiut57u02lly1nfdixef8bth,3774483959,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458923529,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-09-11T18:19:33.040Z,2022-09-12T10:38:32Z,3774503255,30,"59doy2i09c6fgoh7w9m3l5tcl, 2s28r7f625hrj5fioyxn6apd5, 3ve1os3e9tjd2isgxt11vzaei, cg748vqllo7gdcz5id1gvqggl, 7yek1fu5x7yoqc4raxja0i5uc, c3jbxepn3kto8fqtdewnghp05, 77wkqbxkqix367lc0ccnym86h, cngitl9unybpxpdle1nlc5qms, az21s916gcylcjy5riyia9239, 5f13ro5hgmago2bmqtzjw5ey, 8xr7cy8cy89qfxyi1n3egt82c, 1ida40i5ob58takouu5a7r2l1, 8k4wwchytdstpn0yhrxd5nbv9, 8jn4wq3d1ro8f89lttw4b9rzd, 5i4hanhs1igx4grc5rt6cj4oa, 9e6u0dxjpjoyfc0f87vtem85x, 7ojr3svfuiak6zm6pjrc18mhh, eatq6far6quj8ihqxt3a4iuc4",3774503257,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3774503261,130,23,3774503265,194,59doy2i09c6fgoh7w9m3l5tcl,3774503263,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3774503267,197,12375,3774503259,59,"1, 14, 5, 20, 18, 3, 6, 10, 9, 7, 26, 2, 8, 11, 16, 23, 25, 34",3774503269,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947527,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-09-11T19:00:16.691Z,2022-09-11T19:00:16Z,3774646153,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947531,2,32,1,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-09-11T19:00:16.691Z,2022-09-12T03:40:45Z,3774646169,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947541,3,1,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,49.9,50.3,2022-09-11T19:00:17.643Z,2022-09-12T05:03:50Z,3775648457,178,,3774646253,213,3.2,3774646249,141,49.3,3774646255,279,S,3774646251,212,12.4,3774646245,56,Back,3774646247,140,38.1,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947549,4,1,1,0,2,547zzwqbiugzphhnrhj3z5k5i,1,41.4,46.9,2022-09-11T19:00:19.062Z,2022-09-12T10:53:00Z,3775648525,178,,3774646311,56,Back,3774646319,213,5.1,3774646315,141,34.5,3774646313,140,44.8,3774646317,212,9.2,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947565,5,1,1,0,3,547zzwqbiugzphhnrhj3z5k5i,1,56.5,30.3,2022-09-11T19:00:19.861Z,2022-09-12T10:52:59Z,3774646397,56,Back,3775648557,178,,3774646405,213,3.3,3774646401,141,23.3,3774646403,212,24.4,3774646399,140,33.7,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947583,6,1,1,0,6,547zzwqbiugzphhnrhj3z5k5i,1,31.8,19.3,2022-09-11T19:00:22.838Z,2022-09-12T10:52:59Z,3775648593,178,,3774646501,56,Back,3774646509,213,5.7,3774646505,141,10.1,3774646503,140,40.7,3774646507,212,11.2,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947615,7,1,1,0,8,547zzwqbiugzphhnrhj3z5k5i,1,39.9,7.2,2022-09-11T19:00:24.908Z,2022-09-12T10:52:58Z,3775648637,178,,3774646681,56,Back,3774646689,213,2.6,3774646685,141,13.8,3774646683,140,32.3,3774646687,212,9.2,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947631,8,1,1,0,13,547zzwqbiugzphhnrhj3z5k5i,0,36.9,3.6,2022-09-11T19:00:30.352Z,2022-09-12T10:52:57Z,3774646821,213,0.2,3774646817,141,13.2,3774646813,56,Right,3774646815,140,63.8,3774646819,212,29.0,3774646811,155,,3775648695,178,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947649,3,1,1,0,15,8y3iucyxguipljcmf87a11bk9,1,35.1,92,2022-09-11T19:00:32.281Z,2022-09-12T10:52:56Z,3774646929,3,,3774646939,213,0.1,3774646933,140,45.3,3774646937,212,10.8,3774646931,56,Back,3774646935,141,93.6,3775648769,178,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947653,4,49,1,0,16,8y3iucyxguipljcmf87a11bk9,1,47,96.9,2022-09-11T19:00:33.528Z,2022-09-12T10:52:56Z,,,,,,,,,,,,,,,,,,,,,,,,,7dayrhr0c60zbc1b6lig8pm8l,A. Castro-Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947699,5,1,1,0,19,8y3iucyxguipljcmf87a11bk9,1,43.5,96.2,2022-09-11T19:00:35.949Z,2022-09-12T10:52:54Z,3774647215,56,Back,3774647217,140,29.6,3775648945,178,,3774647219,141,91.5,3774647223,213,3.4,3774647221,212,14.9,,,,,,,7dayrhr0c60zbc1b6lig8pm8l,A. Castro-Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947747,6,1,1,0,23,8y3iucyxguipljcmf87a11bk9,1,26.1,84.4,2022-09-11T19:00:40.049Z,2022-09-12T10:52:53Z,3775648995,178,,3774647547,140,24.1,3774647545,56,Back,3774647551,212,35.8,3774647555,1,,3774647549,141,31.9,3774647553,213,4.7,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947769,7,1,1,0,29,8y3iucyxguipljcmf87a11bk9,1,27.3,16.3,2022-09-11T19:00:46Z,2022-09-12T10:52:52Z,3775649083,178,,3774647685,140,35.1,3774647687,141,26.2,3774647683,56,Back,3774647691,213,0.7,3774647689,212,10.6,,,,,,,dnt7ahwfj8endqngxwfll1tjp,A. Hanche-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947785,8,1,1,0,32,8y3iucyxguipljcmf87a11bk9,1,42.8,13.3,2022-09-11T19:00:48.819Z,2022-09-12T10:52:51Z,3774647797,212,16.9,3774647793,140,30.1,3774647791,56,Back,3774647799,213,2.5,3774647795,141,28.6,3775649195,178,,,,,,,,cxa3j4u8eh5w947p1iba47yfo,I. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947799,9,1,1,0,34,8y3iucyxguipljcmf87a11bk9,1,38.5,19.1,2022-09-11T19:00:50.713Z,2022-09-12T10:52:50Z,3774647879,212,16.8,3774647869,56,Center,3774647881,213,0.5,3775649257,178,,3774647877,141,30.6,3774647875,140,52.7,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947809,10,1,1,0,34,8y3iucyxguipljcmf87a11bk9,0,50.7,31.7,2022-09-11T19:00:51.370Z,2022-09-12T10:52:49Z,3774647941,213,5.5,3774647937,141,20.1,3774647933,56,Right,3774647939,212,11.1,3774647935,140,58.2,3775649341,178,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947815,9,8,1,0,35,547zzwqbiugzphhnrhj3z5k5i,1,52.2,86.2,2022-09-11T19:00:52.154Z,2022-09-12T10:52:49Z,3775161369,384,,3775649429,178,,3774647967,56,Left,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459133607,1247,67,1,0,36,8y3iucyxguipljcmf87a11bk9,1,51.1,10.3,2022-09-11T19:00:53.232Z,2022-09-12T11:41:49Z,3775697671,233,957,,,,,,,,,,,,,,,,,,,,,,7s4ws0u4erq1jfobqpsj0aoes,M. Samoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459133605,957,67,1,0,36,547zzwqbiugzphhnrhj3z5k5i,0,48.9,89.7,2022-09-11T19:00:53.233Z,2022-09-12T10:52:48Z,3775697679,233,1247,,,,,,,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947859,11,1,1,0,40,8y3iucyxguipljcmf87a11bk9,0,71.7,3.5,2022-09-11T19:00:57.122Z,2022-09-12T10:52:47Z,3774648223,212,8.5,3774648225,213,1.3,3774648221,141,15.5,3774648219,140,74.1,3774648217,56,Right,3775649493,178,,,,,,,,7s4ws0u4erq1jfobqpsj0aoes,M. Samoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947865,10,8,1,0,41,547zzwqbiugzphhnrhj3z5k5i,1,23.8,96.2,2022-09-11T19:00:57.739Z,2022-09-12T10:52:47Z,3775161461,385,,3775649543,178,,3774648271,56,Back,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459128931,980,67,1,0,42,8y3iucyxguipljcmf87a11bk9,1,79.1,25.2,2022-09-11T19:00:59.455Z,2022-09-12T11:41:49Z,3775674577,233,829,,,,,,,,,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459128925,829,67,1,0,42,547zzwqbiugzphhnrhj3z5k5i,0,20.9,74.8,2022-09-11T19:00:59.456Z,2022-09-12T10:52:46Z,3775674581,233,980,,,,,,,,,,,,,,,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947877,12,61,1,0,42,8y3iucyxguipljcmf87a11bk9,0,80.4,26.5,2022-09-11T19:00:59.605Z,2022-09-12T11:41:50Z,3774648331,56,Center,3775649639,178,,,,,,,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947923,11,12,1,0,43,547zzwqbiugzphhnrhj3z5k5i,1,16.9,78.8,2022-09-11T19:01:00.530Z,2022-09-12T09:16:04Z,3775649725,178,,3774648645,140,36.1,3774648653,212,28.4,3774648649,141,49.3,3774648655,213,5.5,3774648643,56,Back,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947905,13,1,1,0,46,8y3iucyxguipljcmf87a11bk9,1,64.5,49,2022-09-11T19:01:03.624Z,2022-09-12T10:52:45Z,3775649835,388,,3774648549,212,4.0,3774648551,213,3.7,3774648545,140,61.2,3774648541,3,,3774648547,141,46.0,3774648543,56,Center,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947909,14,49,1,0,48,8y3iucyxguipljcmf87a11bk9,1,62.4,40.5,2022-09-11T19:01:05.359Z,2022-09-12T10:52:45Z,,,,,,,,,,,,,,,,,,,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458947919,15,1,1,0,49,8y3iucyxguipljcmf87a11bk9,0,61.8,38.8,2022-09-11T19:01:06.127Z,2022-09-12T10:52:44Z,3775649955,178,,3774648635,212,1.7,3774648631,140,62.4,3774648633,141,41.2,3774648637,213,1.2,3774648717,286,,3774648713,233,12,3774648711,236,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,3774648629,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
