id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,assist
2441057961,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-07-31T18:13:54.484Z,2022-07-31T22:28:21Z,3679501737,59,"1, 14, 5, 20, 18, 3, 6, 26, 9, 10, 17, 2, 7, 8, 19, 25, 31, 59",3679501733,30,"59doy2i09c6fgoh7w9m3l5tcl, 2s28r7f625hrj5fioyxn6apd5, 3ve1os3e9tjd2isgxt11vzaei, cg748vqllo7gdcz5id1gvqggl, 7yek1fu5x7yoqc4raxja0i5uc, c3jbxepn3kto8fqtdewnghp05, 77wkqbxkqix367lc0ccnym86h, 8xr7cy8cy89qfxyi1n3egt82c, az21s916gcylcjy5riyia9239, cngitl9unybpxpdle1nlc5qms, 5g5ml1wwa9dfhsh55hv7br45x, 1ida40i5ob58takouu5a7r2l1, 5f13ro5hgmago2bmqtzjw5ey, 8k4wwchytdstpn0yhrxd5nbv9, 3gdj5h3f356wsl5n4vbgt16vo, 7ojr3svfuiak6zm6pjrc18mhh, 9urqzncna9izqyoaysnjq52lm, dh3x40maobrrxyk5as6batl3o",3679501735,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3679501745,197,16304,3679501741,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3679501739,130,4,3679501747,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3679501743,194,59doy2i09c6fgoh7w9m3l5tcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441059171,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-07-31T18:16:38.182Z,2022-07-31T18:45:17Z,3679508545,59,"1, 2, 21, 16, 23, 61, 4, 8, 99, 19, 10, 6, 7, 18, 26, 34, 51, 55",3679508547,130,4,3679508551,194,9tc6mprxpu2rc5ptlp5ljw7h1,3679508553,197,3769,3679508549,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3679508541,30,"r0hm6ahwcvdu57bgfi5zkslx, 1h9jdj5ag99myeoirxzh92od1, 5u6h6cptsad9e6n4uv76q0fl5, 5jywyphhwu9j4bphz0720kb9, 9tc6mprxpu2rc5ptlp5ljw7h1, 8yo1cv2wlhnk1lu50cu3iul79, awsiaxyma4vmsrpthdyep2ket, cefs6b83ei4gcyuscfopw32ay, ex7y8oe78ewwmibz41qbmwhxx, 5tsrmx2p5f3mrpwt8gpx4x979, dcjf15sf1dbb6w17foz25uuei, ezg4lhvy2z4pkyvfrmi17y11x, 8lrsefp53ez5jm3hd5fy8tck5, eg4piy0kcdtdopqpd3lcl5j2t, 4114auk4o8n6higc918qymc4p, cyh16toqa9wxmxepg635ecgve, ecwzzrkn1snbua5yu4gehxm2, 1v75zo1ivju4o2xwgwn9az88a",3679508543,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3679508555,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441075939,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-07-31T19:00:09.065Z,2022-08-01T02:23:26Z,3679602991,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441075943,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-07-31T19:00:09.065Z,2022-07-31T19:00:11Z,3679603007,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441075955,3,1,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,49.7,50.7,2022-07-31T19:00:09.148Z,2022-08-01T02:42:47Z,3679603065,213,2.6,3680424427,178,,3679603067,279,S,3679603059,140,35.3,3679603057,56,Back,3679603061,141,65.3,3679603063,212,18.1,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441075971,5,1,1,0,1,547zzwqbiugzphhnrhj3z5k5i,1,37,49.9,2022-07-31T19:00:10.932Z,2022-08-01T09:29:01Z,3679603169,140,23.8,3680424679,178,,3679603173,212,26.8,3679603171,141,83.6,3679603167,56,Back,3679603175,213,2.1,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441075961,4,1,1,0,4,547zzwqbiugzphhnrhj3z5k5i,1,44.4,68.3,2022-07-31T19:00:13.236Z,2022-08-01T09:29:01Z,3679603109,212,19.5,3679603111,213,3.7,3679603107,141,53.3,3679603105,140,28.6,3680424535,178,,3679603103,56,Back,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441075985,6,1,1,0,4,547zzwqbiugzphhnrhj3z5k5i,1,31.2,79.4,2022-07-31T19:00:13.245Z,2022-08-01T09:29:01Z,3679603247,56,Back,3680424825,178,,3679603249,140,20.5,3679603253,212,14.3,3679603255,213,3.8,3679603251,141,66.3,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441076007,7,1,1,0,6,547zzwqbiugzphhnrhj3z5k5i,1,20.7,62.4,2022-07-31T19:00:15.265Z,2022-08-01T09:29:00Z,3679603363,141,33.0,3679603365,212,20.0,3679603359,140,19.5,3679603367,213,4.6,3679603355,56,Back,3680424991,178,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441076091,8,1,1,0,9,547zzwqbiugzphhnrhj3z5k5i,1,19.9,27.8,2022-07-31T19:00:18.385Z,2022-08-01T09:28:59Z,3679603711,56,Back,3680425037,178,,3679603713,140,23.9,3679603719,213,5.0,3679603715,141,7.9,3679603717,212,14.2,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
