id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/13/value,keyPass,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/18/value,qualifier/19/value,qualifier/17/value,qualifier/20/value
2533597009,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-04-15T13:29:59.342Z,2023-04-15T14:28:06Z,4190116333,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190116323,30,"6sdv4s8oz558wfhx72vwlpvu2, 6wt29oce6gsthhpmhq705vl9m, 2xletuhhaxmfqbjbgq4ehpyol, c1grrjf29wtfgbni2qkydf9ey, 8qa4s74yhn2u9n5tm4mfi934k, 90fea2mfl0soc0gsk88z2m2mt, 1fu9y7gemoii89ejj7bkex78p, ditnpqgspoih5ich7c5vn44fe, codwa9jioox7i007f4iazwst1, eiqmp3nbc50r40bl86u2sj55h, 8xjlysmwl5vnhcnvsynftjd62, 7t9bynn5mbmy3b0v9cduifxex, 1oux70eo5dakzh697p0j7kpre, ag74mepy9fnmlykodxo0oxhwp, 7abgw25wb5amn0uq347d4x61h, 6pmuxgyfaqn2h0x69o5l1mq22, 41gpjj5od0ww4rnopzgp1oetw, 50iwwx11r99cvce6x8cp52c16",4190383829,197,8121,4190194053,194,eiqmp3nbc50r40bl86u2sj55h,4190116327,59,"1, 2, 3, 35, 28, 4, 10, 15, 9, 8, 11, 5, 13, 6, 23, 25, 27, 33",4190116329,130,2,4190116331,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4190116325,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598851,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-04-15T13:31:45.700Z,2023-04-15T14:17:09Z,4190125401,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4190125397,59,"38, 19, 26, 6, 4, 31, 11, 25, 93, 9, 7, 3, 12, 18, 20, 30, 34, 54",4190125395,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4190125399,130,8,4190397059,197,9063,4190397057,194,az21s916gcylcjy5riyia9239,4190125403,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190125393,30,"7ojr3svfuiak6zm6pjrc18mhh, 4ju2soyxqa6hu0oo007ej8wdl, 8xr7cy8cy89qfxyi1n3egt82c, 77wkqbxkqix367lc0ccnym86h, 6w1hily3yj7vvidhhgi4fqdat, 9urqzncna9izqyoaysnjq52lm, 8jn4wq3d1ro8f89lttw4b9rzd, bhn5mxfek9byb7m8sovpizzkl, 5l6a4uxq1vzo91ugdcjq3jw7p, az21s916gcylcjy5riyia9239, 5f13ro5hgmago2bmqtzjw5ey, c3jbxepn3kto8fqtdewnghp05, a375qgbjxnpucpz3hprf2fkr9, 7yek1fu5x7yoqc4raxja0i5uc, cg748vqllo7gdcz5id1gvqggl, 7udwb7m5udna6junnwtlhykq2, eatq6far6quj8ihqxt3a4iuc4, a2tdd3sxu7nckqe44al7to7pw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659015,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-04-15T14:15:15.935Z,2023-04-15T14:15:16Z,4190428281,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659043,3,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-04-15T14:15:15.935Z,2023-04-15T23:49:17Z,4190428381,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659171,3,1,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,49.9,49.9,2023-04-15T14:15:15.969Z,2023-04-16T04:26:57Z,4190429053,279,S,4190429043,56,Back,4193911857,178,,4190429047,141,55.8,4190429051,213,2.9,4190429045,140,31.1,4190429049,212,20.1,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659337,4,1,1,0,2,547zzwqbiugzphhnrhj3z5k5i,1,35.4,55.3,2023-04-15T14:15:18.283Z,2023-04-16T11:13:53Z,4190429955,140,69.7,4190429963,1,,4190429959,212,39.2,4190429957,141,32.4,4190429951,56,Center,4190429947,155,,4193912161,178,,4190429961,213,5.9,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659393,5,1,1,0,5,547zzwqbiugzphhnrhj3z5k5i,0,71.5,24.9,2023-04-15T14:15:21.517Z,2023-04-16T11:13:52Z,4190430253,212,8.1,4193912499,178,,4190430249,140,72.4,4190430255,213,4.8,4193913577,21,,4190430251,141,13.1,4190430247,56,Right,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312057,890,67,1,0,6,9njsy633rh1tyri7l2jaju5o,1,28.3,78.3,2023-04-15T14:15:22.273Z,2023-04-16T11:13:52Z,4193961647,233,863,,,,,,,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312055,863,67,1,0,6,547zzwqbiugzphhnrhj3z5k5i,0,71.7,21.7,2023-04-15T14:15:22.274Z,2023-04-16T11:13:51Z,4193961659,233,890,,,,,,,,,,,,,,,,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659413,4,1,1,0,6,9njsy633rh1tyri7l2jaju5o,0,29,76.6,2023-04-15T14:15:22.279Z,2023-04-16T11:13:51Z,4190430343,212,10.9,4190430337,56,Back,4190430339,140,25.1,4190430345,213,2.0,4193913701,178,,4190430341,141,91.5,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533761061,408,45,1,0,8,9njsy633rh1tyri7l2jaju5o,0,25.7,93.4,2023-04-15T14:15:24.418Z,2023-04-16T11:13:51Z,4190963381,285,,4190963377,56,Back,4190969555,233,419,,,,,,,,,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533762207,419,3,1,0,8,547zzwqbiugzphhnrhj3z5k5i,1,74.3,6.6,2023-04-15T14:15:24.418Z,2023-04-16T11:13:50Z,4193913929,178,,4191661491,464,,4190969481,233,408,4190969321,286,,4190969319,56,Right,,,,,,,,,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659403,6,50,1,0,9,547zzwqbiugzphhnrhj3z5k5i,1,76.5,7.2,2023-04-15T14:15:25.188Z,2023-04-16T11:13:50Z,4190430297,56,Right,4190430939,233,5,4190430299,286,,,,,,,,,,,,,,,,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659513,5,7,1,0,9,9njsy633rh1tyri7l2jaju5o,1,23.5,92.8,2023-04-15T14:15:25.335Z,2023-04-16T11:13:50Z,4190430849,56,Back,4190430847,167,,4193914649,178,,4190430885,233,6,4191661949,385,,4190430853,285,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659543,6,5,1,0,9,9njsy633rh1tyri7l2jaju5o,0,27.2,101.2,2023-04-15T14:15:25.644Z,2023-04-16T04:28:33Z,4190430991,347,,4190430989,56,Back,4190431885,233,7,,,,,,,,,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659681,7,5,1,0,9,547zzwqbiugzphhnrhj3z5k5i,1,72.8,-1.2,2023-04-15T14:15:25.644Z,2023-04-16T04:28:33Z,4190431689,56,Right,4190431693,347,,4190431799,233,6,,,,,,,,,,,,,,,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659977,8,1,1,0,18,547zzwqbiugzphhnrhj3z5k5i,1,78.3,0,2023-04-15T14:15:34.264Z,2023-04-16T11:13:49Z,4190433143,107,,4190433153,213,0.4,4190433149,141,4.6,4190433145,56,Right,4190433147,140,87.3,4190433151,212,10.2,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533660217,7,45,1,0,22,9njsy633rh1tyri7l2jaju5o,0,7.9,95.6,2023-04-15T14:15:38.543Z,2023-04-16T11:13:48Z,4190434347,56,Back,4190434349,285,,4192445191,233,9,,,,,,,,,,,,,,,,8xjlysmwl5vnhcnvsynftjd62,K. N’Dri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533659991,9,3,1,0,22,547zzwqbiugzphhnrhj3z5k5i,1,92.1,4.4,2023-04-15T14:15:38.543Z,2023-04-16T11:13:47Z,4190433213,286,,4192445161,233,7,4193915157,178,,4191664363,464,,4190433211,56,Right,,,,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533660029,10,61,1,0,23,547zzwqbiugzphhnrhj3z5k5i,0,92.9,8.7,2023-04-15T14:15:39.144Z,2023-04-16T11:13:47Z,4190433399,56,Right,4193915537,178,,,,,,,,,,,,,,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533660241,8,5,1,0,24,9njsy633rh1tyri7l2jaju5o,1,-1.3,70.6,2023-04-15T14:15:40.259Z,2023-04-16T04:29:11Z,4190434441,346,,4190434437,56,Back,4190434583,233,11,,,,,,,,,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533660171,11,5,1,0,24,547zzwqbiugzphhnrhj3z5k5i,0,101.3,29.4,2023-04-15T14:15:40.259Z,2023-04-16T04:29:11Z,4190434177,56,Center,4190434179,346,,4190434707,233,8,,,,,,,,,,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533660453,9,1,1,0,32,9njsy633rh1tyri7l2jaju5o,1,2.3,58.1,2023-04-15T14:15:48.737Z,2023-04-16T11:13:47Z,4190435707,141,29.7,4190435701,124,,4190435705,140,7.9,4190435709,212,20.2,4190435703,56,Back,4190435711,213,5.0,4190435715,237,,,,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533660537,10,1,1,0,35,9njsy633rh1tyri7l2jaju5o,1,8.4,32.7,2023-04-15T14:15:51.837Z,2023-04-16T11:13:46Z,4190436107,56,Back,4193916239,178,,4190436123,213,5.2,4190436111,140,15.6,4190436115,141,9.2,4190436119,212,17.7,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533660821,11,1,1,0,38,9njsy633rh1tyri7l2jaju5o,1,22.1,14.3,2023-04-15T14:15:54.448Z,2023-04-16T11:13:45Z,4190437631,212,43.7,4190437619,56,Center,4190437629,141,22.1,4190437639,1,,4190437635,213,0.1,4190437617,155,,4193916371,178,,4190437623,140,63.4,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312993,868,83,1,0,44,547zzwqbiugzphhnrhj3z5k5i,1,43.1,63.6,2023-04-15T14:16:00.689Z,2023-04-16T11:13:43Z,4193966509,399,108994,,,,,,,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
