id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2451071835,1,34,16,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-08-26T17:47:43.036Z,2022-08-26T19:03:02Z,3732686433,194,x3g0yyxs0j4o8fxphxtf0st1,3732686423,30,"byfrgpc6tgz8lto1gor03y5sl, 5asv6uc3a4xxsr9u30kdfc0ve, 16o074zua15qkk7x0me7gi1w4, cn6uwymow3ewbnr6niqumao0k, l6y4o9t2b0jxaxo85oztok45, 6tvnsmtj9mma96e8famksevv9, ecnh65kkhku5mdkr3il4fl6tx, x3g0yyxs0j4o8fxphxtf0st1, 4f8xb5sbyksacxmifi375h7qi, 9mlj7fxon5zy1qmktvvcwjrl6, bgzvhtk50gvmq6noheadmc34l, 3rrges782prcprsn207dk4zit, 99jqn2osue4tyo1l7yb93s639, 8mkkchf0ysdf78r0lncd73klw, jw8lb54ua2iufebwnu8k68t0, evcq2pbyad7zn3okc33upat0q, 398isvyux7zpjiwa2hzsxyc16, 9rsuz6bumw4jyw25gpingu25m",3732686429,130,12,3732686431,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3732686435,197,16669,3732686437,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732686425,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3732686427,59,"22, 7, 14, 94, 44, 77, 27, 20, 19, 9, 6, 11, 28, 32, 72, 89, 91, 98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451074209,1,34,16,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-08-26T17:54:15.362Z,2022-08-26T18:47:59Z,3732698675,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3732698669,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3732698677,194,e2nb1takpw6q7f6txp8xbfkk5,3732698671,59,"16, 28, 38, 12, 21, 2, 44, 6, 45, 18, 7, 1, 5, 8, 10, 25, 26, 31",3732698681,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732698679,197,11586,3732698667,30,"btyk45f7gmz3ck2dafpp22yg9, 6n1rvd0axpp159h9wkkd7lwfe, 39bcswfqnpa07b4afevezejo4, 4pbx40gvdmacim2n0k2qt41cl, ae26s08xs4l50sfm0r6jbsley, 7hi9yit8aifyojt7i0kg69as5, e2nb1takpw6q7f6txp8xbfkk5, 5ecklu1u6t21rhh8fh4zoq2cq, 8o0a3k1bbim9y2kd6ljyoiwpg, 14xb29tv90y8uataijmh03rah, 87d73x3gkomc4soukr5uweqc5, aspoedbe2vkfbqaz67fc2ftg5, 7t9bynn5mbmy3b0v9cduifxex, 7xw0h0pegzhoix5hb4hipj2l1, bz77hr28a1yskifpuvzu8smsq, c4brcsqfli5mds4vhma627yl1, 8zz5lnxo7twq8ntb7e0qfvbv9, eb1rih67f03kwljbge37id1ck",3732698673,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118569,2,32,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-08-26T18:47:12.165Z,2022-08-26T18:47:12Z,3732935925,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118573,2,32,1,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-08-26T18:47:12.165Z,2022-08-27T08:42:27Z,3732935953,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118623,3,1,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,50,50,2022-08-26T18:47:12.176Z,2022-08-26T23:38:12Z,3732936207,141,49.0,3732936205,140,33.3,3732936211,213,3.2,3732936201,56,Back,3732936209,212,17.5,3732936213,279,S,3733467585,178,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118663,4,1,1,0,3,1oyb7oym5nwzny8vxf03szd2h,0,34.2,46.8,2022-08-26T18:47:15.385Z,2022-08-27T05:23:49Z,3732936411,56,Center,3733468839,178,,3732936417,212,49.8,3732936415,141,73.8,3732936413,140,78.3,3732936421,1,,3732936409,155,,3732936419,213,0.4,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118675,3,44,1,0,6,920raeoumft3q2wmvc296uceo,1,25.6,18.6,2022-08-26T18:47:18.556Z,2022-08-27T05:23:49Z,3732936491,56,Back,3732936521,233,5,3732936493,285,,,,,,,,,,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118671,5,44,1,0,6,1oyb7oym5nwzny8vxf03szd2h,0,74.4,81.4,2022-08-26T18:47:18.557Z,2022-08-27T05:23:49Z,3732936455,286,,3732936605,233,3,3732936453,56,Left,,,,,,,,,,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118687,4,1,1,0,6,920raeoumft3q2wmvc296uceo,0,26,18.2,2022-08-26T18:47:18.659Z,2022-08-27T05:23:48Z,3732936555,56,Back,3732936557,140,32.5,3733469147,388,,3732936563,213,0.8,3732936559,141,29.4,3732936561,212,10.2,3732936553,3,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118715,6,1,1,0,8,1oyb7oym5nwzny8vxf03szd2h,1,64.8,80.1,2022-08-26T18:47:20.690Z,2022-08-27T05:23:48Z,3733469467,388,,3732936671,212,9.0,3732936663,3,,3732936669,141,92.6,3732936673,213,1.2,3732936667,140,67.5,3732936665,56,Left,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118753,7,1,1,0,9,1oyb7oym5nwzny8vxf03szd2h,1,69.2,88,2022-08-26T18:47:21.643Z,2022-08-27T05:23:48Z,3732936845,140,56.1,3732936847,141,84.7,3733469617,178,,3732936851,213,3.3,3732936849,212,13.9,3732936843,56,Left,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118801,9,4,1,0,11,1oyb7oym5nwzny8vxf03szd2h,1,55.2,83.7,2022-08-26T18:47:24.093Z,2022-08-27T05:23:47Z,3732937123,265,,3732937117,13,,3732937257,233,5,3732937121,152,,3732937119,56,Left,3732937125,286,,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118819,5,4,1,0,11,920raeoumft3q2wmvc296uceo,0,44.8,16.3,2022-08-26T18:47:24.094Z,2022-08-27T05:23:47Z,3732937231,56,Back,3732937263,233,9,3732937235,265,,3732937237,285,,3733469817,178,,3732937233,152,,3732937229,13,,,,,8o0a3k1bbim9y2kd6ljyoiwpg,A. Benbouali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451118799,8,43,1,0,13,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-08-26T18:47:25.370Z,2022-08-26T18:47:32Z,3732937223,144,1,3732937105,56,Back,3732937107,140,39.8,3732937111,212,21.2,3732937109,141,65.5,3732937113,213,3.8,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451119057,10,1,1,0,35,1oyb7oym5nwzny8vxf03szd2h,1,57.4,77.6,2022-08-26T18:47:47.389Z,2022-08-27T05:23:46Z,3732938429,213,4.4,3732938439,189,,3732938415,155,,3732938417,196,,3732938423,140,45.0,3732938427,212,40.5,3732938425,141,21.2,3732938419,152,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,3732938421,56,Back,3732938431,1,3733469879,178,3732938413,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2451119077,11,1,1,0,37,1oyb7oym5nwzny8vxf03szd2h,1,44.2,24.9,2022-08-26T18:47:49.773Z,2022-08-27T05:23:45Z,3732938539,140,24.0,3732938543,212,21.7,3733471151,178,,3732938541,141,31.5,3732938537,56,Back,3732938545,213,2.9,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451119099,12,1,1,0,40,1oyb7oym5nwzny8vxf03szd2h,1,24.4,41.6,2022-08-26T18:47:52.682Z,2022-08-27T05:23:44Z,3732938669,213,2.9,3733471883,178,,3732938663,140,9.4,3732938665,141,48.2,3732938667,212,16.4,3732938661,56,Back,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451119123,13,1,1,0,44,1oyb7oym5nwzny8vxf03szd2h,0,10.6,56.1,2022-08-26T18:47:56.442Z,2022-08-27T05:23:44Z,3732938793,56,Center,3732938799,212,49.0,3732938801,213,0.2,3733472183,178,,3732938791,155,,3732938803,1,,3732938797,141,73.0,3732938795,140,56.0,byfrgpc6tgz8lto1gor03y5sl,S. Mignolet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451227545,883,43,1,0,47,920raeoumft3q2wmvc296uceo,1,0,0,2022-08-26T18:47:59.555Z,2022-08-27T00:26:34Z,3733530933,178,0,3733531143,144,82,,,,,,,,,,,,,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451119137,6,49,1,0,47,920raeoumft3q2wmvc296uceo,1,44.3,24.8,2022-08-26T18:47:59.575Z,2022-08-27T05:23:43Z,,,,,,,,,,,,,,,,,,,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
