id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId
2438970447,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-07-24T18:08:28.376Z,2022-07-24T19:07:18Z,3668342809,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3668342817,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3668342811,59,"21, 8, 18, 22, 5, 4, 10, 28, 9, 36, 34, 79, 1, 6, 14, 23, 29, 42",3668342813,130,8,3668342819,194,7weuixp1j81ga9pjhouf2h2hh,3668342807,30,"21ipfd9gxws9vqpw9002o8ve1, enyx6hc9mfglu3w2robv9hd9m, a5ls0i1ztco0zee3la61zv4rt, 2jhi0lbbo65dsfv4ho9pmlgix, bmbn4q2uorkgosgaig6migpux, 52qemp1py9mm9unjvxaphv209, 2xba9p5cocj599cltnabjes45, 7weuixp1j81ga9pjhouf2h2hh, 1gzgkjei16r4lt2fvcedy1jvt, 8d0ffyx2qnnp0limf5aou92ei, a0ecz4nlxrr62dcwixtmjiwyy, 7ht5gaqg5p9s7pl75iuvtfvh0, d5ecnjd6h89iepxrvrlfn97ft, 5pxm3apy9atp2w2j3r65ju2uh, 8jc7tw0nw37trgyli0oyz1soa, 5wn1xudozb4s78x0m8ch7vn8q, 8tdpdb9i9liifn3gvaadzh08a, cclqq6kcvqz5zvxbzt62dyolw",3668342821,197,6718,3668342823,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438971593,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-07-24T18:11:49.566Z,2022-07-24T19:02:00Z,3668349279,130,2,3668349275,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3668349283,194,auqy1bigw2a1owxg441wojzyt,3668349281,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3668349287,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3668349277,59,"1, 32, 11, 7, 23, 2, 55, 33, 14, 21, 39, 4, 9, 10, 20, 22, 24, 25",3668349285,197,13704,3668349273,30,"6qlfe04qjldj3rkeeme6gdi39, 9qm1adecprlczxw7ldbpvoi51, bjhjz96omjukrg6tj3mny39t6, auqy1bigw2a1owxg441wojzyt, bxcrdkrcljgx6l4o0uy4rom3t, 6z1isgjrlx4gbcjp5ekawdi39, 1ezai0a0n3xem17lwhtxwaml1, 5ujoracvgg00kzd0a8rh8oa1h, 12c7rhdjh6rja1d2j45n3exyi, 44yc73hes2d8zts6oucmmiz8p, dd711ekg0nlaosmsy2lz13syy, 8hl43dvm1d57g011yacyoooa1, 21545vwheo9a30u5hgnsrecmi, 50tfyk5k7qkm1kwv9rrneriwa, 2aemkadh3bhtgm5db8r89pvit, e2z19y8is5m24brpa3gzn02qx, 9kywhmzih4xhuz5d1rrxjcpd6, 7y2fbdkqsz35hgsib6rail1hx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984693,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-07-24T19:01:01.928Z,2022-07-25T03:29:52Z,3668421711,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984699,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-07-24T19:01:01.928Z,2022-07-24T19:01:04Z,3668421731,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984709,3,1,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,50,50,2022-07-24T19:01:01.987Z,2022-07-25T04:36:11Z,3668421783,141,44.9,3668421779,56,Back,3668421787,213,3.3,3668421781,140,24.4,3668421789,279,S,3668421785,212,27.1,3669148015,178,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984769,4,1,1,0,3,3ix9om1svhd6obl0mbk1otgop,1,30.9,40.9,2022-07-24T19:01:05.491Z,2022-07-25T08:43:23Z,3668422047,140,67.7,3668745159,155,,3668422055,1,,3669148059,178,,3668422053,213,0.7,3668422045,56,Left,3668422049,141,93.0,3668422051,212,52.4,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984777,5,1,1,0,6,3ix9om1svhd6obl0mbk1otgop,0,72.5,92.2,2022-07-24T19:01:08.572Z,2022-07-25T08:43:23Z,3668422085,140,79.4,3668422089,212,8.0,3668422091,213,5.8,3668422083,56,Left,3669148101,388,,3668422081,3,,3668422087,141,87.2,,,,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984801,3,1,1,0,8,2nhn3ikl1ciq34w3hcp883d6p,1,15.6,9.6,2022-07-24T19:01:10.063Z,2022-07-25T08:43:22Z,3668422197,3,,3668422205,212,21.3,3669148135,388,,3668422203,141,22.8,3668422201,140,34.0,3668422207,213,0.4,3668422199,56,Back,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439009637,467,1,1,0,9,2nhn3ikl1ciq34w3hcp883d6p,1,29.9,21.8,2022-07-24T19:01:11.086Z,2022-07-25T08:43:22Z,3668554809,141,33.1,3669148165,178,,3668554805,56,Back,3668554811,212,7.7,3668554813,213,1.6,3668554807,140,29.9,,,,,,,44yc73hes2d8zts6oucmmiz8p,E. Daci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439009641,468,49,1,0,10,2nhn3ikl1ciq34w3hcp883d6p,1,27.6,29.8,2022-07-24T19:01:12.736Z,2022-07-25T08:43:22Z,,,,,,,,,,,,,,,,,,,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984815,4,1,1,0,10,2nhn3ikl1ciq34w3hcp883d6p,1,27.8,29.9,2022-07-24T19:01:12.807Z,2022-07-25T08:43:21Z,3668422271,141,23.0,3668422273,212,12.2,3669148249,178,,3668422269,140,38.5,3668422267,56,Back,3668422275,213,5.9,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439120179,979,43,1,0,12,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-07-24T19:01:13.937Z,2022-07-25T05:13:45Z,3669172031,144,82,3669171987,178,0,,,,,,,,,,,,,,,,,,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984827,6,50,1,0,13,2nhn3ikl1ciq34w3hcp883d6p,1,46.6,31.9,2022-07-24T19:01:15.197Z,2022-07-25T08:29:43Z,3668422325,56,Back,3668422395,233,6,3668422327,286,,,,,,,,,,,,,,,,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984819,5,43,1,0,13,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-07-24T19:01:15.389Z,2022-07-24T19:57:56Z,3668554903,144,49,,,,,,,,,,,,,,,,,,,,,,dd711ekg0nlaosmsy2lz13syy,T. Van den Keybus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984841,6,7,1,0,14,3ix9om1svhd6obl0mbk1otgop,0,53.4,68.1,2022-07-24T19:01:15.985Z,2022-07-25T08:29:44Z,3669148343,178,,3668745991,384,,3668422379,56,Center,3668422381,285,,3668422387,233,6,,,,,,,,,,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984861,7,1,1,0,15,2nhn3ikl1ciq34w3hcp883d6p,1,46,34.3,2022-07-24T19:01:17.849Z,2022-07-25T08:43:20Z,3668422491,212,16.9,3668422493,213,4.6,3668422487,140,43.4,3669148385,178,,3668422485,56,Back,3668422489,141,9.7,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984873,8,1,1,0,18,2nhn3ikl1ciq34w3hcp883d6p,1,58.4,3.4,2022-07-24T19:01:20.887Z,2022-07-25T08:43:19Z,3668422617,141,28.8,3668422613,56,Center,3669148423,178,,3668422621,213,1.0,3668422619,212,21.1,3668422615,140,69.9,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984887,9,1,1,0,22,2nhn3ikl1ciq34w3hcp883d6p,0,78.5,18.1,2022-07-24T19:01:24.262Z,2022-07-25T08:43:19Z,3668422689,212,18.4,3668422685,140,94.7,3668422691,213,0.4,3669148465,178,,3668422683,56,Center,3668422687,141,28.5,,,,,,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984893,7,49,1,0,23,3ix9om1svhd6obl0mbk1otgop,1,9,78.7,2022-07-24T19:01:25.588Z,2022-07-25T08:43:18Z,,,,,,,,,,,,,,,,,,,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984941,8,1,1,0,25,3ix9om1svhd6obl0mbk1otgop,0,7.6,73.3,2022-07-24T19:01:27.064Z,2022-07-25T08:43:18Z,3668422947,141,96.9,3668422943,56,Left,3668422953,1,,3668422949,212,50.4,3668422945,140,53.1,3668422951,213,0.3,3669148519,178,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984937,10,49,1,0,29,2nhn3ikl1ciq34w3hcp883d6p,1,43.6,8.2,2022-07-24T19:01:31.796Z,2022-07-25T08:43:17Z,,,,,,,,,,,,,,,,,,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438984981,11,1,1,0,30,2nhn3ikl1ciq34w3hcp883d6p,1,39.9,7.6,2022-07-24T19:01:32.619Z,2022-07-25T08:43:16Z,3668423129,56,Back,3668423143,213,2.5,3668423141,212,30.6,3669148651,178,,3668423137,141,34.3,3668423133,140,16.5,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985005,12,1,1,0,35,2nhn3ikl1ciq34w3hcp883d6p,1,15.5,48,2022-07-24T19:01:37.670Z,2022-07-25T08:43:15Z,3668423291,56,Back,3668423297,212,16.8,3668423293,140,21.5,3668423295,141,70.9,3668423299,213,1.2,3669148671,178,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985031,13,1,1,0,39,2nhn3ikl1ciq34w3hcp883d6p,0,22.2,68.7,2022-07-24T19:01:41.097Z,2022-07-25T08:43:14Z,3668423463,140,41.9,3668423467,212,41.1,3668423459,155,,3668423461,56,Back,3668423469,213,5.2,3668423465,141,16.5,3668423471,1,,3669148713,178,,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985045,9,8,1,0,42,3ix9om1svhd6obl0mbk1otgop,1,55,82.1,2022-07-24T19:01:43.961Z,2022-07-25T08:43:14Z,3668423553,56,Left,3669148753,178,,3668746613,385,,,,,,,,,,,,,,,,,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985057,14,61,1,0,42,2nhn3ikl1ciq34w3hcp883d6p,1,37.9,17.4,2022-07-24T19:01:44.555Z,2022-07-25T08:43:14Z,3669148805,21,,3668423591,56,Back,3669148807,178,,,,,,,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985067,10,5,1,0,45,3ix9om1svhd6obl0mbk1otgop,1,64.5,101.4,2022-07-24T19:01:47.917Z,2022-07-25T04:38:03Z,3668423625,56,Left,3668423821,233,15,3668423627,347,,,,,,,,,,,,,,,,,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
