id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,keyPass,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2468410455,1,34,16,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-10-07T17:10:38.326Z,2022-10-07T18:07:59Z,3824956623,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824956627,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824956621,130,7,3824956625,194,d3hiwrqyxc7ff8vlwk35tnsru,3824956617,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3824956619,59,"88, 22, 3, 37, 4, 33, 27, 18, 23, 10, 9, 1, 7, 8, 11, 19, 14, 66, 80, 98",3824956615,30,"5hewtfw3vtddu8u3qmueyv4yd, 9vsqe0uy76u157na942hdokx5, 483s97qezyiz91n8qzwjd7uuh, 61u0tfe67undvqqutes55k2xh, d3hiwrqyxc7ff8vlwk35tnsru, 7qmg0s07y1tkthgu8zwa599ed, 9k81fwyq8bbyhckt5t80fvwet, 5zmh9fz8vr0jcgt8zic0vyve2, 9q7c1bn4dgyhoqto46puqeevp, beeunz2xxmos83md5kmsy4hqt, cd3zg2t4cq4ghoh61kri7vaad, 85paqhbw10m5ra3set109qz9, 6m2uqbr8e3v4hcg8r02ee1ec5, 28pvmv8slheuqzsh4eok2t905, 9psac5vq3c7li645yxsaglo0l, dybfeu5czibo3vri357z8yrpx, 5ubo5fzjm4klr35vzszmyquc4, arqaprcadqfrz0tj3iouo98t1, dr0tmxtk2sx5am4xmm6qw72ll, 1dtpzd3m6rhsrc1vk1ddzk2jt",3825080745,197,3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468413377,1,34,16,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-10-07T17:15:50.604Z,2022-10-07T17:57:35Z,3824972485,59,"1, 7, 3, 19, 2, 4, 27, 24, 9, 14, 10, 5, 8, 11, 15, 17, 20, 22, 77, 96",3824972489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824972481,30,"ajtqeot5t9kv6mrtpdudlwmvp, aonc1y49ulmolyc47knpwtrtg, 91e6dbk9uxyui5vbe47zdj6jt, vgyj638vzzteqqyxcdte3sgl, ewpdng8x72853r8jkxv5z949h, 6yf6ozyy2rpmiy86xno7u0es5, 9857q6zg63yro4ia9txv2l9pm, 99h9ihbi9zj82ubnt4pqr3s9h, 9n2zj5201b83mmcm7oomygacq, 15o6hxjc62wgd0ej4dxtxczpx, si3wcnvnhiukn1novyv1su6t, c3ly1ivtw40f1rjqbbk9ublqt, 3od5vsqck7ir6xf4kk2f5wbth, e81tor86msoqqodyy4xhiu31l, 5h45zm18ma74i4emdr3l8ps0k, 98nbel31pgxlifu6s4wqqxjv9, 9v0ncjrqgandlju8x483181ec, 1hf93j1aaylparuteybdwded, 6nwftpkqtitqtvk9c8gtxkut, 5zvanazhxnqfi6vwms2xcgsus",3824972493,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824972487,130,7,3824972491,194,vgyj638vzzteqqyxcdte3sgl,3824972483,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3825082195,197,6657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435139,3,32,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-10-07T18:00:55.913Z,2022-10-07T18:00:56Z,3825088953,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435141,3,32,1,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-10-07T18:00:55.913Z,2022-10-17T11:14:25Z,3825088957,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435149,4,1,1,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,49.9,50.1,2022-10-07T18:00:55.934Z,2022-10-17T11:56:55Z,3825089003,213,3.4,3852170341,178,,3825088999,141,45.4,3825089001,212,13.6,3825088995,56,Back,3825089005,279,S,3825088997,140,37.3,,,,9n2zj5201b83mmcm7oomygacq,L. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435171,5,1,1,0,2,cq4rdp1mkan8zhaw7bmzjdaqk,1,37.3,45.4,2022-10-07T18:00:58.488Z,2022-10-17T11:56:58Z,3852170385,178,,3825089101,212,11.8,3825089097,140,26.7,3825089103,213,3.5,3825089095,56,Back,3825089099,141,39.7,,,,,,,vgyj638vzzteqqyxcdte3sgl,Édson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435199,6,1,1,0,4,cq4rdp1mkan8zhaw7bmzjdaqk,1,26.7,39.7,2022-10-07T18:01:00.912Z,2022-10-17T11:57:03Z,3825089251,213,1.6,3852170419,178,,3825089243,56,Back,3825089247,141,63.3,3825089245,140,25.5,3825089249,212,16.1,,,,,,,ewpdng8x72853r8jkxv5z949h,M. Angha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435221,7,1,1,0,10,cq4rdp1mkan8zhaw7bmzjdaqk,0,29.6,74.6,2022-10-07T18:01:06.057Z,2022-10-17T11:57:09Z,3825089367,1,,3825089355,155,,3825089359,140,79.3,3825089361,141,75.8,3852170507,178,,3825089363,212,52.2,3825089365,213,0.0,3825089357,56,Center,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435223,8,43,1,0,15,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-10-07T18:01:11.049Z,2022-10-12T08:23:18Z,3837984547,144,61,3825089371,56,Left,,,,,,,,,,,,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435241,4,4,1,0,15,ebcxfnmnxrxvv6lcjsahgd38j,1,22.3,24.1,2022-10-07T18:01:11.161Z,2022-10-17T18:16:53Z,3825089601,233,9,3825089451,56,Back,3825089457,285,,3825089453,152,,3825089455,265,,3825089449,13,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435257,9,4,1,0,15,cq4rdp1mkan8zhaw7bmzjdaqk,0,77.7,75.9,2022-10-07T18:01:11.162Z,2022-10-17T18:16:53Z,3825089553,286,,3825089551,265,,3825089579,233,4,3852170615,178,,3825089547,56,Center,3825089545,13,,3825089549,152,,,,,9n2zj5201b83mmcm7oomygacq,L. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435351,5,1,1,0,31,ebcxfnmnxrxvv6lcjsahgd38j,1,22.4,26.2,2022-10-07T18:01:27.541Z,2022-10-17T11:57:18Z,3825090025,152,,3825090035,213,1.6,3825090029,140,21.5,3852170681,178,,3825090031,141,63.9,3825090027,56,Back,3825090023,5,,3825090033,212,25.7,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435431,6,1,1,0,34,ebcxfnmnxrxvv6lcjsahgd38j,1,24.4,68.7,2022-10-07T18:01:30.482Z,2022-10-17T18:17:01Z,3825090397,141,81.2,3825090393,56,Back,3825090401,213,1.0,3825090395,140,30.0,3825090399,212,10.3,3852170723,178,,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435461,7,1,1,0,41,ebcxfnmnxrxvv6lcjsahgd38j,0,35.8,79,2022-10-07T18:01:37.066Z,2022-10-17T11:57:28Z,3825090513,141,21.6,3825090511,140,45.3,3852170753,178,,3825090517,213,5.0,3825090509,56,Back,3825090515,212,40.3,3825090507,155,,3825090519,1,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435457,10,49,1,0,43,cq4rdp1mkan8zhaw7bmzjdaqk,1,53.4,83.7,2022-10-07T18:01:39.414Z,2022-10-17T11:57:34Z,,,,,,,,,,,,,,,,,,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435517,11,1,1,0,48,cq4rdp1mkan8zhaw7bmzjdaqk,1,57.9,74.9,2022-10-07T18:01:44.172Z,2022-10-17T11:57:40Z,3825090775,141,68.9,3825090779,213,5.8,3825090773,140,65.6,3825090771,56,Center,3825090777,212,9.1,3852170925,178,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435527,12,43,1,0,48,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-10-07T18:01:44.361Z,2022-10-07T18:02:24Z,3825090839,212,1.8,3825090841,213,2.3,3825090835,140,64.5,3825090837,141,71.0,3825093179,144,1,3825090833,56,Center,,,,,,,9n2zj5201b83mmcm7oomygacq,L. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473632381,626,67,1,0,49,cq4rdp1mkan8zhaw7bmzjdaqk,1,66.4,67.2,2022-10-07T18:01:45.057Z,2022-10-18T11:07:24Z,3852723319,233,888,,,,,,,,,,,,,,,,,,,,,,9n2zj5201b83mmcm7oomygacq,L. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473632379,888,67,1,0,49,ebcxfnmnxrxvv6lcjsahgd38j,0,33.6,32.8,2022-10-07T18:01:45.058Z,2022-10-17T19:59:46Z,3852723323,233,626,,,,,,,,,,,,,,,,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435891,18,1,1,0,49,cq4rdp1mkan8zhaw7bmzjdaqk,0,69.5,68,2022-10-07T18:01:45.132Z,2022-10-18T11:07:25Z,3825092663,213,2.7,3825092661,212,12.4,3825092659,141,75.8,3825092655,56,Center,3825092657,140,58.8,3825092977,156,,3852171107,178,,,,,9n2zj5201b83mmcm7oomygacq,L. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435531,8,43,1,0,49,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-10-07T18:01:45.547Z,2022-10-07T18:02:11Z,3825090859,56,Back,3825092367,144,8,,,,,,,,,,,,,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468480757,480,61,1,0,50,ebcxfnmnxrxvv6lcjsahgd38j,0,40.1,24,2022-10-07T18:01:46.184Z,2022-10-17T18:17:36Z,3852570405,15,,3825334743,56,Back,3852570407,388,,,,,,,,,,,,,,,,,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473632663,629,67,1,0,51,cq4rdp1mkan8zhaw7bmzjdaqk,1,55,68.5,2022-10-07T18:01:47.399Z,2022-10-18T11:07:25Z,3852724773,233,889,,,,,,,,,,,,,,,,,,,,,,15o6hxjc62wgd0ej4dxtxczpx,Abdularahman Al Hurayb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473632661,889,67,1,0,51,ebcxfnmnxrxvv6lcjsahgd38j,0,45,31.5,2022-10-07T18:01:47.400Z,2022-10-17T20:01:10Z,3852724789,233,629,,,,,,,,,,,,,,,,,,,,,,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435579,13,1,1,0,51,cq4rdp1mkan8zhaw7bmzjdaqk,1,57.4,73.2,2022-10-07T18:01:47.435Z,2022-10-18T11:07:25Z,3852171871,178,,3825091093,212,13.6,3825091087,56,Center,3825091091,141,57.3,3825091085,155,,3825091089,140,65.2,3825091095,213,5.4,,,,15o6hxjc62wgd0ej4dxtxczpx,Abdularahman Al Hurayb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435593,14,50,1,0,53,cq4rdp1mkan8zhaw7bmzjdaqk,1,61.6,57.4,2022-10-07T18:01:49.183Z,2022-10-17T11:58:40Z,3825091167,233,9,3825091143,56,Center,3825091145,286,,,,,,,,,,,,,,,,,99h9ihbi9zj82ubnt4pqr3s9h,Hassan Al Habib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435571,9,7,1,0,53,ebcxfnmnxrxvv6lcjsahgd38j,0,38.4,42.6,2022-10-07T18:01:49.419Z,2022-10-17T11:58:44Z,3825091031,56,Back,3825091151,233,14,3825091033,285,,3852171997,178,,3837986117,385,,,,,,,,,,,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435629,15,1,1,0,54,cq4rdp1mkan8zhaw7bmzjdaqk,1,62.7,62,2022-10-07T18:01:50.502Z,2022-10-17T11:58:50Z,3825091299,56,Back,3825091305,212,25.4,3825091307,213,2.3,3852172113,178,,3825091301,140,47.1,3825091303,141,90.6,,,,,,,99h9ihbi9zj82ubnt4pqr3s9h,Hassan Al Habib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435649,16,1,1,0,59,cq4rdp1mkan8zhaw7bmzjdaqk,1,54.7,92.7,2022-10-07T18:01:54.963Z,2022-10-17T11:58:59Z,3852172225,178,,3825091407,141,87.9,3825091403,56,Left,3825091409,212,13.1,3825091411,213,6.0,3825091405,140,66.8,,,,,,,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468435691,17,1,1,1,1,cq4rdp1mkan8zhaw7bmzjdaqk,0,68.8,90.5,2022-10-07T18:01:57.422Z,2022-10-17T11:59:04Z,3825091641,141,55.7,3825091639,140,95.9,3825091647,1,,3825091635,155,,3825091643,212,37.0,3825091645,213,5.6,3825091637,56,Center,3825091633,2,,15o6hxjc62wgd0ej4dxtxczpx,Abdularahman Al Hurayb,3837986685,224,3852172277,178,3837986687,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
