id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2549394207,1,34,16,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-05-15T15:02:42.138Z,2023-05-15T16:03:46Z,4281183919,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4281323649,197,683,4281183929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4281183917,30,"6veqhleq95267xca919eg02j9, 6yaoc71surv8vh9hjfli7dwid, 52gxk6j2kp1i7dkz1w7wfxzsa, 6bl8ekn7ahyf7z4ri1cknbnfu, aq8efsoblaypm6spb7fce99g4, 829ypq99t1vn90xey32mwt7th, 9ex7z7sbghe3zx17a4u7gsay2, 3kfeazpv3d1wy6e333pudwkid, 1l0bb9txaodn0kqc5rca35rdh, 6ygvaf7gjckdemde0ec0tem6t, 2neoemoj0t2ssvjhhii62rvje, 7raap8bz78dmxw9ngo1w73tux, 77d2ej6852gf2ynsb8h01thwp, 3akxznb8k4r088rrqbbj04m39, 7gvqqqfoak5692c4xnrcrqe39, 70848f3slhydvi4p0wq4enqol, 3q942kxc3baiiwdozn97dgqtx, 77768ik0kuvcahklr0b8viwwk, d21tm0cmhxpy6rq71iyu5yzf9, 6f7isvwcywig1hlvfed4q0hgq",4281183925,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4281183927,194,6bl8ekn7ahyf7z4ri1cknbnfu,4281183923,130,4,4281183921,59,"1, 27, 4, 44, 94, 12, 14, 88, 17, 10, 11, 6, 7, 8, 9, 16, 18, 20, 23, 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549396409,1,34,16,0,0,4djrvao40r1vgr4psfl5dzc80,1,0,0,2023-05-15T15:08:08.827Z,2023-05-15T16:51:25Z,4281481705,197,19287,4281195759,59,"30, 4, 13, 17, 15, 3, 11, 6, 14, 10, 7, 2, 8, 12, 16, 19, 20, 22, 32, 40",4281195773,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4281195769,194,5376r1hbhrywje7cys1vcyb4l,4281195765,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4281195757,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4281195755,30,"exmyiidka52uylmreef9fpn85, cp8kbj12wth398bnglywepk9, 820fen2dxh3d2zmcbn9ak0u6t, evyk938tt0eebkhxrwejaonv9, 5376r1hbhrywje7cys1vcyb4l, 624uaxchaea87v6na4wsd50x5, 6yga33ui0heg0zkpe4r3kznmy, cgwl99clcp8j1z4tq5n0bh9ed, 30k7kvnsp7a4gsl43gun7yhyi, 9d3t6xtk6bceipt63k6c5rnit, 5x2mcnjeclk64b5l9o2h4d5g5, 1fypwti6kn4ae12fc9outj845, 2rdvd4egt9kk7cocies197i6t, g15ldg2cnu1otbiwsm3dppg4, 5s1ofruu4rz52k2ogzaujplw4, bx6o57idb4mbv2xo70l9gkfs9, 2j90w131xjmie2ozb2wb6a6p6, paq60rfkhm8gy9412w5tuo0k, 5zwi7f2u6vd88wvc00ynpv209, 465tn4volgmbkntekrvwuvmne",4281195761,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421597,2,32,1,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-05-15T16:01:57.643Z,2023-05-16T11:14:23Z,4281333623,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421603,2,32,1,0,0,4djrvao40r1vgr4psfl5dzc80,1,0,0,2023-05-15T16:01:57.643Z,2023-05-15T16:01:58Z,4281333649,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421613,3,1,1,0,0,6ttwlm6op92r4670oayg5md7h,1,50.1,49.7,2023-05-15T16:01:57.743Z,2023-05-15T16:04:38Z,4281333705,279,S,4281333699,141,67.2,4281333703,213,2.6,4281333701,212,23.0,4281333695,56,Back,4281333697,140,31.3,,,,,,,9ex7z7sbghe3zx17a4u7gsay2,Mansor Al Beshe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421649,4,1,1,0,6,6ttwlm6op92r4670oayg5md7h,1,31.1,67.2,2023-05-15T16:02:04.153Z,2023-05-15T16:04:37Z,4281333875,155,,4281333877,56,Center,4281333883,212,48.4,4281333881,141,75.0,4281333887,1,,4281333885,213,0.1,4281333879,140,76.9,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421651,5,61,1,0,7,6ttwlm6op92r4670oayg5md7h,0,76.7,74.8,2023-05-15T16:02:04.649Z,2023-05-15T16:04:40Z,4281333895,56,Center,,,,,,,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421657,3,49,1,0,8,4djrvao40r1vgr4psfl5dzc80,1,22.1,17,2023-05-15T16:02:05.920Z,2023-05-15T16:02:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421697,4,1,1,0,9,4djrvao40r1vgr4psfl5dzc80,1,19.2,13.1,2023-05-15T16:02:06.656Z,2023-05-15T16:02:11Z,4281334127,212,18.4,4281334121,140,36.3,4281334131,213,6.1,4281334125,141,7.1,4281334117,56,Back,,,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421717,5,1,1,0,13,4djrvao40r1vgr4psfl5dzc80,1,37,4.4,2023-05-15T16:02:10.648Z,2023-05-15T16:12:26Z,4281334245,141,5.5,4281334241,56,Back,4281334243,140,29.3,4281334247,212,8.1,4281334249,213,3.0,,,,,,,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421725,6,1,1,0,14,4djrvao40r1vgr4psfl5dzc80,0,27.6,7.3,2023-05-15T16:02:12.439Z,2023-05-15T16:12:24Z,4281334301,140,33.0,4281334303,141,7.3,4281334307,213,0,4281334305,212,5.7,4281334299,56,Back,,,,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549427261,85,61,1,0,15,6ttwlm6op92r4670oayg5md7h,1,67.1,93.2,2023-05-15T16:02:12.819Z,2023-05-15T16:13:25Z,4281365135,56,Left,,,,,,,,,,,,,,,,,,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421729,7,61,1,0,16,4djrvao40r1vgr4psfl5dzc80,1,34.1,8.2,2023-05-15T16:02:14.160Z,2023-05-16T11:16:48Z,4281334315,56,Back,,,,,,,,,,,,,,,,,,,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421713,6,49,1,0,16,6ttwlm6op92r4670oayg5md7h,1,69.6,90.5,2023-05-15T16:02:14.180Z,2023-05-16T11:16:50Z,,,,,,,,,,,,,,,,,,,,,,,,,52gxk6j2kp1i7dkz1w7wfxzsa,Khalid Al Khathlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421739,7,1,1,0,18,6ttwlm6op92r4670oayg5md7h,1,69.6,90.5,2023-05-15T16:02:16.241Z,2023-05-15T16:02:15Z,4281334389,140,74.5,4281334391,141,77.9,4281334393,212,10.0,4281334387,56,Center,4281334395,213,5.3,,,,,,,,,,52gxk6j2kp1i7dkz1w7wfxzsa,Khalid Al Khathlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421751,8,1,1,0,19,6ttwlm6op92r4670oayg5md7h,1,74.1,77.7,2023-05-15T16:02:17.129Z,2023-05-15T16:51:03Z,4281334461,141,76.5,4281334465,212,18.8,4281334453,56,Center,4281334457,140,92.0,4281334447,155,,4281334471,213,6.2,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421767,9,1,1,0,20,6ttwlm6op92r4670oayg5md7h,0,91.8,76.5,2023-05-15T16:02:18.409Z,2023-05-15T16:51:04Z,4281334571,212,16.8,4281334573,213,4.3,4281334565,56,Center,4281334567,140,84.7,4281334569,141,54.3,,,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421791,8,12,1,0,21,4djrvao40r1vgr4psfl5dzc80,1,11.4,60.5,2023-05-15T16:02:19.264Z,2023-05-15T16:51:00Z,4281334705,213,5.3,4281334697,141,26.5,4281334701,212,27.3,4281334693,140,25.3,4281334691,56,Back,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421789,10,1,1,0,23,6ttwlm6op92r4670oayg5md7h,0,73.3,83.6,2023-05-15T16:02:21.641Z,2023-05-16T11:17:15Z,4281334689,213,0.2,4281334681,56,Left,4281334683,140,77.5,4281334687,212,4.5,4281334685,141,84.6,4281334679,3,,,,,,,,52gxk6j2kp1i7dkz1w7wfxzsa,Khalid Al Khathlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421795,9,61,1,0,24,4djrvao40r1vgr4psfl5dzc80,1,24.3,13.9,2023-05-15T16:02:21.741Z,2023-05-16T11:17:18Z,4281334711,56,Back,,,,,,,,,,,,,,,,,,,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421825,10,49,1,0,27,4djrvao40r1vgr4psfl5dzc80,1,26.1,15.8,2023-05-15T16:02:24.736Z,2023-05-15T16:15:09Z,,,,,,,,,,,,,,,,,,,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421851,11,1,1,0,27,4djrvao40r1vgr4psfl5dzc80,1,26.1,15.8,2023-05-15T16:02:24.895Z,2023-05-15T16:02:55Z,4281334995,213,6.1,4281334991,141,11.9,4281334993,212,19.9,4281334987,56,Back,4281334989,140,44.9,,,,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421861,12,1,1,0,28,4djrvao40r1vgr4psfl5dzc80,1,44.9,11.9,2023-05-15T16:02:26.640Z,2023-05-15T16:02:28Z,4281335059,140,37.3,4281335065,213,3.6,4281335057,56,Back,4281335061,141,6.4,4281335063,212,8.8,,,,,,,,,,30k7kvnsp7a4gsl43gun7yhyi,Abdulaziz Al Shahrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421883,13,1,1,0,30,4djrvao40r1vgr4psfl5dzc80,1,37.3,6.4,2023-05-15T16:02:28.287Z,2023-05-15T16:02:31Z,4281335195,212,7.8,4281335197,213,1.6,4281335193,141,17.8,4281335191,140,37.2,4281335189,56,Back,,,,,,,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421915,14,1,1,0,34,4djrvao40r1vgr4psfl5dzc80,1,44.6,23.8,2023-05-15T16:02:32.080Z,2023-05-16T11:17:40Z,4281335407,196,,4281335419,1,,4281335415,212,43.9,4281335409,56,Back,4281335413,141,88.4,4281335411,140,44.7,4281335417,213,1.6,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421929,11,45,1,0,39,6ttwlm6op92r4670oayg5md7h,0,34.7,19.4,2023-05-15T16:02:36.770Z,2023-05-15T16:03:19Z,4281335477,285,,4281336053,233,15,4281335475,56,Back,,,,,,,,,,,,,,,,9ex7z7sbghe3zx17a4u7gsay2,Mansor Al Beshe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421927,15,3,1,0,39,4djrvao40r1vgr4psfl5dzc80,1,65.3,80.6,2023-05-15T16:02:36.770Z,2023-05-16T11:17:59Z,4281335473,286,,4281335471,56,Left,4281336033,233,11,4282832671,464,,,,,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421937,16,1,1,0,41,4djrvao40r1vgr4psfl5dzc80,0,72.7,82.2,2023-05-15T16:02:39.119Z,2023-05-15T16:02:41Z,4281335547,141,39.8,4281335551,213,5.4,4281335541,155,,4281335553,1,,4281335543,56,Center,4281335545,140,93.3,4281335549,212,36.0,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421953,12,52,1,0,48,6ttwlm6op92r4670oayg5md7h,1,9.5,54,2023-05-15T16:02:45.665Z,2023-05-16T11:18:06Z,4282832961,377,,,,,,,,,,,,,,,,,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422085,13,80,1,1,4,6ttwlm6op92r4670oayg5md7h,0,14.6,54.1,2023-05-15T16:03:02.626Z,2023-05-15T16:02:59Z,,,,,,,,,,,,,,,,,,,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422109,14,1,1,1,5,6ttwlm6op92r4670oayg5md7h,0,15.3,52.2,2023-05-15T16:03:03.521Z,2023-05-15T16:03:03Z,4281336459,56,Center,4281336469,1,,4281336465,212,52.2,4281336457,155,,4281336463,141,38.5,4281336461,140,64.2,4281336467,213,6.1,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422121,17,44,1,1,6,4djrvao40r1vgr4psfl5dzc80,1,36.6,64,2023-05-15T16:03:03.648Z,2023-05-15T16:03:24Z,4281336531,285,,4281336529,56,Back,4281336593,233,15,,,,,,,,,,,,,,,,624uaxchaea87v6na4wsd50x5,A. Bedrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
