id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2503315853,233,1,1,28,55,aekjg4wbxaixtwu4aicmiju92,1,53.8,44.8,2023-02-03T15:29:45.337Z,2023-02-18T12:53:41Z,4009099873,140,62.3,4009099875,141,85.7,4009099879,213,1.3,4039087683,178,,4009099877,212,29.2,4009099871,56,Left,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315877,234,1,1,29,1,aekjg4wbxaixtwu4aicmiju92,1,67.8,72.4,2023-02-03T15:29:51.066Z,2023-02-18T12:53:44Z,4009099975,56,Left,4009099979,141,89.7,4009099983,213,0.6,4039087779,178,,4009099977,140,83.8,4009099981,212,20.5,,,,,,,cee8klv6kur6xp1v57uikihg5,S. Bendebka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315887,235,1,1,29,8,aekjg4wbxaixtwu4aicmiju92,1,79.8,88.4,2023-02-03T15:29:57.769Z,2023-02-18T12:53:47Z,4009100019,56,Left,4009100023,141,89.3,4009100021,140,60.6,4009100027,213,3.1,4009100025,212,20.2,4039087837,178,,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315893,236,1,1,29,10,aekjg4wbxaixtwu4aicmiju92,1,61.3,89.3,2023-02-03T15:30:00.606Z,2023-02-18T12:53:52Z,4009100039,212,11.9,4009100035,140,69.6,4009100037,141,77.3,4039087985,178,,4009100033,56,Center,4009100041,213,5.5,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315917,237,1,1,29,12,aekjg4wbxaixtwu4aicmiju92,1,70.6,76.7,2023-02-03T15:30:02.244Z,2023-02-18T12:53:55Z,4009100095,212,16.7,4009100093,141,96.6,4009100089,56,Left,4009100091,140,79.9,4009100097,213,0.9,4039088107,178,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315921,238,1,1,29,15,aekjg4wbxaixtwu4aicmiju92,0,86.4,95.6,2023-02-03T15:30:05.038Z,2023-02-18T12:53:58Z,4009100121,212,8.8,4009100153,236,,4039088175,178,,4009100119,141,83.0,4018942487,224,,4009100155,233,262,4009100111,2,,4009100117,140,88.4,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,4018942489,72,,4009100113,155,4009100159,286,,4009100115,56,Left,4009100123,213,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2503315925,262,12,1,29,15,57jcqe38hakh2hfit2zsogsb,1,14.6,13.3,2023-02-03T15:30:05.247Z,2023-02-18T12:54:03Z,4039088335,178,,4009100139,185,,4009100141,56,Back,4009100161,233,238,,,,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315933,239,1,1,29,18,aekjg4wbxaixtwu4aicmiju92,1,76.4,99.3,2023-02-03T15:30:08.054Z,2023-02-18T12:54:06Z,4009100209,212,12.6,4009100205,140,64.8,4009100207,141,94.8,4039088421,178,,4009100203,56,Left,4009100211,213,3.4,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315939,240,1,1,29,22,aekjg4wbxaixtwu4aicmiju92,1,66.4,85.3,2023-02-03T15:30:12.674Z,2023-02-18T12:54:09Z,4009100273,212,16.9,4039088493,178,,4009100269,140,67.4,4009100271,141,60.5,4009100275,213,4.8,4009100267,56,Center,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315943,241,1,1,29,25,aekjg4wbxaixtwu4aicmiju92,1,70.1,67.8,2023-02-03T15:30:15.183Z,2023-02-18T12:54:12Z,4009100301,140,74.9,4009100307,213,0.5,4009100299,56,Center,4009100305,212,5.9,4039088543,178,,4009100303,141,72.3,,,,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315947,242,1,1,29,27,aekjg4wbxaixtwu4aicmiju92,1,73.8,72.3,2023-02-03T15:30:17.211Z,2023-02-18T12:54:16Z,4009100337,212,4.7,4009100331,56,Center,4009100335,141,73.3,4039088637,178,,4009100339,213,3.0,4009100333,140,69.4,,,,,,,cee8klv6kur6xp1v57uikihg5,S. Bendebka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315953,243,1,1,29,28,aekjg4wbxaixtwu4aicmiju92,1,69.4,73.3,2023-02-03T15:30:18.306Z,2023-02-18T12:54:20Z,4009100373,141,84.1,4039088667,178,,4009100369,56,Left,4009100371,140,89.5,4009100377,213,0.3,4009100367,155,,4009100375,212,22.3,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315957,244,1,1,29,34,aekjg4wbxaixtwu4aicmiju92,1,90.6,85.3,2023-02-03T15:30:24.139Z,2023-02-18T12:54:23Z,4009100393,140,78.2,4009100391,56,Left,4009100397,212,13.4,4009100395,141,89.7,4009100399,213,2.9,4039088751,178,,,,,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315969,245,1,1,29,37,aekjg4wbxaixtwu4aicmiju92,1,78.4,87.2,2023-02-03T15:30:27.212Z,2023-02-18T12:54:27Z,4009100451,140,77.4,4009100457,213,4.5,4039088839,178,,4009100455,212,6.2,4009100453,141,78.2,4009100449,56,Center,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315975,246,1,1,29,38,aekjg4wbxaixtwu4aicmiju92,1,77.4,78.2,2023-02-03T15:30:28.064Z,2023-02-18T12:54:29Z,4009100479,140,87.5,4009100477,56,Left,4009100483,212,15.3,4009100481,141,94.4,4039088905,178,,4009100485,213,0.8,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315987,247,1,1,29,40,aekjg4wbxaixtwu4aicmiju92,1,88.1,94.2,2023-02-03T15:30:29.992Z,2023-02-18T12:54:32Z,4018942633,224,,4009100553,141,37.0,4018942635,72,,4009100545,2,,4009100555,212,39.8,4009100551,140,96.2,4009100557,213,4.9,4009100547,155,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,4009100559,1,,4009100549,56,4039088961,178,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315993,248,1,1,29,42,aekjg4wbxaixtwu4aicmiju92,1,96.3,37.3,2023-02-03T15:30:32.572Z,2023-02-18T12:54:35Z,4009100593,213,4.1,4009100587,140,87.1,4009100585,56,Right,4039089085,388,,4009100589,141,18.3,4009100583,3,,4009100591,212,16.1,,,,3a2ef34105eqoes4s6zu1310p,Feras Al Brikan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315995,249,1,1,29,47,aekjg4wbxaixtwu4aicmiju92,1,88.4,17.9,2023-02-03T15:30:37.175Z,2023-02-18T12:54:39Z,4009100603,212,9.9,4009100601,141,24.4,4009100597,56,Center,4039089171,178,,4009100605,213,2.7,4009100599,140,80.0,,,,,,,zdrtch0slexakz6exy86cid,Tello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315997,250,1,1,29,49,aekjg4wbxaixtwu4aicmiju92,1,80.6,24.4,2023-02-03T15:30:39.355Z,2023-02-18T12:54:43Z,4009100615,212,4.9,4009100613,141,31.5,4039089269,178,,4009100617,213,1.4,4009100611,140,81.3,4009100609,56,Center,,,,,,,emt3e6x1c9howgtee0hr1hucp,Ayman Al Khulaif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316001,251,1,1,29,50,aekjg4wbxaixtwu4aicmiju92,0,81.5,31.6,2023-02-03T15:30:39.877Z,2023-02-18T12:54:46Z,4009100633,212,19.9,4009100629,140,100.0,4009100625,155,,4009100631,141,27.9,4009100635,213,6.2,4009100627,56,Center,4039089309,178,,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316003,252,5,1,29,52,aekjg4wbxaixtwu4aicmiju92,0,100.7,27,2023-02-03T15:30:42.594Z,2023-02-18T12:54:50Z,4009100637,56,Center,4009100645,233,263,4009100639,346,,,,,,,,,,,,,,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503315999,263,5,1,29,52,57jcqe38hakh2hfit2zsogsb,1,-0.7,73,2023-02-03T15:30:42.594Z,2023-02-18T12:54:50Z,4009100621,56,Back,4009100641,233,252,4009100623,346,,,,,,,,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316011,264,1,1,29,59,57jcqe38hakh2hfit2zsogsb,0,4,50.8,2023-02-03T15:30:49.482Z,2023-02-18T12:37:26Z,4009100701,140,68.9,4009100707,213,0.1,4009100709,1,,4009100715,189,,4009100699,56,Center,4009100697,155,,4009100705,212,68.8,4009100695,124,,ej4r05u0q7ebnlwk9rlp7pv4l,A. Rossi,4009100711,74,,4009100703,141,,,,,,,,,,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316013,253,1,1,30,3,aekjg4wbxaixtwu4aicmiju92,1,36.2,23,2023-02-03T15:30:52.835Z,2023-02-18T12:37:31Z,4009100725,140,47.8,4009100731,213,5.9,4039043893,388,,4009100729,212,13.3,4009100727,141,15.3,4009100721,3,,4009100723,56,Back,,,,eznzwuryd9khv90y1it9dey1h,Ammar Al Duhaim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316019,254,1,1,30,5,aekjg4wbxaixtwu4aicmiju92,1,47.8,13.8,2023-02-03T15:30:55.072Z,2023-02-18T12:37:36Z,4009100771,212,9.9,4009100765,56,Back,4009100769,141,9.4,4039044157,178,,4009100767,140,38.8,4009100763,3,,4009100773,213,3.4,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316021,255,49,1,30,6,aekjg4wbxaixtwu4aicmiju92,1,39.5,9.7,2023-02-03T15:30:56.646Z,2023-02-18T12:37:40Z,,,,,,,,,,,,,,,,,,,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316043,256,1,1,30,10,aekjg4wbxaixtwu4aicmiju92,1,57.4,15,2023-02-03T15:31:00.403Z,2023-02-18T12:37:45Z,4009100869,213,5.3,4009100865,141,2.6,4039044553,178,,4009100867,212,10.3,4009100861,56,Right,4009100863,140,63.1,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316051,257,1,1,30,13,aekjg4wbxaixtwu4aicmiju92,0,68.7,5.8,2023-02-03T15:31:03.655Z,2023-02-18T12:37:49Z,4009100887,56,Right,4009100893,212,34.6,4039044737,178,,4009100889,140,100.0,4009100895,213,0.3,4009100897,1,,4009100891,141,20.3,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316055,258,5,1,30,17,aekjg4wbxaixtwu4aicmiju92,0,100.7,32.2,2023-02-03T15:31:06.751Z,2023-02-18T12:37:54Z,4009100911,56,Center,4009100913,346,,4009114807,233,265,,,,,,,,,,,,,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316069,265,5,1,30,17,57jcqe38hakh2hfit2zsogsb,1,-0.7,67.8,2023-02-03T15:31:06.751Z,2023-02-18T12:37:53Z,4009101003,56,Back,4009101005,346,,4009114803,233,258,,,,,,,,,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316103,266,1,1,30,40,57jcqe38hakh2hfit2zsogsb,1,3,50.5,2023-02-03T15:31:30.478Z,2023-02-18T12:38:23Z,4009101215,237,,4009101211,213,5.2,4009101203,56,Back,4009101343,189,,4009101201,124,,4009101207,141,34.5,4009101205,140,8.8,4009101209,212,12.5,ej4r05u0q7ebnlwk9rlp7pv4l,A. Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316111,267,1,1,30,40,57jcqe38hakh2hfit2zsogsb,0,8.3,28.4,2023-02-03T15:31:30.736Z,2023-02-18T12:38:27Z,4039046211,178,,4009101253,1,,4009101351,189,,4009101243,56,Back,4009101247,141,43.1,4009101251,213,0.3,4009101249,212,37.5,4009101245,140,42.7,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509036955,979,67,1,30,42,aekjg4wbxaixtwu4aicmiju92,1,57.1,57,2023-02-03T15:31:32.510Z,2023-02-18T14:00:40Z,4039177603,233,1166,,,,,,,,,,,,,,,,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509036949,1166,67,1,30,42,57jcqe38hakh2hfit2zsogsb,0,42.9,43,2023-02-03T15:31:32.511Z,2023-02-18T13:18:28Z,4039177619,233,979,,,,,,,,,,,,,,,,,,,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505201145,797,8,1,30,42,aekjg4wbxaixtwu4aicmiju92,1,57,58.5,2023-02-03T15:31:32.552Z,2023-02-18T14:00:40Z,4018943375,384,,4018943357,56,Center,4039046935,178,,,,,,,,,,,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316113,268,43,1,30,43,57jcqe38hakh2hfit2zsogsb,1,0,0,2023-02-03T15:31:33.591Z,2023-02-07T15:56:25Z,4009101257,56,Back,4018943307,144,61,,,,,,,,,,,,,,,,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316119,259,49,1,30,44,aekjg4wbxaixtwu4aicmiju92,1,52.6,40.6,2023-02-03T15:31:34.394Z,2023-02-18T12:38:37Z,,,,,,,,,,,,,,,,,,,,,,,,,eznzwuryd9khv90y1it9dey1h,Ammar Al Duhaim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316137,260,1,1,30,44,aekjg4wbxaixtwu4aicmiju92,1,52.2,40.7,2023-02-03T15:31:34.436Z,2023-02-18T12:38:40Z,4009101293,212,18.1,4009101289,140,65.6,4009101285,56,Center,4009101295,213,5.6,4039047219,178,,4009101291,141,24.0,,,,,,,eznzwuryd9khv90y1it9dey1h,Ammar Al Duhaim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316141,261,43,1,30,50,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-02-03T15:31:40.005Z,2023-02-03T15:36:45Z,4009101307,286,0,4009101305,56,Center,4009104179,144,3,4009101311,233,269,,,,,,,,,,,,,emt3e6x1c9howgtee0hr1hucp,Ayman Al Khulaif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316139,269,43,1,30,50,57jcqe38hakh2hfit2zsogsb,1,0,0,2023-02-03T15:31:40.005Z,2023-02-03T15:36:48Z,4009104181,144,45,4009101299,56,Back,4009101301,285,0,,,,,,,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316145,262,1,1,30,51,aekjg4wbxaixtwu4aicmiju92,1,68.7,17.6,2023-02-03T15:31:41.461Z,2023-02-18T12:38:44Z,4009101335,212,5.5,4009101329,56,Center,4039047421,178,,4009101337,213,1.9,4009101331,140,67.0,4009101333,141,25.3,,,,,,,emt3e6x1c9howgtee0hr1hucp,Ayman Al Khulaif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316147,263,1,1,30,53,aekjg4wbxaixtwu4aicmiju92,1,65.8,28.3,2023-02-03T15:31:43.620Z,2023-02-18T12:38:49Z,4009101357,140,55.4,4009101361,212,15.1,4039047725,178,,4009101359,141,43.6,4009101355,56,Center,4009101363,213,2.4,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316149,264,1,1,30,57,aekjg4wbxaixtwu4aicmiju92,1,54.6,41.9,2023-02-03T15:31:47.566Z,2023-02-18T12:38:51Z,4009101379,212,48.6,4009101375,140,98.1,4009101377,141,17.4,4009101383,1,,4009101381,213,5.9,4009101373,56,Right,4039047869,178,,4018943523,155,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316151,265,1,1,31,2,aekjg4wbxaixtwu4aicmiju92,0,98.1,17.7,2023-02-03T15:31:51.866Z,2023-02-18T12:38:56Z,4009101435,195,,4009101393,140,91.0,4009101391,56,Center,4009101397,212,14.3,4009101399,213,2.1,4039048059,178,,4009101395,141,35.7,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316153,270,12,1,31,2,57jcqe38hakh2hfit2zsogsb,1,10.3,64.2,2023-02-03T15:31:52.585Z,2023-02-18T12:39:04Z,4009101407,141,74.6,4009101409,212,13.8,4009101405,140,0.0,4039048475,178,,4009101417,167,,4009101403,56,Back,4009101411,213,2.6,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316157,266,6,1,31,4,aekjg4wbxaixtwu4aicmiju92,1,95.9,30.6,2023-02-03T15:31:54.247Z,2023-02-18T12:39:08Z,4009101425,75,,4009101423,56,Center,4009101427,233,271,,,,,,,,,,,,,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316155,271,6,1,31,4,57jcqe38hakh2hfit2zsogsb,0,4.1,69.4,2023-02-03T15:31:54.247Z,2023-02-18T12:39:09Z,4009101431,233,266,4009101413,56,Back,4009101415,73,,,,,,,,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316191,267,1,1,31,38,aekjg4wbxaixtwu4aicmiju92,1,99.5,0.5,2023-02-03T15:32:28.416Z,2023-02-18T12:39:15Z,4009101663,140,95.8,4009101659,6,,4039049035,178,,4009101669,213,1.9,4009101665,141,19.4,4009101661,56,Right,4009101667,212,13.4,,,,zdrtch0slexakz6exy86cid,Tello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316197,268,1,1,31,39,aekjg4wbxaixtwu4aicmiju92,1,95.8,19.4,2023-02-03T15:32:29.602Z,2023-02-18T12:39:20Z,4009101693,141,8.9,4009101689,56,Right,4009101695,212,7.3,4039049383,178,,4009101691,140,94.2,4009101697,213,4.5,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316201,269,1,1,31,41,aekjg4wbxaixtwu4aicmiju92,0,94.2,8.9,2023-02-03T15:32:30.971Z,2023-02-18T12:39:23Z,4009101725,141,95.3,4018943703,20,,4009101731,1,,4009101723,140,74.7,4039049571,178,,4009101729,213,1.9,4009101727,212,62.2,4009101721,56,Left,zdrtch0slexakz6exy86cid,Tello,4009101717,2,,4018943701,224,4009101719,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316203,273,49,1,31,47,57jcqe38hakh2hfit2zsogsb,1,26.7,3.4,2023-02-03T15:32:37.352Z,2023-02-18T12:39:41Z,,,,,,,,,,,,,,,,,,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316211,274,1,1,31,47,57jcqe38hakh2hfit2zsogsb,0,27.6,3.7,2023-02-03T15:32:37.389Z,2023-02-18T12:39:44Z,4009101759,212,43.3,4009101755,140,66.5,4009101761,213,0.3,4009101757,141,24.8,4009101751,155,,4039050491,178,,4009101753,56,Center,4009101763,1,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316213,270,61,1,31,49,aekjg4wbxaixtwu4aicmiju92,0,37.5,79.1,2023-02-03T15:32:39.633Z,2023-02-18T12:39:53Z,4039050943,21,,4039050945,178,,4009101765,56,Back,,,,,,,,,,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316217,275,1,1,31,53,57jcqe38hakh2hfit2zsogsb,1,42.2,6.2,2023-02-03T15:32:43.657Z,2023-02-18T12:39:59Z,4009101793,141,15.8,4009101789,56,Back,4009101795,212,9.8,4039051229,178,,4009101791,140,35.2,4009101797,213,2.4,,,,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316219,276,1,1,31,55,57jcqe38hakh2hfit2zsogsb,0,35.2,15.8,2023-02-03T15:32:45.182Z,2023-02-18T12:40:03Z,4009101811,213,0.0,4009101803,56,Right,4009101801,155,,4009101807,141,16.8,4039051429,178,,4009101805,140,60.3,4009101809,212,26.4,,,,rbhqo1mjhl4j1enpfpbehlgp,Abdullah Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503318543,405,1,1,31,56,aekjg4wbxaixtwu4aicmiju92,0,38.7,86.6,2023-02-03T15:32:46.684Z,2023-02-18T12:40:19Z,4009115453,56,Back,4039052225,178,,4009115461,213,0.5,4009115457,141,87.4,4009115451,3,,4009115459,212,1.2,4009115455,140,39.7,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316227,277,61,1,31,56,57jcqe38hakh2hfit2zsogsb,1,60.1,17.1,2023-02-03T15:32:46.720Z,2023-02-18T12:40:26Z,4039052457,15,,4039052459,178,,4009101833,56,Right,,,,,,,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316221,271,49,1,31,58,aekjg4wbxaixtwu4aicmiju92,1,42.8,90.8,2023-02-03T15:32:48.309Z,2023-02-18T12:40:29Z,,,,,,,,,,,,,,,,,,,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316225,272,1,1,31,58,aekjg4wbxaixtwu4aicmiju92,1,42.8,90.8,2023-02-03T15:32:48.363Z,2023-02-18T12:40:32Z,4009101827,212,5.2,4009101821,56,Back,4009101825,141,83.3,4009101829,213,4.9,4009101823,140,43.6,4039052809,178,,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316233,273,1,1,32,0,aekjg4wbxaixtwu4aicmiju92,1,43.6,81.7,2023-02-03T15:32:49.759Z,2023-02-18T12:40:36Z,4009101873,140,64.6,4039052995,178,,4009101879,213,0.4,4009101875,141,97.2,4009101871,56,Left,4009101877,212,24.4,4009101869,155,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316235,274,4,1,32,4,aekjg4wbxaixtwu4aicmiju92,1,68.1,95.3,2023-02-03T15:32:53.751Z,2023-02-18T12:40:46Z,4009101891,286,,4009101883,13,,4009101917,233,278,4009101889,152,,4009101885,295,,4009101887,56,Left,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503316239,278,4,1,32,4,57jcqe38hakh2hfit2zsogsb,0,31.9,4.7,2023-02-03T15:32:53.752Z,2023-02-18T12:40:45Z,4009101915,285,,4039053403,178,,4009101911,56,Back,4009101921,233,274,4009101907,13,,4009101913,152,,4009101909,295,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
