id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/11/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2524414577,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-25T14:15:00.314Z,2023-03-25T15:05:45Z,4122736075,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4122736077,59,"1, 2, 3, 28, 5, 6, 7, 10, 18, 29, 27, 15, 16, 22, 26, 31, 35, 38",4122736073,30,"1sw0ywyl0cgn97mu65tnzv0t1, f5zei3x0mg1i5q3soziuy579, 5bkjye9thnohmdgzwsrsy1n9, 7pia2vfewavgyc8d7pvgr7owl, dbvkpe7bc9clualadtx9rf1uc, 4uywqjm0i2ik5cwhulbmzxi39, bbrx2s4fcp7uplly4hpbt3xed, 93kxb8ch3auv9li22mh1aidey, 99uiqjteov3qby19bs8kozill, cxfq8o3k68x1acwci3wx812w9, dez3rm7q89xk157fwnc3tgqcq, 8fg00qug3asta7227xti3tskp, datykfu6jdjc3jlmi3flv7dud, 40wbrqny2ekenyy37ver8dyol, 7fvj3ev8ov0cnalck9x48z3kl, ein4ztrsuiclfbe9p066lmyok, ei0u7w8capvepbm7g08bh6dck, 5knn6bkjba6eh0torsnwrkl0q",4122736083,194,5bkjye9thnohmdgzwsrsy1n9,4122736081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4122736085,197,16167,4122736087,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122736079,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524414599,1,34,16,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-03-25T14:15:02.145Z,2023-03-25T14:15:02Z,4122736233,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122736231,197,4825,4122736229,194,egr5n9jynbg3llc2tn2g5ncnp,4122736219,30,"4s0yf91l8xqodeuv473hmp5ka, 9z75i0zrgtuumyixz8dl9ysbt, 56g3fffeygobuei72gnkm9a09, egr5n9jynbg3llc2tn2g5ncnp, 2r6gxw9yjxvaplv70ftq7wout, 8xxeuttt1yy26qf8w73bqua51, effzy3ttltffcz92a3ro4woa, 6a08s0d0sgt7iw37spmo4bro5, ebsl5dh99nsoun0lksywr31n8, ald5oocxwh4pip8fw6v3ym8h6, 4hgji0bnqpsqezk5ctxq3ggh6, cvxq0jdcg97tafit6s7s447v9, 1f8911tjafl7cun4lxydhpp7t, evb6gpvuutmnisv9d12gs0xcl, 2g6lf0qaig1tg1ed59e4722y2, 91alifyhplzo2de1tooerpgfe, 2vw0m5bib6bnr5n1hsxkxe904, 68jyn13uu405w4npr317v5las",4122736223,59,"31, 28, 2, 4, 24, 6, 10, 21, 33, 17, 43, 8, 15, 19, 30, 32, 35, 48",4122736221,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4122736225,130,4,4122736227,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427421,2,32,1,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-03-25T15:03:28.698Z,2023-03-27T07:50:23Z,4122800691,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427441,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-25T15:03:28.698Z,2023-03-25T15:03:31Z,4122800753,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427445,3,1,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,50.3,50.5,2023-03-25T15:03:28.715Z,2023-03-27T20:57:43Z,4122800813,213,2.9,4122800805,141,56.1,4122800801,56,Back,4122800803,140,34.8,4129819109,178,,4122800815,279,S,4122800809,212,16.7,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427519,4,1,1,0,3,jv3jh5m5t7qy5t37vwwmnj16,1,35.1,63.9,2023-03-25T15:03:32.195Z,2023-03-27T08:52:51Z,4122801181,1,,4122801179,213,5.5,4129822485,178,,4122801177,212,54.4,4122801175,141,6.8,4122801169,155,,4122801173,140,71.4,4122801171,56,Right,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427527,5,1,1,0,6,jv3jh5m5t7qy5t37vwwmnj16,0,71.4,6.8,2023-03-25T15:03:34.994Z,2023-03-27T08:53:20Z,4122801237,213,0,4122801235,212,5.6,4129829575,178,,4122801229,56,Right,4122801233,141,6.8,4122801231,140,76.7,4122801227,3,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427577,3,1,1,0,7,2ezfenuwk3y65p8jdbj55xqt0,0,18,92.3,2023-03-25T15:03:36.500Z,2023-03-27T08:53:26Z,4122801553,1,,4122801551,213,0.4,4122801549,212,18.4,4129831465,178,,4122801547,141,100.0,4122801545,140,34.4,4122801543,56,Back,4122801541,157,,56g3fffeygobuei72gnkm9a09,S. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427579,4,5,1,0,10,2ezfenuwk3y65p8jdbj55xqt0,0,34,101.9,2023-03-25T15:03:38.755Z,2023-03-27T08:53:30Z,4122802031,233,6,4122801557,347,,4122801555,56,Back,,,,,,,,,,,,,,,,56g3fffeygobuei72gnkm9a09,S. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427663,6,5,1,0,10,jv3jh5m5t7qy5t37vwwmnj16,1,66,-1.9,2023-03-25T15:03:38.755Z,2023-03-27T08:53:30Z,4122801995,56,Right,4122802011,233,4,4122801997,347,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427677,7,1,1,0,17,jv3jh5m5t7qy5t37vwwmnj16,1,66.6,0,2023-03-25T15:03:45.914Z,2023-03-27T08:53:40Z,4122802083,213,2.0,4122802081,212,7.2,4122802079,141,7.9,4122802077,140,63.7,4122802073,56,Right,4122802071,107,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427693,8,1,1,0,18,jv3jh5m5t7qy5t37vwwmnj16,1,63.7,7.9,2023-03-25T15:03:46.845Z,2023-03-27T08:53:53Z,4129835967,178,,4122802147,212,3.2,4122802145,141,4.3,4122802141,56,Right,4122802143,140,65.7,4122802149,213,5.4,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427725,9,1,1,0,19,jv3jh5m5t7qy5t37vwwmnj16,1,65.7,4.3,2023-03-25T15:03:47.817Z,2023-03-27T08:53:59Z,4122802289,141,11.3,4122802293,213,0.8,4122802291,212,6.4,4122802285,56,Right,4129836879,178,,4122802287,140,69.8,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427737,10,1,1,0,20,jv3jh5m5t7qy5t37vwwmnj16,0,69.7,11.9,2023-03-25T15:03:49.207Z,2023-03-27T08:54:11Z,4122802351,213,6.1,4122802335,155,,4122802349,212,3.4,4122802347,141,10.9,4122802339,56,Right,4122802343,140,72.9,4129839203,178,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427749,5,61,1,0,20,2ezfenuwk3y65p8jdbj55xqt0,1,21.3,80.9,2023-03-25T15:03:49.575Z,2023-03-27T08:54:28Z,4129842669,178,,4129842667,15,,4122802413,56,Back,,,,,,,,,,,,,,,,56g3fffeygobuei72gnkm9a09,S. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427769,11,1,1,0,22,jv3jh5m5t7qy5t37vwwmnj16,1,72.5,25.2,2023-03-25T15:03:50.976Z,2023-03-27T08:54:38Z,4122802539,212,11.5,4122802541,213,2.0,4129844515,178,,4122802533,56,Center,4122802537,141,40.7,4122802535,140,68.2,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427807,12,1,1,0,24,jv3jh5m5t7qy5t37vwwmnj16,1,67.3,42.5,2023-03-25T15:03:52.995Z,2023-03-27T08:54:44Z,4122802725,141,91.5,4122802727,212,33.3,4122802721,56,Left,4122802723,140,68.3,4122802731,1,,4122802729,213,1.5,4129845609,178,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427825,13,1,1,0,26,jv3jh5m5t7qy5t37vwwmnj16,1,67.9,94.4,2023-03-25T15:03:55.645Z,2023-03-27T08:54:54Z,4129847379,178,,4122802829,213,0.1,4122802827,212,8.7,4122802825,141,95.3,4122802823,140,76.2,4122802821,56,Left,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427843,14,1,1,0,29,jv3jh5m5t7qy5t37vwwmnj16,1,75.9,95.6,2023-03-25T15:03:57.902Z,2023-03-27T08:55:00Z,4122802941,212,9.1,4122802945,213,3.0,4122802937,141,98.0,4122802935,140,67.4,4129848049,178,,4122802933,56,Left,,,,,,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427869,15,1,1,0,31,jv3jh5m5t7qy5t37vwwmnj16,1,68.5,94.8,2023-03-25T15:04:00.344Z,2023-03-27T08:55:06Z,4129848861,178,,4122803077,56,Left,4122803085,213,3.9,4122803079,140,65.2,4122803081,141,90.3,4122803083,212,4.6,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427905,16,1,1,0,32,jv3jh5m5t7qy5t37vwwmnj16,0,64.8,92.1,2023-03-25T15:04:01.022Z,2023-03-27T08:55:18Z,4122803275,140,89.2,4122803277,141,94.1,4122803271,155,,4122803273,56,Left,4122803281,213,0.1,4129851515,178,,4122803279,212,25.7,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427917,6,12,1,0,34,2ezfenuwk3y65p8jdbj55xqt0,1,12.2,8.5,2023-03-25T15:04:03.685Z,2023-03-27T08:55:23Z,4122803367,56,Back,4122803385,167,,4129852527,178,,4122803375,213,5.0,4122803371,141,0.0,4122803373,212,7.4,4122803369,140,14.0,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427919,7,5,1,0,35,2ezfenuwk3y65p8jdbj55xqt0,0,13.2,-1.6,2023-03-25T15:04:04.302Z,2023-03-27T08:55:38Z,4122803379,347,,4122804555,233,17,4122803377,56,Back,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428137,17,5,1,0,35,jv3jh5m5t7qy5t37vwwmnj16,1,86.8,101.6,2023-03-25T15:04:04.302Z,2023-03-27T08:55:37Z,4122804525,56,Left,4122804529,347,,4122804551,233,7,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428161,18,1,1,0,52,jv3jh5m5t7qy5t37vwwmnj16,1,80,100,2023-03-25T15:04:21.356Z,2023-03-27T08:55:46Z,4122804693,212,11.6,4122804691,141,86.6,4122804697,213,5.2,4122804681,107,,4122804683,56,Left,4122804687,140,85.4,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428185,19,1,1,0,54,jv3jh5m5t7qy5t37vwwmnj16,1,82.1,88.7,2023-03-25T15:04:23.128Z,2023-03-27T08:55:53Z,4122804819,141,95.9,4129859541,178,,4122804817,140,79.9,4122804821,212,5.4,4122804823,213,2.0,4122804815,56,Left,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428199,20,1,1,0,55,jv3jh5m5t7qy5t37vwwmnj16,0,79.6,96.2,2023-03-25T15:04:24.356Z,2023-03-27T08:56:00Z,4122804901,141,83.6,4122804903,212,8.7,4122804897,56,Left,4122804895,155,,4122804905,213,4.9,4122804899,140,80.8,4129861769,178,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428213,8,61,1,0,55,2ezfenuwk3y65p8jdbj55xqt0,1,15.7,11.9,2023-03-25T15:04:24.609Z,2023-03-27T08:56:08Z,4129863283,21,,4122804991,56,Back,4129863285,178,,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428231,9,5,1,0,57,2ezfenuwk3y65p8jdbj55xqt0,0,16.2,-1,2023-03-25T15:04:26.085Z,2023-03-27T08:56:12Z,4122805055,347,,4122805051,56,Back,4122805519,233,21,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428313,21,5,1,0,57,jv3jh5m5t7qy5t37vwwmnj16,1,83.8,101,2023-03-25T15:04:26.085Z,2023-03-27T08:56:12Z,4122805515,233,9,4122805487,347,,4122805483,56,Left,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428333,22,1,1,1,4,jv3jh5m5t7qy5t37vwwmnj16,1,81.2,100,2023-03-25T15:04:33.408Z,2023-03-27T08:56:21Z,4122805613,212,10.7,4122805611,141,96.8,4122805607,140,90.8,4122805599,107,,4122805615,213,5.9,4122805603,56,Left,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428347,23,1,1,1,6,jv3jh5m5t7qy5t37vwwmnj16,1,92.6,96.9,2023-03-25T15:04:35.240Z,2023-03-27T08:56:30Z,4122805677,56,Left,4129865033,178,,4122805679,140,86.4,4122805685,213,3.1,4122805683,212,6.5,4122805681,141,96.9,,,,,,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428411,24,1,1,1,7,jv3jh5m5t7qy5t37vwwmnj16,1,86.4,96.9,2023-03-25T15:04:36.138Z,2023-03-27T08:56:44Z,4122806053,213,4.9,4122806613,154,,4122806047,140,91.3,4122806045,56,Center,4124876425,224,,4122806041,2,,4124876427,72,,4122806051,212,34.2,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,1,4122806049,141,47.2,4122806055,1,4122806611,210,13,4122806043,155,4129866057,178,,,,,,,,,,,,,,,,,,,,,
2524428417,25,13,1,1,9,jv3jh5m5t7qy5t37vwwmnj16,1,92.3,46,2023-03-25T15:04:38.447Z,2023-03-27T08:56:45Z,4122806659,102,56.8,4122806327,15,,4122806653,154,,4122806661,103,15.3,4122806099,56,Center,4129867553,388,,4122806665,231,48.7,4122806097,17,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,4122806095,22,,4122806663,230,4122806331,328,,4122806651,29,4122806649,83,99.1,4122806655,55,24,,,,,,,,,,,,,,,,,
2524428409,10,5,1,1,10,2ezfenuwk3y65p8jdbj55xqt0,1,-1,43.5,2023-03-25T15:04:39.407Z,2023-03-27T08:56:54Z,4122806031,346,,4122806029,56,Back,4122806187,233,26,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428429,26,5,1,1,10,jv3jh5m5t7qy5t37vwwmnj16,0,101,56.5,2023-03-25T15:04:39.407Z,2023-03-27T08:56:54Z,4122806165,346,,4122806163,56,Center,4122806195,233,10,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428805,11,1,1,1,41,2ezfenuwk3y65p8jdbj55xqt0,0,4.6,45.5,2023-03-25T15:05:10.562Z,2023-03-27T08:57:02Z,4122808305,212,59.1,4122808313,74,,4122808307,213,5.8,4122808301,140,55.4,4122808303,141,8.2,4122808299,56,Right,4122808297,124,,4122808309,1,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428791,27,44,1,1,45,jv3jh5m5t7qy5t37vwwmnj16,1,43.4,89.2,2023-03-25T15:05:14.131Z,2023-03-27T10:13:32Z,4122808357,233,12,4122808197,285,,4122808195,56,Back,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428813,12,44,1,1,45,2ezfenuwk3y65p8jdbj55xqt0,0,56.6,10.8,2023-03-25T15:05:14.132Z,2023-03-27T08:57:08Z,4122808383,233,27,4122808331,56,Right,4122808333,286,,,,,,,,,,,,,,,,,ebsl5dh99nsoun0lksywr31n8,M. Leaburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428807,28,1,1,1,45,jv3jh5m5t7qy5t37vwwmnj16,0,42.3,86.6,2023-03-25T15:05:14.183Z,2023-03-27T10:13:32Z,4129874007,388,,4122808325,213,0.3,4122808315,3,,4122808321,141,92.6,4122808323,212,15.2,4122808317,56,Left,4122808319,140,56.2,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428835,13,49,1,1,47,2ezfenuwk3y65p8jdbj55xqt0,1,40.4,7.3,2023-03-25T15:05:16.231Z,2023-03-27T08:57:38Z,,,,,,,,,,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428857,14,1,1,1,47,2ezfenuwk3y65p8jdbj55xqt0,1,40.4,7.3,2023-03-25T15:05:16.319Z,2023-03-27T08:57:45Z,4122808559,212,18.0,4122808561,213,6.2,4122808553,56,Right,4122808555,140,57.5,4122808557,141,4.7,4129876527,178,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428893,15,1,1,1,49,2ezfenuwk3y65p8jdbj55xqt0,1,57.5,4.9,2023-03-25T15:05:17.714Z,2023-03-27T08:57:52Z,4122808733,56,Right,4122808753,213,3.4,4122808749,212,6.1,4122808739,140,51.8,4129878229,178,,4122808743,141,2.9,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428907,16,1,1,1,49,2ezfenuwk3y65p8jdbj55xqt0,0,51.8,2.9,2023-03-25T15:05:18.490Z,2023-03-27T08:58:02Z,4122808817,141,13.5,4122808823,213,0.9,4122808821,212,9.4,4122808815,140,57.6,4129880747,178,,4122810079,3,,4122808813,56,Right,,,,effzy3ttltffcz92a3ro4woa,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428909,29,1,1,1,51,jv3jh5m5t7qy5t37vwwmnj16,1,42,84.7,2023-03-25T15:05:20.371Z,2023-03-27T08:58:08Z,4129881989,178,,4122808827,140,32.8,4122808825,56,Back,4122808829,141,92.0,4122808833,213,2.7,4122808831,212,10.9,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428911,30,49,1,1,53,jv3jh5m5t7qy5t37vwwmnj16,1,31.8,91.7,2023-03-25T15:05:21.734Z,2023-03-27T08:58:13Z,,,,,,,,,,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428927,31,1,1,1,53,jv3jh5m5t7qy5t37vwwmnj16,0,31.8,91.7,2023-03-25T15:05:21.949Z,2023-03-27T08:58:20Z,4122808913,140,63.2,4122808911,56,Left,4122808925,1,,4122808915,141,85.4,4122808917,212,33.2,4122808921,213,6.2,4129884317,178,,4122808909,157,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428963,17,49,1,1,54,2ezfenuwk3y65p8jdbj55xqt0,1,33,20.4,2023-03-25T15:05:23.414Z,2023-03-27T08:58:33Z,,,,,,,,,,,,,,,,,,,,,,,,,2r6gxw9yjxvaplv70ftq7wout,R. Inniss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
