id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/15/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2533582435,1,34,16,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-15T13:14:35.519Z,2023-04-15T13:52:22Z,4190035873,130,12,4190035875,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4190035869,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4190035877,194,49ca952ot1c3ytut2s281ds6h,4190035867,30,"eirc5i9gcpe0ap6gntxoomcix, 4nm1tx8buxym4bf9f2pti2fhl, i1bzoqwi1u382l4yx3n864x6, dwrnys3htjlb3asfou6425g16, 49ca952ot1c3ytut2s281ds6h, 5raent8a0bdt01n7769n3dw16, cruhiz25b3bbd4unocpu9bvf9, 1iy0goeaf5btyw09tr2ywbe8l, 1r9aj50371x6f0xf7mmvldz9x, ddjh4t18kk75bz9sgga2g2f3d, canpue729cozt0cw6a1dpi7ai, 9gfxdw176mc8yn7dowedmvtgp, 4nph9aqyr2kz1gmdh7v9n3w89, 7fwprbpdcdb7qcgaoe2humwo9, d25ilw75uqbnk15v383e1kxrd, c3nbdw1440h1uwwmixrjxwclx, 32crcj18u4qnf8f07fbsopvpx, acvgu9prqaeucmvi9fx070i22",4190035871,59,"1, 2, 26, 5, 6, 12, 30, 8, 9, 31, 48, 3, 10, 16, 24, 40, 44, 47",4190035879,197,16932,4190035881,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533585887,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-04-15T13:17:51.735Z,2023-04-15T13:28:19Z,4190055517,30,"dgcocw72ey734nwc3omi02sid, bn65q0jh5fmyit8g8y4k9wsq2, 5j1eftktnca9eso1vvhu2hf55, cwimbfv671qph6cxdcl32elzp, 3dy32ujo7srhl6rq7vb9e97xm, 9e0t58fp461sn2pele7we3fu1, cqgg8fu39fn7k9blog2zjpk2x, 67xd8llko9zszuwg63ffopje2, 1oxfxpbvol3526lbe42wxxze2, a90bv7xfjlfi8s3kvbpyjvn8q, 41ntkkxxtjznfdz7966j64161, 3x8j3d4oygoxsu75ipz0idt6, 7itkpbbwwshyu3z35922nlzis, 2hwlmul5bz8qcxt75954ujiz9, as885sgoqhqie6xuony3pqrfu, 4luphb29oi2p9ftkag6xb69jp, 43knl3z17afypz27sz4qzkxnu, 829ig7aac7nm8a7nb78jsf9at",4190055529,197,16115,4190055521,59,"31, 22, 12, 4, 5, 23, 17, 27, 30, 48, 11, 3, 13, 15, 20, 21, 25, 29",4190055531,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190055523,130,2,4190055525,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4190055519,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4190055527,194,cwimbfv671qph6cxdcl32elzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626487,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-04-15T13:59:40.085Z,2023-04-18T00:17:14Z,4190261259,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626481,2,32,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-15T13:59:40.085Z,2023-04-15T13:59:40Z,4190261249,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626517,3,1,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,50.1,49.9,2023-04-15T13:59:40.105Z,2023-04-18T01:07:15Z,4190261391,56,Back,4190261399,213,2.4,4190261401,279,S,4190261393,140,42.6,4199337185,178,,4190261395,141,60.6,4190261397,212,10.7,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626541,4,1,1,0,1,9db4t34qy4owglhvvgwf5l22i,1,41,57.7,2023-04-15T13:59:41.691Z,2023-04-18T01:07:18Z,4190261545,140,36.0,4190261541,56,Back,4190261557,213,3.8,4190261549,141,52.2,4199337251,178,,4190261553,212,6.4,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626569,5,1,1,0,3,9db4t34qy4owglhvvgwf5l22i,0,32.3,54,2023-04-15T13:59:43.533Z,2023-04-18T01:07:21Z,4190261691,140,32.9,4190261689,56,Back,4190261693,141,52.4,4190261687,155,,4190261697,213,5.2,4199337355,178,,4190261695,212,1.3,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626623,4,61,1,0,3,17zuelixesst1z59fwcix2dil,1,55.6,47.3,2023-04-15T13:59:43.534Z,2023-04-18T01:07:24Z,4190261867,56,Center,4199337461,178,,,,,,,,,,,,,,,,,,,,1oxfxpbvol3526lbe42wxxze2,T. Omotoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626621,3,5,1,0,6,17zuelixesst1z59fwcix2dil,0,20.4,101.6,2023-04-15T13:59:46.554Z,2023-04-18T01:07:48Z,4190261863,56,Back,4190261865,347,,4190261873,233,6,,,,,,,,,,,,,,,,1oxfxpbvol3526lbe42wxxze2,T. Omotoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626571,6,5,1,0,6,9db4t34qy4owglhvvgwf5l22i,1,79.6,-1.6,2023-04-15T13:59:46.554Z,2023-04-18T01:07:49Z,4190261893,233,3,4190261703,347,,4190261701,56,Right,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626805,7,1,1,0,25,9db4t34qy4owglhvvgwf5l22i,1,78.5,0,2023-04-15T14:00:05.155Z,2023-04-18T01:07:51Z,4190262763,212,27.6,4190262759,140,75.0,4190262767,1,,4190262765,213,1.7,4190262761,141,38.5,4190262757,56,Center,4190262755,107,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626825,8,1,1,0,27,9db4t34qy4owglhvvgwf5l22i,0,74.1,34,2023-04-15T14:00:07.296Z,2023-04-18T01:08:02Z,4190262881,212,17.5,4199338559,388,,4190262865,3,,4190262869,56,Center,4190262877,141,52.4,4190262885,213,0.8,4190262873,140,85.7,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626809,5,52,1,0,29,17zuelixesst1z59fwcix2dil,1,5.4,54.6,2023-04-15T14:00:09.087Z,2023-04-18T01:08:05Z,4199338611,178,,4198243687,377,,,,,,,,,,,,,,,,,,,,dgcocw72ey734nwc3omi02sid,R. Doohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626901,6,1,1,0,30,17zuelixesst1z59fwcix2dil,1,14.1,52.8,2023-04-15T14:00:10.973Z,2023-04-18T01:08:07Z,4190263261,213,5.7,4190271817,287,,4190263255,140,54.6,4190271291,123,,4199338697,178,,4190263253,56,Right,4190263257,141,10.8,4190263259,212,51.2,dgcocw72ey734nwc3omi02sid,R. Doohan,4190263263,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626911,7,61,1,0,33,17zuelixesst1z59fwcix2dil,0,57.6,10.2,2023-04-15T14:00:13.880Z,2023-04-18T01:08:21Z,4190263309,56,Right,4199338977,178,,,,,,,,,,,,,,,,,,,,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535361615,805,67,1,0,36,9db4t34qy4owglhvvgwf5l22i,1,32.6,91.8,2023-04-15T14:00:16.265Z,2023-04-18T05:53:43Z,4199477811,233,958,,,,,,,,,,,,,,,,,,,,,,i1bzoqwi1u382l4yx3n864x6,Z. Larkeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535361611,958,67,1,0,36,17zuelixesst1z59fwcix2dil,0,67.4,8.2,2023-04-15T14:00:16.266Z,2023-04-18T04:51:35Z,4199477823,233,805,,,,,,,,,,,,,,,,,,,,,,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626941,9,12,1,0,36,9db4t34qy4owglhvvgwf5l22i,1,33.2,96.9,2023-04-15T14:00:16.337Z,2023-04-18T05:53:44Z,4190263469,212,3.4,4190263467,141,100.0,4190263465,140,34.6,4190263503,167,,4199339409,178,,4190263471,213,1.1,4190263463,56,Back,,,,i1bzoqwi1u382l4yx3n864x6,Z. Larkeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627115,8,5,1,0,37,17zuelixesst1z59fwcix2dil,1,64.5,-1.5,2023-04-15T14:00:17.101Z,2023-04-18T01:08:59Z,4190264269,56,Right,4190264271,347,,4190264301,233,10,,,,,,,,,,,,,,,,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626947,10,5,1,0,37,9db4t34qy4owglhvvgwf5l22i,0,35.5,101.5,2023-04-15T14:00:17.101Z,2023-04-18T01:08:59Z,4190263491,56,Back,4190263493,347,,4190264319,233,8,,,,,,,,,,,,,,,,i1bzoqwi1u382l4yx3n864x6,Z. Larkeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627159,9,1,1,0,45,17zuelixesst1z59fwcix2dil,1,63.2,0,2023-04-15T14:00:25.645Z,2023-04-18T01:09:10Z,4190264439,141,8.0,4190264441,212,23.9,4190264435,56,Back,4190264445,1,,4190264437,140,41.2,4190264443,213,2.9,4190264433,107,,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
