id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2509081961,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-02-18T14:15:09.933Z,2023-02-18T14:53:58Z,4039405611,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4039405617,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039405607,59,"1, 17, 6, 16, 20, 34, 15, 8, 9, 29, 18, 10, 11, 19, 21, 23, 24, 28",4039405609,130,8,4039405613,194,cn988bjn09tb806b05wgp7ys5,4039405615,197,16276,4039405605,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4039405603,30,"21hyrpedxxu2ilkspxq4uril1, 9ovnysf6fd2ophwdyfznztsk5, 541yhibvfn0fv2izdfudm7651, dlfoufhh8dc14s10vnbjrfvmd, cn988bjn09tb806b05wgp7ys5, 9kacd96xriqrc23e0a8vzov3e, eswokn90i34kdbfvax0y7365l, f4l762ob8j0izfocnmofytcyd, 6d9maq3oecwobp2t2220vf4r9, a70y8ayeh05hzo5yc8gotsbh0, 2iy84h1v8wt8l6prv701uohk9, 41cihaqh4lxje5nx17g0rbgt1, 6m5uypsr6dj6l74khrez38355, 33h8s55zcj0j535g2dyz9tnqi, c23tcl4dl40wu4i8vntbv0tm1, 3zmb22ct3lkf04kbpuxr22hud, dgl4fbdrmolqgg0xzejl7ve8l, 5ykgwunfc9pg5iq8h5cihg3xl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509082153,1,34,16,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-02-18T14:15:21.713Z,2023-02-18T14:27:09Z,4039406713,59,"1, 2, 24, 15, 5, 22, 12, 10, 9, 27, 11, 3, 7, 19, 21, 29",4039406721,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",4039406727,197,4637,4039406709,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5",4039406731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039406707,30,"9tlowuu89l3fnv5iowela1ca2, 5mx96hmn7ophhuvmybmf1esid, 1y7e8a23pc4xlc6ori1o1b8tm, dwp8bqc4rdleti92n0s6q9rdh, e9zi7fb2t4akk1pzjpuhe4bf9, 94pt7ikxi5cdjhbqf7vi9xg4p, cz9jf3ozld7o0hns2xmn54b56, 2sqsqi4h0d982a171bfuqnd91, 4db9vewyt9kiqtqd5e0rloodm, 6dhwu4p5uu6oiada4q13g5tk9, 33eqc4ye34v5r0ix9cqg9fo4p, 91mshvbc4rk9cf0chhgukakiy, dz4jeb7rhr5jt3grs4evbs5bd, 4wzaq9gqohygfo22tjibldfjd, 6g8w8yuvkuayxcegsvzcjmmzt, 8mxu20zdh9wrguq79ib8y5m21",4039406717,130,13,4039406725,194,5mx96hmn7ophhuvmybmf1esid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121329,2,32,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-02-18T15:00:25.331Z,2023-02-20T18:08:15Z,4039612675,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121315,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-02-18T15:00:25.331Z,2023-02-18T15:00:25Z,4039612629,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121373,3,1,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,49.9,49.9,2023-02-18T15:00:25.421Z,2023-02-21T06:56:34Z,4039612839,140,31.2,4039612837,56,Back,4039612843,212,20.0,4039612845,213,3.0,4047209809,178,,4039612841,141,55.4,4039612847,279,S,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121425,4,1,1,0,2,80jtkz2echk6yyyb9e2595cxr,1,36.1,57.5,2023-02-18T15:00:27.904Z,2023-02-21T06:56:46Z,4039613089,140,77.4,4039613097,1,,4039613091,141,96.2,4039613087,56,Left,4047209965,178,,4039613095,213,0.5,4039613093,212,50.7,4039613085,155,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121433,5,50,1,0,5,80jtkz2echk6yyyb9e2595cxr,1,79.2,93.2,2023-02-18T15:00:31.270Z,2023-02-21T06:57:39Z,4039613113,56,Left,4039613115,286,,4039613371,233,3,,,,,,,,,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121469,3,7,1,0,7,b3vbyitzi3nrw9ehj1eoko219,1,20.8,6.8,2023-02-18T15:00:32.493Z,2023-02-21T06:57:46Z,4046071383,385,,4039613287,167,,4039613291,285,,4039613343,233,5,4039613289,56,Back,4047210779,178,,,,,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121479,4,5,1,0,7,b3vbyitzi3nrw9ehj1eoko219,0,21.1,-1.8,2023-02-18T15:00:33.290Z,2023-02-21T06:57:52Z,4039614395,233,6,4039613325,56,Back,4039613327,347,,,,,,,,,,,,,,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121697,6,5,1,0,7,80jtkz2echk6yyyb9e2595cxr,1,78.9,101.8,2023-02-18T15:00:33.290Z,2023-02-21T06:57:52Z,4039614333,233,4,4039614291,56,Left,4039614293,347,,,,,,,,,,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
