id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,assist,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2521489733,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-03-18T14:00:04.834Z,2023-03-18T15:16:43Z,4105019245,30,"71rob1lsnmdviy1siakkzpqdx, 3fhoof7n4sjaizvotcmypb9at, 7wzwqegxhekjwq361dd2nidp1, 8rfgwq7hbi4a3imda845vdyvp, 2unorlgh6lxy19g0pgydg65ed, 2nz313c0ot91untg011l3pc6h, 8kw1y8mzxtwl4fv8qkc8hoc7p, 5hu4oy1jz8k1c3ajuiueoo2ga, 5wa8lzp50ccfhxg3j4f65gt79, 6psklvi66inwws7buzf16yjft, 50y6nq2eok9lnmldevkamkkwl, csinkvzxcphggdjeflmo173zd, 9rm3r46uzxlmuqnp0jo4danhm, 4pyehox7p3z64c4l3k8yoyfv9, 29f3jvukalzylzr19t9phgxgq, 5pbnl8ssfcrxf9lfg1pl3vxzp, 3trkre1c81pzretsjsi8jk6sq, 9l7ph5603tbb7xwyxpvjg22fp, 6s577yqayjceifu1e05f280yd, e83zd56y74k8uecxqyo5xw7v9",4105019255,194,8kw1y8mzxtwl4fv8qkc8hoc7p,4105019253,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105019247,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4105019251,130,4,4105019257,197,4986,4105019259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105019249,59,"1, 22, 19, 5, 15, 23, 8, 35, 9, 7, 10, 4, 12, 21, 24, 25, 27, 28, 29, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521489781,1,34,16,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-03-18T14:00:08.841Z,2023-03-18T14:00:08Z,4105019483,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105019471,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4105019477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105019469,30,"8szyip8c62bier901hmpqc7vt, 983mn5yig2f4upkq9e97hx87p, 9rfwfsz5cmckyjripqgtbc7op, 288nn7pbq5ewriiyb9o7da86h, 1zumt9vkrqd8d3p3eqtwezi6t, 9r20sl10trs6903jz83hmt6nd, 6kih58n0fzlod6c792xpey57t, 4r6jcuotjs6rz8iwu20996z85, 6q6i9x4w4vcdwwmiwq8k6sixh, 8rrcscn29rs1gk8mi1pwpu92i, 9z2j13bl5yh4i1vyofautc9yi, 6clj9dk6hdeaomo6yi7vcsv6d, 7sdbx7mzjxhvofvke9mp26kbu, 4hmivvhmplqof776e9tbqg251, b275i2lg3anqae5lv9gmrzmqx, ax5fuknlz3zc3fcesya61iod1, 7xlnqr43lvc8coshx65qd5omh, e8ekkg0yayhhmmhinl0v9une, dn3llv8xjdbbndltfym5ar561, 4stnvxbf7enogqej29n3ll0d0",4105019479,194,983mn5yig2f4upkq9e97hx87p,4105019481,197,4773,4105019475,130,8,4105019473,59,"1, 2, 3, 28, 5, 39, 11, 8, 9, 7, 29, 6, 10, 19, 21, 22, 23, 24, 25, 63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557457,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-03-18T15:00:11.064Z,2023-03-18T21:50:45Z,4105369297,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557465,2,32,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-03-18T15:00:11.064Z,2023-03-18T15:00:14Z,4105369305,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557505,3,1,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,49.9,49.9,2023-03-18T15:00:11.092Z,2023-03-18T22:39:23Z,4105369457,56,Back,4105369459,140,38.9,4105369465,213,3.7,4105369463,212,13.4,4107854327,178,,4105369461,141,40.0,4105369467,279,S,,,,6q6i9x4w4vcdwwmiwq8k6sixh,P. Bamford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557561,4,1,1,0,2,48gk2hpqtsl6p9sx9kjhaydq4,1,35.3,41.5,2023-03-18T15:00:13.573Z,2023-03-18T22:39:26Z,4105369723,141,85.9,4105369725,212,30.3,4105369719,56,Back,4107854395,178,,4105369721,140,32.9,4105369727,213,1.7,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557647,5,1,1,0,5,48gk2hpqtsl6p9sx9kjhaydq4,1,33.6,81.5,2023-03-18T15:00:17.036Z,2023-03-18T22:39:29Z,4105370061,141,36.1,4107854467,178,,4105370067,212,31.2,4105370071,213,4.6,4105370059,140,29.3,4105370057,56,Back,,,,,,,9rfwfsz5cmckyjripqgtbc7op,Junior Firpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557697,6,1,1,0,9,48gk2hpqtsl6p9sx9kjhaydq4,0,30.3,30.3,2023-03-18T15:00:20.348Z,2023-03-18T22:39:32Z,4105370295,141,20.7,4105370293,140,71.9,4105370297,212,44.2,4105370291,56,Right,4105370299,213,6.1,4107854595,178,,4105370301,1,,4105370289,155,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557721,3,49,1,0,11,b9si1jn1lfxfund69e9ogcu2n,1,29.7,80.8,2023-03-18T15:00:22.520Z,2023-03-18T22:39:35Z,,,,,,,,,,,,,,,,,,,,,,,,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557821,4,1,1,0,13,b9si1jn1lfxfund69e9ogcu2n,1,32.5,78.8,2023-03-18T15:00:24.902Z,2023-03-18T22:39:40Z,4105370861,213,3.5,4107854849,178,,4105370855,140,22.2,4105370853,56,Back,4105370857,141,73.4,4105370859,212,11.4,,,,,,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557863,5,1,1,0,15,b9si1jn1lfxfund69e9ogcu2n,0,22,73.4,2023-03-18T15:00:26.237Z,2023-03-18T22:39:43Z,4107854903,178,,4105371097,155,,4105371103,141,80.5,4105371099,56,Left,4105371105,212,38.2,4105371109,1,,4105371107,213,0.1,4105371101,140,58.1,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557899,7,1,1,0,17,48gk2hpqtsl6p9sx9kjhaydq4,1,42.8,20.9,2023-03-18T15:00:28.936Z,2023-03-18T22:39:46Z,4105371319,141,21.9,4105371311,56,Center,4105371321,212,17.4,4107855013,388,,4105371309,3,,4105371315,140,59.4,4105371323,213,0.0,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557959,8,1,1,0,19,48gk2hpqtsl6p9sx9kjhaydq4,1,59.4,21.9,2023-03-18T15:00:30.237Z,2023-03-18T22:39:50Z,4105371579,3,,4107855107,178,,4105371583,140,60.4,4105371591,213,4.8,4105371587,141,5.0,4105371581,56,Right,4105371589,212,11.5,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522038713,767,67,1,0,20,48gk2hpqtsl6p9sx9kjhaydq4,1,61.4,4.5,2023-03-18T15:00:31.950Z,2023-03-19T01:45:59Z,4107949255,233,1038,,,,,,,,,,,,,,,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522038711,1038,67,1,0,20,b9si1jn1lfxfund69e9ogcu2n,0,38.6,95.5,2023-03-18T15:00:31.951Z,2023-03-19T00:31:43Z,4107949271,233,767,,,,,,,,,,,,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557971,9,1,1,0,20,48gk2hpqtsl6p9sx9kjhaydq4,0,60.2,5,2023-03-18T15:00:31.954Z,2023-03-19T01:54:56Z,4107855743,178,,4105371633,213,0.2,4105371629,212,1.9,4105371779,286,,4105371627,141,5.6,4105371773,236,,4105371623,56,Right,4105371775,233,6,983mn5yig2f4upkq9e97hx87p,L. Ayling,4105371625,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557997,6,74,1,0,20,b9si1jn1lfxfund69e9ogcu2n,1,33.8,96.5,2023-03-18T15:00:31.996Z,2023-03-18T22:40:18Z,4105371813,233,9,4105371725,285,,4105371723,56,Back,4107855833,178,,,,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558013,7,5,1,0,21,b9si1jn1lfxfund69e9ogcu2n,0,36.1,101.8,2023-03-18T15:00:32.605Z,2023-03-18T22:40:23Z,4105372119,233,10,4105371827,56,Back,4105371829,347,,,,,,,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558023,10,5,1,0,21,48gk2hpqtsl6p9sx9kjhaydq4,1,63.9,-1.8,2023-03-18T15:00:32.605Z,2023-03-18T22:40:23Z,4105371871,56,Right,4105371873,347,,4105371919,233,7,,,,,,,,,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558367,11,1,1,0,33,48gk2hpqtsl6p9sx9kjhaydq4,1,59.9,0,2023-03-18T15:00:44.449Z,2023-03-18T22:43:45Z,4105373389,141,11.6,4105373387,140,64.8,4105373391,212,10.1,4105373383,107,,4105373385,56,Right,4105373395,213,1.0,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558451,8,45,1,0,36,b9si1jn1lfxfund69e9ogcu2n,0,27.4,93.1,2023-03-18T15:00:48.009Z,2023-03-18T22:43:57Z,4105373825,233,12,4105373749,56,Back,4105373753,285,,,,,,,,,,,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558407,12,3,1,0,36,48gk2hpqtsl6p9sx9kjhaydq4,1,72.6,6.9,2023-03-18T15:00:48.009Z,2023-03-18T22:43:56Z,4106866197,465,,4105373817,233,8,4105373599,286,,4107862633,178,,4105373597,56,Right,,,,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558441,13,1,1,0,38,48gk2hpqtsl6p9sx9kjhaydq4,0,75.9,5.4,2023-03-18T15:00:49.164Z,2023-03-18T22:44:03Z,4106003827,141,5.4,4106003847,236,,4106003825,140,78.1,4105373719,56,Right,4106003831,213,0,4106003849,233,9,4106003829,212,2.3,4106003853,286,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,4107862773,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558481,9,74,1,0,38,b9si1jn1lfxfund69e9ogcu2n,1,25.4,94.9,2023-03-18T15:00:49.248Z,2023-03-18T22:44:06Z,4106003879,233,13,4107862841,178,,4105373893,56,Back,4105373895,285,,,,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558501,10,5,1,0,38,b9si1jn1lfxfund69e9ogcu2n,0,24.1,101.2,2023-03-18T15:00:49.614Z,2023-03-18T22:55:30Z,4105373965,347,,4105373963,56,Back,4105374129,233,14,,,,,,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558491,14,5,1,0,38,48gk2hpqtsl6p9sx9kjhaydq4,1,75.9,-1.2,2023-03-18T15:00:49.614Z,2023-03-18T22:55:30Z,4105374051,233,10,4105373933,56,Right,4105373935,347,,,,,,,,,,,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558685,15,1,1,0,48,48gk2hpqtsl6p9sx9kjhaydq4,1,83.2,0,2023-03-18T15:00:59.479Z,2023-03-18T22:55:37Z,4105375009,141,16.1,4105375013,213,1.0,4105375007,140,90.7,4105375011,212,14.3,4105375003,56,Right,4105374999,107,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558747,16,1,1,0,49,48gk2hpqtsl6p9sx9kjhaydq4,0,90.7,16.1,2023-03-18T15:01:00.615Z,2023-03-18T22:55:44Z,4105375353,56,Right,4107881955,388,,4105375357,141,14.4,4105375355,140,85.7,4105375361,212,5.4,4105375365,213,3.4,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522041225,1048,67,1,0,50,b9si1jn1lfxfund69e9ogcu2n,1,13.3,83.3,2023-03-18T15:01:01.491Z,2023-03-19T01:46:00Z,4107962817,233,773,,,,,,,,,,,,,,,,,,,,,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522041223,773,67,1,0,50,48gk2hpqtsl6p9sx9kjhaydq4,0,86.7,16.7,2023-03-18T15:01:01.492Z,2023-03-18T23:41:54Z,4107962845,233,1048,,,,,,,,,,,,,,,,,,,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558829,11,1,1,0,50,b9si1jn1lfxfund69e9ogcu2n,0,14.8,83.4,2023-03-18T15:01:01.531Z,2023-03-19T01:46:01Z,4105375713,157,,4105375723,212,20.7,4105375719,140,34.3,4107882143,178,,4105375725,213,6.1,4105375717,56,Back,4105375721,141,78.6,4105375727,1,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
