id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId
2476533835,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-23T17:56:29.297Z,2022-10-23T19:00:34Z,3868024483,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3868024489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3868024485,59,"30, 18, 31, 20, 3, 4, 11, 28, 9, 10, 7, 1, 5, 8, 13, 15, 22, 23, 27, 35",3868024481,30,"8h5jl1u3p8sr2pwdmyxl14416, 7c0b5fz3m1uw0fwpm051e6rfu, 5ixupu8etas04im7097qhb1ed, 7nivkfkngr374fx5totgektm1, 8jjep8bx1jpjuf8firxccc549, avk0vktquq3oum9w6dyodlz6y, 4zg62bpjlxntoruzlk4qnzumt, bfdco9clf3dwltaogfhv5v0et, b8dd5q3n5irlkcv0ekzqhzc2x, 3pz4ro9b1u6u45gs7d6apmo5x, a35r6fa79ipqqktiff3uhz6j9, 2ols4tslj83nkbztgkx9s92hh, fij46jr9fq43444gr1y8tl9l, 17q3e6g2gvlnpwnzf9d6a9eqd, tca8ra7ew1b1uny96ku0ql05, 6q793p9lurdevqmetgoke54wk, e5xxqwz0sdlwkkmp8bgs1k6w9, 4st4hurqbtyzw1tbkzuuk78fe, efcz85z2tvggsucnvivkmsxyh, bt40tdni85hiz1gtkw0b6qmfo",3868193385,197,15939,3868024487,130,8,3868024493,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3868024491,194,a35r6fa79ipqqktiff3uhz6j9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476534531,1,34,16,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-10-23T17:58:03.272Z,2022-10-23T18:54:51Z,3868028597,194,a2s2c6anax9wnlsw1s6vunl5h,3868028589,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3868028591,59,"16, 2, 12, 15, 6, 5, 27, 19, 36, 10, 17, 3, 9, 11, 14, 18, 23, 30, 31, 77",3868194899,197,17459,3868028595,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3868028587,30,"d3xdl3p9vd1c0m316oq2pblxx, adb8skc3qbvgunhzd9651lij8, 1o7se1aziz6fpes5hey7yijft, 28s6z18rcl9v8561yzu7m0voq, 3djmsd2atvq16ysmocq7twsfd, 5g5wwp5luxo1rz1kp6chvz0x6, f5j3vhj805xtkos7l538u0d7t, b0wb7gf04synxlkq7o8gvzkoa, dkve6gf309h5tglwawqx8mlzp, a2s2c6anax9wnlsw1s6vunl5h, 28x7i681wkjueanvkevew3bh1, 270djbc9lxhoupmd1djrii191, f4pqxviuwzd6a803jfx9bh4o9, 21x9ir9n7i6mt2qfuk4e891pl, 9bqv99e39z86mn7dq3wnyt90p, csvqjyuk06gzvjm408513nydx, 2axi9gr1lhuewlt06emrk44q1, 8xitc97j4scfajm8ucq7e5l91, 2xmc0gsdslrnsu6ua40kbh32t, 72m5u1rlgh6e229zpfvp7f5jp",3868028593,130,2,3868028599,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565361,2,32,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-10-23T18:45:03.826Z,2022-10-23T18:45:04Z,3868200517,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565377,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-23T18:45:03.826Z,2022-10-23T23:29:02Z,3868200579,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565425,3,1,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,49,49.7,2022-10-23T18:45:03.849Z,2022-10-23T23:36:49Z,3868200917,279,S,3868200909,140,35.7,3868200913,212,14.0,3868926635,178,,3868200907,56,Back,3868200911,141,51.9,3868200915,213,3.0,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565439,4,1,1,0,2,4t4hod56fsj7utpjdor8so5q6,1,37.7,49.7,2022-10-23T18:45:06.259Z,2022-10-24T02:12:09Z,3868200977,141,47.9,3868200975,140,44.8,3868200981,213,6.1,3868200979,212,7.6,3868200973,56,Back,3868926771,178,,,,,,,,28s6z18rcl9v8561yzu7m0voq,E. Matazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565463,5,1,1,0,3,4t4hod56fsj7utpjdor8so5q6,1,49.1,48.6,2022-10-23T18:45:06.918Z,2022-10-24T02:12:08Z,3868201097,140,45.6,3868927011,178,,3868201101,212,9.3,3868201095,56,Back,3868201099,141,61.2,3868201103,213,2.0,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565475,6,1,1,0,4,4t4hod56fsj7utpjdor8so5q6,1,52.4,57.9,2022-10-23T18:45:08.740Z,2022-10-24T02:12:08Z,3868201143,141,45.4,3868201141,140,52.7,3868201145,212,8.5,3868201147,213,4.7,3868927167,178,,3868201139,56,Center,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476708893,877,43,1,0,7,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-23T18:45:11.003Z,2022-10-24T00:02:55Z,3868962817,144,83,3868962657,399,461913,,,,,,,,,,,,,,,,,,,4zg62bpjlxntoruzlk4qnzumt,A. Ounas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476708937,880,43,1,0,7,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-23T18:45:11.003Z,2022-10-24T00:43:23Z,3868962915,399,461913,3869022781,144,83,,,,,,,,,,,,,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565489,7,1,1,0,7,4t4hod56fsj7utpjdor8so5q6,1,58.2,43.6,2022-10-23T18:45:11.012Z,2022-10-24T02:12:07Z,3868201245,213,5.2,3868201237,56,Right,3868201241,141,4.7,3868201243,212,29.3,3868201239,140,70.1,3868927241,178,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565499,8,1,1,0,10,4t4hod56fsj7utpjdor8so5q6,0,72.9,9.1,2022-10-23T18:45:14.107Z,2022-10-24T02:12:06Z,3868201305,212,31.2,3868201301,140,92.0,3868201295,2,,3868201303,141,44.2,3868201299,56,Center,3868927365,178,,3868201297,155,,3868765423,224,,adb8skc3qbvgunhzd9651lij8,Vanderson,3868201307,213,0.9,3868765425,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565515,3,12,1,0,11,be2k34rut1lz79jxenabttqlc,1,13.8,64.4,2022-10-23T18:45:15.103Z,2022-10-24T02:12:05Z,3868201387,213,0.2,3868201383,141,72.6,3868201381,140,39.0,3868201385,212,27.0,3868201379,56,Back,3868927465,178,,,,,,,,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565525,9,1,1,0,14,4t4hod56fsj7utpjdor8so5q6,1,60.7,27.4,2022-10-23T18:45:18.601Z,2022-10-24T02:12:05Z,3868201443,140,72.4,3868201449,213,5.4,3868201445,141,6.7,3868201441,56,Right,3868927675,178,,3868201447,212,18.7,3868201439,3,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476596075,310,1,1,0,16,4t4hod56fsj7utpjdor8so5q6,1,71.8,8.9,2022-10-23T18:45:20.137Z,2022-10-24T02:12:05Z,3868365509,140,55.8,3868927769,178,,3868365505,155,,3868365507,56,Right,3868365515,213,2.9,3868365511,141,13.7,3868365513,212,17.1,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565533,4,43,1,0,17,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-23T18:45:21.360Z,2022-10-23T19:32:31Z,3868201497,141,71.4,3868201503,1,0,3868201501,213,5.6,3868201499,212,18.1,3868201493,56,Back,3868367253,144,1,3868201491,157,0,3868201495,140,45.5,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565549,10,1,1,0,18,4t4hod56fsj7utpjdor8so5q6,0,57.1,27,2022-10-23T18:45:21.848Z,2022-10-24T02:12:04Z,3868201587,213,0.2,3868201575,56,Center,3868927867,388,,3868201583,141,32.1,3868201581,140,74.5,3868201585,212,18.6,3868201573,3,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565559,5,1,1,0,19,be2k34rut1lz79jxenabttqlc,0,29.1,67.3,2022-10-23T18:45:22.983Z,2022-10-24T02:12:04Z,3868201641,213,0.2,3868201637,141,71.1,3868928029,178,,3868201639,212,16.1,3868201633,56,Back,3868201635,140,44.2,3868201631,3,,,,,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565575,11,1,1,0,20,4t4hod56fsj7utpjdor8so5q6,1,56.8,32.8,2022-10-23T18:45:24.113Z,2022-10-24T02:12:04Z,3868201735,212,14.9,3868201729,140,70.2,3868201725,56,Center,3868928317,178,,3868201733,141,25.5,3868201739,213,5.9,,,,,,,28s6z18rcl9v8561yzu7m0voq,E. Matazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565585,12,1,1,0,21,4t4hod56fsj7utpjdor8so5q6,0,62.4,29.6,2022-10-23T18:45:25.132Z,2022-10-24T02:12:03Z,3868201849,233,6,3868201779,213,5.9,3868201777,212,11.1,3868201853,286,,3868201847,236,,3868928465,178,,3868201773,140,72.1,3868201771,56,Center,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,3868201775,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565593,6,74,1,0,21,be2k34rut1lz79jxenabttqlc,1,36.4,70.6,2022-10-23T18:45:25.185Z,2022-10-24T02:12:03Z,3868201803,56,Back,3868201857,233,12,3868928575,178,,3868201805,285,,,,,,,,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565643,13,1,1,0,24,4t4hod56fsj7utpjdor8so5q6,0,54.5,8.5,2022-10-23T18:45:28.182Z,2022-10-24T02:12:02Z,3868202087,140,89.3,3868928701,178,,3868202093,213,0.5,3868202091,212,41.7,3868202095,1,,3868202089,141,38.0,3868202083,155,,3868202085,56,Center,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476709225,902,67,1,0,27,be2k34rut1lz79jxenabttqlc,1,13.9,58.9,2022-10-23T18:45:31.466Z,2022-10-24T02:12:02Z,3868964411,233,698,,,,,,,,,,,,,,,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476709221,698,67,1,0,27,4t4hod56fsj7utpjdor8so5q6,0,86.1,41.1,2022-10-23T18:45:31.467Z,2022-10-24T02:12:01Z,3868964423,233,902,,,,,,,,,,,,,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565685,7,12,1,0,27,be2k34rut1lz79jxenabttqlc,1,14.7,61,2022-10-23T18:45:31.493Z,2022-10-24T02:12:01Z,3868928835,178,,3868202317,141,50.6,3868202313,56,Back,3868202319,212,12.8,3868202321,213,5.7,3868202315,140,24.9,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565681,14,44,1,0,30,4t4hod56fsj7utpjdor8so5q6,1,76.9,46.7,2022-10-23T18:45:34.030Z,2022-10-24T02:12:00Z,3868202301,286,,3868202297,56,Center,3868202369,233,8,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565689,8,44,1,0,30,be2k34rut1lz79jxenabttqlc,0,23.1,53.3,2022-10-23T18:45:34.031Z,2022-10-24T02:12:00Z,3868202341,56,Back,3868202385,233,14,3868202343,285,,,,,,,,,,,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565693,15,1,1,0,30,4t4hod56fsj7utpjdor8so5q6,0,76.9,46,2022-10-23T18:45:34.084Z,2022-10-24T02:12:00Z,3868202349,140,71.6,3868202345,3,,3868202353,212,8.3,3868202347,56,Center,3868929055,388,,3868202355,213,4.0,3868202351,141,36.9,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565703,9,49,1,0,32,be2k34rut1lz79jxenabttqlc,1,23.9,53.3,2022-10-23T18:45:36.084Z,2022-10-24T02:11:59Z,,,,,,,,,,,,,,,,,,,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565725,10,1,1,0,33,be2k34rut1lz79jxenabttqlc,0,26.2,60,2022-10-23T18:45:37.364Z,2022-10-24T02:11:58Z,3868202499,140,35.0,3868929459,178,,3868202497,56,Back,3868202503,212,9.4,3868202501,141,57.5,3868202505,213,6.1,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565749,17,49,1,0,34,4t4hod56fsj7utpjdor8so5q6,1,65.2,37.3,2022-10-23T18:45:38.523Z,2022-10-24T02:11:58Z,,,,,,,,,,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565739,16,50,1,0,35,4t4hod56fsj7utpjdor8so5q6,1,65,39.8,2022-10-23T18:45:38.949Z,2022-10-24T02:11:57Z,3868202725,233,11,3868202577,286,,3868202575,56,Center,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565759,11,7,1,0,35,be2k34rut1lz79jxenabttqlc,1,35,60.2,2022-10-23T18:45:39.214Z,2022-10-24T02:11:57Z,3868202705,233,16,3868768259,384,,3868202693,285,,3868929979,178,,3868202691,56,Back,,,,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565761,12,49,1,0,36,be2k34rut1lz79jxenabttqlc,1,31.8,61.7,2022-10-23T18:45:40.005Z,2022-10-24T02:11:57Z,,,,,,,,,,,,,,,,,,,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565781,13,1,1,0,36,be2k34rut1lz79jxenabttqlc,1,31.8,61.7,2022-10-23T18:45:40.009Z,2022-10-24T02:11:56Z,3868202777,212,7.9,3868202781,213,1.0,3868202773,141,71.4,3868930281,178,,3868202771,140,36.0,3868202767,56,Back,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565753,18,43,1,0,37,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-10-23T18:45:40.927Z,2022-10-23T18:45:43Z,3868202671,286,0,3868202669,56,Center,3868202845,144,50,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565791,14,1,1,0,37,be2k34rut1lz79jxenabttqlc,1,35.3,71.2,2022-10-23T18:45:41.365Z,2022-10-24T02:11:55Z,3868202857,212,9.0,3868930595,178,,3868202859,213,3.7,3868202853,140,28.1,3868202851,56,Back,3868202855,141,63.9,,,,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565799,15,1,1,0,38,be2k34rut1lz79jxenabttqlc,1,28.9,66.3,2022-10-23T18:45:42.478Z,2022-10-24T02:11:55Z,3868202925,212,17.3,3868202921,140,19.0,3868202919,56,Back,3868202923,141,86.6,3868930791,178,,3868202927,213,2.2,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565833,16,1,1,0,41,be2k34rut1lz79jxenabttqlc,1,18.8,90,2022-10-23T18:45:45.333Z,2022-10-24T02:11:55Z,3868203077,141,91.5,3868203075,140,32.4,3868930913,178,,3868203081,213,0.1,3868203079,212,14.3,3868203073,56,Back,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565859,17,1,1,0,43,be2k34rut1lz79jxenabttqlc,0,30.6,89.5,2022-10-23T18:45:47.589Z,2022-10-24T02:11:54Z,3868203265,212,14.7,3868203261,140,38.8,3868203259,56,Back,3868203263,141,71.9,3868931061,178,,3868203267,213,5.3,,,,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565895,19,49,1,0,45,4t4hod56fsj7utpjdor8so5q6,1,60.4,29.5,2022-10-23T18:45:49.692Z,2022-10-24T02:11:53Z,,,,,,,,,,,,,,,,,,,,,,,,,28s6z18rcl9v8561yzu7m0voq,E. Matazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565927,20,1,1,0,45,4t4hod56fsj7utpjdor8so5q6,1,60.7,29.4,2022-10-23T18:45:49.779Z,2022-10-24T02:11:53Z,3868203651,141,16.5,3868931385,178,,3868203655,213,5.1,3868203647,56,Right,3868203653,212,9.3,3868203649,140,63.7,,,,,,,28s6z18rcl9v8561yzu7m0voq,E. Matazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476565993,21,1,1,0,50,4t4hod56fsj7utpjdor8so5q6,1,60.7,20.8,2022-10-23T18:45:54.230Z,2022-10-24T02:11:51Z,3868204041,56,Back,3868204045,141,31.8,3868931645,178,,3868204049,213,2.7,3868204043,140,47.2,3868204047,212,16.0,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476566009,22,1,1,0,52,4t4hod56fsj7utpjdor8so5q6,1,48.8,34.7,2022-10-23T18:45:56.425Z,2022-10-24T02:11:50Z,3868204117,213,4.3,3868204109,56,Back,3868932059,178,,3868204113,141,26.4,3868204115,212,6.2,3868204111,140,46.4,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476566025,23,1,1,0,54,4t4hod56fsj7utpjdor8so5q6,1,48.2,24.1,2022-10-23T18:45:58.821Z,2022-10-24T02:11:49Z,3868204203,213,5.6,3868204197,140,60.4,3868204201,212,16.5,3868204195,56,Right,3868932209,178,,3868204199,141,8.9,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476566063,24,2,1,0,58,4t4hod56fsj7utpjdor8so5q6,1,59,5.5,2022-10-23T18:46:02.123Z,2022-10-24T02:11:48Z,3868204381,56,Center,3868204385,141,27.3,3868204379,7,a2s2c6anax9wnlsw1s6vunl5h,3868932481,178,,3868204383,140,80.3,,,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476566055,18,55,1,0,58,be2k34rut1lz79jxenabttqlc,1,26.2,73.8,2022-10-23T18:46:02.124Z,2022-10-24T02:11:47Z,,,,,,,,,,,,,,,,,,,,,,,,,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476709663,914,43,1,1,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-23T18:46:03.927Z,2022-10-24T00:06:35Z,3868966947,144,82,3868966541,21,0,3868966539,388,0,,,,,,,,,,,,,,,,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476709679,915,43,1,1,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-23T18:46:04.405Z,2022-10-24T00:06:33Z,3868966601,178,0,3868966905,144,82,3868966603,15,0,,,,,,,,,,,,,,,,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476709707,916,43,1,1,1,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-23T18:46:05.227Z,2022-10-24T00:06:32Z,3868966885,144,82,3868966735,178,0,,,,,,,,,,,,,,,,,,,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476709713,917,43,1,1,2,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-23T18:46:06.809Z,2022-10-24T00:06:30Z,3868966757,178,0,3868966851,144,82,,,,,,,,,,,,,,,,,,,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
