id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2507221973,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-02-12T18:54:51.558Z,2023-02-12T19:41:16Z,4029556205,59,"1, 20, 3, 4, 5, 2, 6, 88, 18, 10, 26, 7, 8, 9, 12, 17, 23, 24, 35, 36",4029556213,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029556211,194,f4cykd65su8xbme6xdc1iw7o5,4029676393,197,643,4029556201,30,"d3mss0i879krqrk1owzmj2c45, al6dgtinz0ki8uj8wrvc7fg2c, 40hu79d2a4k94nc52z7dblpsl, aaaskdins76bd0368sbpt7wq2, z2richg7upw6hth0dzrvm02d, e9mtpmkb4qj2gqyv966g9ulpm, 79dz7zni5fcgh5e70spoj2j8p, d68byfvk16giaur32gqwpwded, 1ehcji0j9s8b0qsj8v5zinjvu, f4cykd65su8xbme6xdc1iw7o5, a71n80h977h7fu99ftnri5zsa, amvonu36at4dg7ksi1ioczi3u, 412hlm2edd05jd1ad597brcvd, d9zax4y92d85x7j63kg7ckvkl, 8rcole4a6y4fkamv87q3hqk0l, aftis8f2ahy7dhk5bp8co4q1h, 3vu0c0j8n99wz6e2f7fmd2pxx, 6ovea0xzg9yflmlbjdf1xcmlm, 7to9ns7mkuji0ciwh1ufkq3md, j125vpcxio8c82ljiiu57ucq",4029556203,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4029556209,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029556207,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507222067,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-02-12T18:55:07.999Z,2023-02-12T19:49:25Z,4029556775,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029681511,197,11900,4029556771,59,"30, 25, 3, 14, 4, 24, 26, 8, 7, 28, 20, 6, 10, 11, 13, 16, 21, 23, 29, 36",4029556773,130,17,4029556777,194,3h62hv3ksrnl7n7di2b080y51,4029556769,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4029556767,30,"25cggz2egeqce47yijxadsslx, boeam163ur1t3ifq01px99xwp, 1ad3itgiwcnyw3o9wplhah2hh, br7zigajqee6fms35zhm1sb8p, 4ezld812zytvbokz97jwycgkp, 4t4u4725escxjm2gwz5e7lpsl, 5jrt4as7f9xt1i1enj2dxx65m, 3h62hv3ksrnl7n7di2b080y51, 7izciy79i6d6h7usfr8mcmh91, c8u45gxriyq1rup5fpr30xrdh, d9q12xp4h8nhtjxl5il3vufh1, b4lc7czw7al6g7a7qzcqzya22, bzmxjsk1tr4p2n7hwakvfomei, 64ubq0xra74xaunooi8knyajt, d49iskrm33kt3vlxy4q85m0ru, 3ngai7brgwxmnx3c7dmmed5ud, qt2jl9zxkj4lxqzeydbb6hg5, d9pacjyllv546b9qe0arx2nvu, bt4yy465bb33u7phdhnlr6pcl, 4yxo8gwnou3m7jh6ph8lkuw44",4029556779,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507247543,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-02-12T19:45:54.643Z,2023-02-12T19:45:57Z,4029687455,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507247541,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-02-12T19:45:54.643Z,2023-02-13T00:09:19Z,4029687451,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507247563,3,1,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,50,49.8,2023-02-12T19:45:54.737Z,2023-02-13T00:20:25Z,4030215935,178,,4029687561,56,Center,4029687571,279,S,4029687563,140,51.3,4029687569,213,5.8,4029687567,212,1.5,4029687565,141,48.8,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507247571,4,1,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,51.1,49.7,2023-02-12T19:45:55.576Z,2023-02-13T03:42:33Z,4030215991,178,,4029687625,56,Back,4029687633,213,3.7,4029687629,141,41.5,4029687627,140,41.9,4029687631,212,11.2,,,,,,,1ehcji0j9s8b0qsj8v5zinjvu,R. Cherki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507247583,5,1,1,0,2,121le8unjfzug3iu9pgkqa1c7,1,40.7,43.9,2023-02-12T19:45:57.600Z,2023-02-13T03:42:32Z,4029687681,141,64.3,4029687683,212,14.7,4029687677,56,Back,4029687679,140,36.0,4029687685,213,1.9,4030216055,178,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507247597,6,1,1,0,4,121le8unjfzug3iu9pgkqa1c7,1,38.1,68.6,2023-02-12T19:45:58.938Z,2023-02-13T03:42:32Z,4029687745,140,28.5,4030216105,178,,4029687743,56,Back,4029687749,212,12.0,4029687747,141,59.0,4029687751,213,3.7,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507247609,7,1,1,0,7,121le8unjfzug3iu9pgkqa1c7,1,23.7,56.4,2023-02-12T19:46:01.881Z,2023-02-13T03:42:31Z,4030216161,178,,4029687823,141,10.9,4029687821,140,18.4,4029687819,56,Back,4029687827,213,4.5,4029687825,212,31.4,,,,,,,z2richg7upw6hth0dzrvm02d,D. Lovren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507247619,8,1,1,0,8,121le8unjfzug3iu9pgkqa1c7,0,16.5,23.1,2023-02-12T19:46:03.637Z,2023-02-13T03:42:31Z,4029687873,141,13.2,4029687871,140,22.6,4030216183,178,,4029687869,56,Back,4029687877,213,5.5,4029687879,1,,4029687867,157,,4029687875,212,9.3,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
