id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/18/value,qualifier/19/value
2534492525,1,34,16,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-04-16T12:15:26.399Z,2023-04-16T13:01:33Z,4195078807,197,654,4194872343,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194872331,30,"f0e5posm9z0oma2t3u9k1qy95, 5i6p36ywmaoj1i26fl54th5d6, dzh403ofb9zatvornq0svb0gk, crjrpkb5p430hludk5acmhjv9, 3g217lvxyrxlzsyp0rmlvglp1, 53yrdwlr1pw23bxyxfg85npat, 9yfnfwqog4y572aoe2iztnbv9, oc04nz0mrmzeqpcbql3rbhlh, d3y4csfpvhzcowlusw9xe32eh, cg1j982govx2perwr3rv33t1x, 6tedvat245ajkir9c4035i0np, 9dzyrffyz77zqmptudhdrh8lx, adswn2xpomwsi7zh022787mne, bxb5trtzllty8eqteifyw4zit, 1n0y675l767w55pipq5lgj1zp, bf2yxiyhdyipaxxxobt9i1gq1, 4a7x84pflda40oka94y36gwk, 2h7a11gp7bb34j8oa4tv3aaxh, f2nlxmduuyv2rggsp05nzxb84, e3kdoxu1kwn2w3wwi1rqhvr9x",4194872347,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194872339,130,7,4194872333,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4194872335,59,"1, 38, 26, 3, 21, 4, 10, 17, 31, 8, 27, 11, 14, 24, 25, 28, 29, 30, 33, 99",4194872345,194,f0e5posm9z0oma2t3u9k1qy95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534493017,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2023-04-16T12:15:53.063Z,2023-04-16T13:23:23Z,4194874835,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4194874845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194874847,194,7jj9gwpuk49bsm2ru06qb44wl,4194874849,197,4727,4194874851,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194874833,30,"cglp4k40r1t672m7j0eb5ktsl, baogzi00mwdclwbvkd618evv9, tca8ra7ew1b1uny96ku0ql05, 5rh9yiue1qnabbwoyweyus5t6, 6ypo3vp0zupq6s1jbk8rbmq51, 8tesu8352jvqfvclei8hykjbp, 3o7ktan6n28fn5fj7gel6qead, 7jj9gwpuk49bsm2ru06qb44wl, 7pv3n0vj8243p1di16regotsl, co59rv08x22hk5itwibbwq191, 6gdoxudvl1rgcn7d19e89p9ed, 23kk95p8zf228zmyocxamga1h, 9qk1hoxri8dee6yat0cateqxh, aujgya83jg4eylvm7hjjbbasq, 1py4bk2ik16w8lil31bghq99m, 9br3ebcuzl5b755kwuxgey3md, dac9zcryfwbq3xdik69gkpadx, doc6xdg2vumiyoamostngr36d, b187awt0wdxh20fx1rn5vgewa, 4q97skfdge01pmdxwhfk4xsh6",4194874841,130,17,4194874837,59,"16, 97, 13, 95, 4, 27, 6, 12, 9, 7, 10, 5, 11, 17, 19, 22, 24, 29, 77, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534495,2,32,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-04-16T13:00:23.368Z,2023-04-16T13:00:25Z,4195083999,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534443,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2023-04-16T13:00:23.368Z,2023-04-16T20:46:59Z,4195083751,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534541,3,1,1,0,0,9bxav814mkuhueiyivyive82d,1,49.9,49.9,2023-04-16T13:00:23.427Z,2023-04-16T23:39:42Z,4195084165,212,19.2,4197439191,178,,4195084159,56,Back,4195084161,140,31.6,4195084167,213,3.1,4195084169,279,S,4195084163,141,50.4,,,,6gdoxudvl1rgcn7d19e89p9ed,G. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534619,4,1,1,0,3,9bxav814mkuhueiyivyive82d,1,34.4,42.5,2023-04-16T13:00:27.341Z,2023-04-17T06:01:12Z,4195084565,56,Back,4195084571,212,14.8,4195084573,213,5.0,4197439601,178,,4195084569,141,21.8,4195084567,140,38.6,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534749,5,1,1,0,7,9bxav814mkuhueiyivyive82d,1,46.1,11.8,2023-04-16T13:00:31.070Z,2023-04-17T06:01:11Z,4195085209,56,Back,4195085213,141,38.3,4195085217,213,2.3,4197439961,178,,4195085211,140,30.2,4195085215,212,24.6,,,,,,,8tesu8352jvqfvclei8hykjbp,J. Jeanvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534837,6,1,1,0,13,9bxav814mkuhueiyivyive82d,1,39.1,30.7,2023-04-16T13:00:37.228Z,2023-04-17T06:01:10Z,4197440149,178,,4195085673,212,14.1,4195085671,141,12.2,4195085669,140,33.0,4195085667,56,Back,4195085675,213,4.2,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534899,7,1,1,0,17,9bxav814mkuhueiyivyive82d,0,37.2,2.6,2023-04-16T13:00:40.761Z,2023-04-17T06:01:10Z,4195085949,155,,4195085957,212,35.7,4197440477,178,,4195085953,140,71.2,4195085959,213,0.0,4195085951,56,Right,4195085961,1,,4195085955,141,3.7,8tesu8352jvqfvclei8hykjbp,J. Jeanvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534921,3,8,1,0,19,750ustvk4jfqmo8q4gnrcxy7z,1,32.2,98.3,2023-04-16T13:00:43.355Z,2023-04-17T06:01:10Z,4196573381,385,,4195086077,15,,4197440881,388,,4195086039,56,Back,,,,,,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
