id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/19/value,qualifier/20/value
2485251019,1,34,16,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-11-13T13:09:36.810Z,2022-11-13T13:57:04Z,3913866347,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914019205,197,4735,3913866333,30,"7h2icfuwy00ilm14dw5xyl5g5, 3r04y1fejoh9e8qbge3exy3u1, bl4lretp33t0jj3icujkf45p1, dl4e5ojyhccj6w0vgksfzvmxh, 7xd54eb65lg7zldvnyd58bq39, 7mn6lue4zatldcxp0gd7kt8mh, 36yupk7p1vks4dbguw53xhucp, 3ynh418z6f6bfjz674vs40f6x, 9jiectkc8rk0ivxn80l87ic45, 32bc16sg6h58ajxigp7nl1ryt, e0hk5aepnpo7cne006zwahfx1, 1ixibe50te4j2gjhbufm72aui, dom1dzrvk7y4sd8puf8iztn11, 5lfki1zoxd4l96hjbr2rw3d2h, 8b40ap862z6ynvmgah0vjces5, 5yg9ljo5pf1lo2xk74d0k240l, 7z8bpxyfd31hb5ehkaina1ap6, 3imcuejzt9r6zvvv1xbn5jbl6, 3zyw4328iilwrttjoww1wctlh, 7nlijkywjl13h3ks132026iok",3913866351,194,7xd54eb65lg7zldvnyd58bq39,3913866343,130,4,3913866337,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3913866355,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913866341,59,"40, 99, 2, 20, 5, 3, 45, 29, 13, 10, 9, 1, 7, 8, 14, 15, 18, 22, 23, 97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485257259,1,34,16,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-11-13T13:17:35.912Z,2022-11-13T14:17:32Z,3913897223,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913897227,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913897219,59,"1, 19, 39, 12, 4, 17, 6, 24, 7, 11, 20, 2, 5, 9, 15, 21, 23, 26, 29, 33",3913897225,194,eznhm6o1jymvzaucjlngbaad,3913897215,30,"1bs4vwqye00mn2oaxrvfkkt7t, dj2f6zk2cd8u9lt6odoei9cdl, 577j49ffrxuurraco9chy388a, e0tmfkagd1lmf2hw7gctbaqqd, 7etm5qf3sonimtxllrw5xwkid, eznhm6o1jymvzaucjlngbaad, 3h3g7sne1jjevj0mwyliehm95, 9nhlgi0k783bq8a2704bu6n6d, bj37ny1s1gbbe4wrgyz1wag9h, demp53kye0ium76t240vo8cet, a7rdypucykxo0a9xmcuqzabpx, 87gvtfqgn555sywr78abximsp, 1vpmf7p9xsaynj1t9g5wm1qz9, 900q6uo21i95co96snohqofyt, 1jbm4rhckr1gmwld08ey819m, 4kwa4ce4rbgbixli3up7fgqfp, 2smai2vq1r9xnemihvcq0doet, 57sdn53awg8fzbygrwchg6u7e, 9bkzl4dx3mci3w86rjpfkwowk, 7ik61ha6am2wpug86h48sskfe",3914016425,197,15910,3913897221,130,13,3913897217,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284719,2,32,1,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-11-13T14:01:34.493Z,2022-11-13T14:01:34Z,3914034707,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284757,2,32,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-11-13T14:01:34.493Z,2022-11-13T21:47:18Z,3914034853,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284777,3,1,1,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,50.1,50,2022-11-13T14:01:34.538Z,2022-11-14T02:36:36Z,3914034937,212,16.9,3914034925,56,Back,3914034933,141,46.3,3914034941,279,S,3914034939,213,3.3,3916084217,178,,3914034929,140,34.2,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284821,4,1,1,0,2,3unkqo2g6ag99gd5ynz1j7vse,0,36.9,50.7,2022-11-13T14:01:37.293Z,2022-11-14T06:29:15Z,3914035151,56,Left,3914035159,213,1.0,3916084271,178,,3914035149,155,,3914035153,140,58.6,3914035155,141,100.0,3914035161,1,,3914035157,212,41.1,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285101,3,5,1,0,5,3adj8hkws0z1al232bg2h6tk0,1,39.6,-0.9,2022-11-13T14:01:40.036Z,2022-11-14T02:36:51Z,3914036469,233,5,3914036439,347,,3914036437,56,Back,,,,,,,,,,,,,,,,9jiectkc8rk0ivxn80l87ic45,I. Slimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284825,5,5,1,0,5,3unkqo2g6ag99gd5ynz1j7vse,0,60.4,100.9,2022-11-13T14:01:40.036Z,2022-11-14T02:36:51Z,3914035187,347,,3914036547,233,3,3914035185,56,Left,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285139,4,1,1,0,19,3adj8hkws0z1al232bg2h6tk0,1,35.2,0,2022-11-13T14:01:54.132Z,2022-11-14T06:29:15Z,3914036603,141,16.5,3914036597,107,,3914036607,213,0.9,3914036605,212,15.5,3914036601,140,44.5,3914036599,56,Back,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285185,5,1,1,0,21,3adj8hkws0z1al232bg2h6tk0,1,44.5,16.5,2022-11-13T14:01:55.497Z,2022-11-14T06:29:14Z,3916084455,21,,3914036809,213,2.6,3914036801,140,36.4,3916084453,388,,3914036807,212,9.9,3914036805,141,23.9,3914036797,56,Back,,,,9jiectkc8rk0ivxn80l87ic45,I. Slimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285267,6,1,1,0,22,3adj8hkws0z1al232bg2h6tk0,1,37.4,28.4,2022-11-13T14:01:57.358Z,2022-11-14T06:29:14Z,3914037233,141,77.1,3914037235,212,33.2,3914037237,213,1.6,3916084493,178,,3914037229,56,Back,3914037231,140,35.5,3914037239,1,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285291,7,1,1,0,27,3adj8hkws0z1al232bg2h6tk0,0,44.9,81.3,2022-11-13T14:02:02.109Z,2022-11-14T06:29:13Z,3914037345,56,Center,3916084549,178,,3914037347,140,66.3,3914037351,141,78.5,3914037343,155,,3914037357,213,6.2,3914037355,212,22.6,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285311,6,8,1,0,29,3unkqo2g6ag99gd5ynz1j7vse,1,28.1,23,2022-11-13T14:02:03.782Z,2022-11-14T06:29:13Z,3914037477,15,,3916084603,388,,3914037437,56,Back,3915235471,383,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485666237,755,67,1,0,31,3unkqo2g6ag99gd5ynz1j7vse,1,24.2,20.7,2022-11-13T14:02:05.515Z,2022-11-14T06:29:12Z,3916106781,233,823,,,,,,,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485666233,823,67,1,0,31,3adj8hkws0z1al232bg2h6tk0,0,75.8,79.3,2022-11-13T14:02:05.516Z,2022-11-14T06:29:12Z,3916106789,233,755,,,,,,,,,,,,,,,,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285363,7,1,1,0,31,3unkqo2g6ag99gd5ynz1j7vse,0,22.5,18.6,2022-11-13T14:02:05.554Z,2022-11-14T06:29:12Z,3914037711,1,,3914037705,141,13.8,3914045157,233,8,3914037707,212,7.1,3914045155,236,,3914037701,56,Back,3914037709,213,5.8,3916084717,178,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,3914037697,157,3914045161,286,3914037703,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285391,8,74,1,0,31,3adj8hkws0z1al232bg2h6tk0,1,76.4,80.6,2022-11-13T14:02:05.679Z,2022-11-14T06:29:11Z,3914045087,285,,3914045171,233,7,3916084757,178,,3914037889,56,Left,,,,,,,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285463,9,1,1,0,34,3adj8hkws0z1al232bg2h6tk0,1,87.4,99.9,2022-11-13T14:02:08.702Z,2022-11-14T06:29:10Z,3915236187,72,,3915236185,224,,3916084807,178,,3914038301,140,86.2,3914038307,213,4.7,3914038305,212,29.1,3914038297,155,,3914038295,2,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,3914038303,141,3914038299,56,,,,57.2,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485666355,825,43,1,0,35,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-11-13T14:02:10.274Z,2022-11-14T05:10:26Z,3916191339,144,67,3916107391,233,756,,,,,,,,,,,,,,,,,,,9jiectkc8rk0ivxn80l87ic45,I. Slimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485666353,756,43,1,0,35,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-11-13T14:02:10.275Z,2022-11-14T05:10:26Z,3916107395,233,825,3916191329,144,67,,,,,,,,,,,,,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285465,10,61,1,0,35,3adj8hkws0z1al232bg2h6tk0,0,87.4,56.7,2022-11-13T14:02:10.314Z,2022-11-14T06:29:10Z,3916084955,178,,3914038317,56,Center,,,,,,,,,,,,,,,,,,,9jiectkc8rk0ivxn80l87ic45,I. Slimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285469,8,49,1,0,37,3unkqo2g6ag99gd5ynz1j7vse,1,11.4,29.1,2022-11-13T14:02:11.514Z,2022-11-14T06:29:10Z,,,,,,,,,,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285537,9,1,1,0,37,3unkqo2g6ag99gd5ynz1j7vse,1,11.8,29.4,2022-11-13T14:02:11.667Z,2022-11-14T06:29:09Z,3916085027,178,,3914038649,213,6.1,3914038641,56,Back,3914038647,212,10.3,3914038645,141,26.4,3914038643,140,21.4,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285543,10,3,1,0,39,3unkqo2g6ag99gd5ynz1j7vse,0,24.6,25.4,2022-11-13T14:02:14.053Z,2022-11-14T06:14:13Z,3914038683,285,,3916085051,178,,3914039089,233,11,3915237069,465,,3914038681,56,Back,,,,,,,,,,3h3g7sne1jjevj0mwyliehm95,R. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285587,11,7,1,0,39,3adj8hkws0z1al232bg2h6tk0,1,75.4,74.6,2022-11-13T14:02:14.137Z,2022-11-14T06:14:14Z,3914038977,286,,3914038975,56,Center,3916085085,178,,3914039029,233,10,3915239041,383,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285607,12,49,1,0,42,3adj8hkws0z1al232bg2h6tk0,1,83.8,93.2,2022-11-13T14:02:16.856Z,2022-11-14T06:29:09Z,,,,,,,,,,,,,,,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285737,13,1,1,0,44,3adj8hkws0z1al232bg2h6tk0,1,85.9,85.8,2022-11-13T14:02:18.899Z,2022-11-14T06:29:07Z,3914039665,2,,3914039677,213,4.9,3914039667,155,,3914039675,212,23.7,3914039673,141,51.3,3914043743,154,,3915239597,20,,3916085141,178,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,3915239595,223,3914043741,210,3914039671,140,89.3,,15,1,3914039669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285743,14,15,1,0,45,3adj8hkws0z1al232bg2h6tk0,1,90.6,48.4,2022-11-13T14:02:20.066Z,2022-11-14T06:29:07Z,3914043781,55,13,3914043789,146,97.7,3916085193,388,,3914043795,147,50.1,3914039707,22,,3914043409,233,11,3914043777,29,,3914043775,76,,36yupk7p1vks4dbguw53xhucp,M. Camara,3914043403,328,3914043785,102,3914043787,103,15.2,,52.8,,3914043779,154,,3914039711,56,Center,3914043399,15,3914039709,17,3915242055,214,,,,,,,,,,,,,,,,,,
2485285749,11,10,1,0,45,3unkqo2g6ag99gd5ynz1j7vse,1,2.1,50.5,2022-11-13T14:02:20.482Z,2022-11-14T06:29:06Z,3914040039,179,,3914039741,182,,3915242369,376,,3914039743,56,Back,3914043433,233,14,3914040037,174,,,,,,,,1bs4vwqye00mn2oaxrvfkkt7t,M. Lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485288573,19,2,1,0,46,3adj8hkws0z1al232bg2h6tk0,1,93.4,47.6,2022-11-13T14:02:20.537Z,2022-11-14T06:29:06Z,3914053239,141,60.5,3916085801,178,,3914053697,343,3,3914067907,297,,3914053237,140,92.0,3914053863,8,,3914053235,56,Center,3914053233,7,e0hk5aepnpo7cne006zwahfx1,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485288151,12,55,1,0,46,3unkqo2g6ag99gd5ynz1j7vse,1,6.4,47.7,2022-11-13T14:02:20.538Z,2022-11-14T06:29:05Z,,,,,,,,,,,,,,,,,,,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285785,15,84,1,0,49,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-11-13T14:02:24.462Z,2022-11-13T14:04:36Z,3914043317,281,442264,3914043315,280,ATTEMPT_SAVED,3914043307,328,,3914040205,20,,3914043305,214,,3914039919,22,,3914043313,231,51.3,3914043297,76,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,3914040213,375,3914039923,56,3914043303,103,5.1,00:49.518,Center,,3914039921,17,,3914043309,458,,3914040209,374,3914043301,102,3914043319,282,2022-11-13 14:02:24.011,53.3,862,3914052749,436,16,3914051019,343,2,3914043311,230,99.3,,,,,,
2485287955,16,27,1,2,34,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-11-13T14:04:08.793Z,2022-11-14T02:40:32Z,3914050295,364,,3914050293,207,,3914050291,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485288135,17,65,1,2,38,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-11-13T14:04:12.772Z,2022-11-14T02:40:51Z,3914051105,365,15,3914051103,329,,3914052081,336,,,,,,,,,,,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485288345,18,28,1,2,56,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-11-13T14:04:30.863Z,2022-11-14T02:41:02Z,3914052057,364,,3914052059,55,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485288839,13,1,1,3,15,3unkqo2g6ag99gd5ynz1j7vse,0,5.6,47.7,2022-11-13T14:04:50.105Z,2022-11-14T06:29:05Z,3914054547,1,,3916086339,178,,3914054545,213,0.1,3914054533,157,,3914054535,241,,3914054543,212,59.8,3914054537,56,Center,3914054531,5,,1bs4vwqye00mn2oaxrvfkkt7t,M. Lis,3914054539,140,3914054541,141,,,,62.2,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485288859,20,44,1,3,19,3adj8hkws0z1al232bg2h6tk0,1,41.8,50.4,2022-11-13T14:04:53.627Z,2022-11-14T06:29:05Z,3914054647,233,14,3914054615,56,Back,3914054617,285,,,,,,,,,,,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485288847,14,44,1,3,19,3unkqo2g6ag99gd5ynz1j7vse,0,58.2,49.6,2022-11-13T14:04:53.628Z,2022-11-14T06:29:04Z,3914054579,286,,3914054657,233,20,3914054577,56,Center,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485288883,21,1,1,3,19,3adj8hkws0z1al232bg2h6tk0,0,42.4,51.1,2022-11-13T14:04:53.689Z,2022-11-14T06:29:04Z,3914054795,141,61.3,3914054797,212,20.9,3914054793,140,61.2,3914054789,3,,3914054791,56,Center,3916086439,388,,3914054799,213,0.3,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
