id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/14/value,qualifier/18/value,qualifier/19/value
2509824215,1,34,16,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-02-19T13:11:38.565Z,2023-02-19T14:01:21Z,4043351215,59,"1, 20, 2, 15, 25, 21, 17, 8, 34, 4, 14, 36, 16, 18, 24, 28, 32, 37, 77",4043351223,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043351221,194,d3d1qks236pztzcqp3wdcc0l,4043525847,197,16000,4043351211,30,"3xpo0nc3hysdi41gupi7adot1, cujgdqrikyjt36scc23zcbkk5, 2hujd2bwvb0wtxdna6c0xb2z9, i0pvdl0hx7idtfi0xymygmp5, 70ukveu4kwheeizg6x694krmx, 67q7ve9vse4m2nb82j2z1clhx, d040o5igq61iizexn1v2a5t5h, d3d1qks236pztzcqp3wdcc0l, 4ported2opjp4xbp87bpqb6z8, 529k1s89fjg133s8ycjwvgg5x, 9higgl848a37qflh0sts05tjp, vhcobqvcy71xknlwum4v2l1w, 8wz2w0267i1845k87hxsgandh, 5fvzbq3mstt7eatkjpodbvpm2, 28soxjs6twyw0uk1c3qn0dbe, cxzg0rkbjkyvpw0xiki7noktm, cd236zcrr6fav3n38wd67ko44, cn8hz731tl3myqaq50meprok4, crdmczlhynym2z1adqlbt853p",4043351213,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4043351219,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4043351217,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509829161,1,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-02-19T13:16:53.698Z,2023-02-19T14:02:28Z,4043374175,194,538zux65h0l9028fpf4v1g0r9,4043374165,30,"6oi4a3g56xe76g0gg38knmzmd, 322sju1vi12p0r9a8048hnmxh, 538zux65h0l9028fpf4v1g0r9, 60no437awq8i5th7nlffh3dn9, 38cotevgsirv0csora7bar3vu, 996i59930r3kd4xk48x9fsp2h, 7c5uk1ts8jlu88p1x6wubuz8p, 44o5mjglkzqxctz07ust9bcru, 466ev7tumk8flx0gz9d0h15d6, e83sc1gnj31vgpo9u6fknmfvt, 8vlfwoquq3v68mb9ax1pk5fkk, 31ur1f7xmxndnnabhrxyov6xh, 2abpo4w3jcxp1wzp50yypxsrt, 2qkesslfmzmgt7igvgosixg8a, e32urdrdkp44zmnt6ptg0k12i, 3hiehiu25aufrc0q9890haqc5, 4pzjvj5jwm7p0siz055ixe40l, 8n0560evn4ni29dw9xece45ey, 2zvbw080n4yro1phgv39ri3qi, 1cyf4ify8xpgv0shxodyt2q6s",4043523467,197,641,4043374173,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043374169,59,"1, 24, 25, 17, 18, 3, 14, 80, 9, 21, 11, 2, 7, 10, 12, 19, 23, 29, 37, 44",4043374167,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043374171,130,8,4043374177,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864163,2,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-02-19T14:00:11.228Z,2023-02-19T19:09:39Z,4043536699,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864143,2,32,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-02-19T14:00:11.228Z,2023-02-19T14:00:11Z,4043536607,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864183,3,1,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,50,50,2023-02-19T14:00:11.432Z,2023-02-19T19:21:08Z,4044842395,178,,4043536775,56,Back,4043536785,279,S,4043536779,141,50.1,4043536777,140,32.0,4043536783,213,3.1,4043536781,212,18.9,,,,4ported2opjp4xbp87bpqb6z8,M. Soumano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864215,4,1,1,0,2,6xjy1q2m55iiwe8g1r1yffbc9,0,40.4,50.1,2023-02-19T14:00:13.781Z,2023-02-20T03:46:59Z,4043536919,141,80.6,4043536917,140,68.8,4043536913,155,,4043536925,1,,4043536923,213,0.6,4043536921,212,36.3,4044842541,178,,4043536915,56,Left,529k1s89fjg133s8ycjwvgg5x,M. Barreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509868177,54,49,1,0,4,70nn27vgkt6l48lvv5e66q7ww,1,31.1,18.6,2023-02-19T14:00:15.466Z,2023-02-20T03:46:59Z,,,,,,,,,,,,,,,,,,,,,,,,,322sju1vi12p0r9a8048hnmxh,G. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864259,3,1,1,0,4,70nn27vgkt6l48lvv5e66q7ww,1,31.2,18.9,2023-02-19T14:00:15.513Z,2023-02-20T03:46:58Z,4043537119,141,65.5,4043537117,140,53.8,4043537125,1,,4044262231,157,,4043537121,212,39.6,4043537123,213,0.9,4044843089,388,,4043537115,56,Center,322sju1vi12p0r9a8048hnmxh,G. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864265,4,44,1,0,7,70nn27vgkt6l48lvv5e66q7ww,1,51.4,66.5,2023-02-19T14:00:18.490Z,2023-02-20T03:46:58Z,4043537143,286,,4043537165,233,5,4043537141,56,Center,,,,,,,,,,,,,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864267,5,44,1,0,7,6xjy1q2m55iiwe8g1r1yffbc9,0,48.6,33.5,2023-02-19T14:00:18.491Z,2023-02-20T03:46:57Z,4043537193,233,4,4043537147,56,Back,4043537149,285,,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864323,5,1,1,0,7,70nn27vgkt6l48lvv5e66q7ww,1,51,66.6,2023-02-19T14:00:18.502Z,2023-02-20T03:46:57Z,4043537381,212,12.7,4043537373,3,,4043537377,140,61.7,4043537375,56,Center,4043537383,213,0.5,4043537379,141,75.4,4044843811,388,,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510005583,944,3,1,0,8,70nn27vgkt6l48lvv5e66q7ww,0,58.8,75.9,2023-02-19T14:00:19.976Z,2023-02-20T03:46:56Z,4044263503,286,,4044263501,56,Center,4044844239,178,,4044263507,467,70ukveu4kwheeizg6x694krmx,4044263505,464,,,,,,,,,,,8vlfwoquq3v68mb9ax1pk5fkk,B. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864329,6,4,1,0,9,70nn27vgkt6l48lvv5e66q7ww,1,59.3,78.6,2023-02-19T14:00:20.274Z,2023-02-20T03:46:56Z,4043538181,265,,4043538177,13,,4043538179,152,,4043537405,56,Center,4043537407,286,,4043538983,233,9,,,,,,,8vlfwoquq3v68mb9ax1pk5fkk,B. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864539,9,4,1,0,9,6xjy1q2m55iiwe8g1r1yffbc9,0,40.7,21.4,2023-02-19T14:00:20.275Z,2023-02-20T03:46:55Z,4043538477,285,,4043538461,56,Back,4043538473,265,,4043539047,233,6,4043538459,13,,4044844681,178,,4043538465,152,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864309,6,43,1,0,10,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-02-19T14:00:21.503Z,2023-02-19T14:00:55Z,4043537317,285,0,4043537431,233,6,4043539711,144,7,4043537315,56,Back,,,,,,,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864315,7,43,1,0,11,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-02-19T14:00:22.368Z,2023-02-19T14:00:50Z,4043539371,144,49,,,,,,,,,,,,,,,,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864497,8,43,1,0,11,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-02-19T14:00:22.896Z,2023-02-19T14:00:49Z,4043539151,144,1,4043538255,140,28.9,4043538263,213,2.3,4043538259,212,8.0,4043538257,141,32.1,4043538253,56,Back,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864703,7,1,1,0,34,70nn27vgkt6l48lvv5e66q7ww,1,60.5,80.8,2023-02-19T14:00:45.418Z,2023-02-20T03:46:55Z,4043539195,212,11.2,4043539189,56,Center,4043539187,152,,4044845913,178,,4043539191,140,52.0,4043539193,141,70.8,4043539197,213,3.8,4043539185,5,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864723,8,1,1,0,35,70nn27vgkt6l48lvv5e66q7ww,1,54,74.5,2023-02-19T14:00:46.794Z,2023-02-20T03:46:54Z,4043539265,56,Center,4043539271,212,2.1,4044846145,178,,4043539273,213,0.1,4043539267,140,56.0,4043539269,141,74.8,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864753,9,1,1,0,36,70nn27vgkt6l48lvv5e66q7ww,1,55.9,80.8,2023-02-19T14:00:47.750Z,2023-02-20T03:46:54Z,4043539415,212,14.1,4043539409,56,Back,4043539411,140,46.5,4043539413,141,66.0,4044846437,178,,4043539417,213,3.9,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864799,10,1,1,0,38,70nn27vgkt6l48lvv5e66q7ww,1,49.2,70,2023-02-19T14:00:49.639Z,2023-02-20T03:46:53Z,4044846631,178,,4043539617,213,4.5,4043539613,141,26.2,4043539609,140,43.8,4043539605,56,Back,4043539615,212,30.3,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864849,11,1,1,0,42,70nn27vgkt6l48lvv5e66q7ww,1,47.3,23.5,2023-02-19T14:00:53.251Z,2023-02-20T03:46:52Z,4043539853,56,Center,4043539859,212,8.8,4043539857,141,30.4,4044846859,178,,4043539855,140,54.4,4043539861,213,0.6,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864919,12,1,1,0,43,70nn27vgkt6l48lvv5e66q7ww,1,56.5,21.9,2023-02-19T14:00:54.258Z,2023-02-20T03:46:52Z,4043540171,213,3.3,4043540167,141,19.8,4043540169,212,13.1,4043540163,56,Back,4043540165,140,44.1,4044847655,178,,,,,,,,7c5uk1ts8jlu88p1x6wubuz8p,R. Faivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864941,13,1,1,0,45,70nn27vgkt6l48lvv5e66q7ww,1,43.1,17.7,2023-02-19T14:00:56.363Z,2023-02-20T03:46:52Z,4043540277,56,Back,4043540279,140,33.6,4043540281,141,55.5,4043540283,212,27.6,4044848065,178,,4043540285,213,1.9,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865009,14,1,1,0,50,70nn27vgkt6l48lvv5e66q7ww,1,38.8,58.8,2023-02-19T14:01:01.981Z,2023-02-20T03:46:50Z,4043540639,212,20.7,4043540637,141,28.3,4043540633,56,Back,4044848371,178,,4043540635,140,39.0,4043540641,213,4.7,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
