id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/16/value
2537395527,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-04-22T18:14:26.470Z,2023-04-22T19:18:15Z,4210252871,130,17,4210252863,30,"25cggz2egeqce47yijxadsslx, bt4yy465bb33u7phdhnlr6pcl, 1ad3itgiwcnyw3o9wplhah2hh, br7zigajqee6fms35zhm1sb8p, 4ezld812zytvbokz97jwycgkp, 4t4u4725escxjm2gwz5e7lpsl, b4lc7czw7al6g7a7qzcqzya22, 3h62hv3ksrnl7n7di2b080y51, 64ubq0xra74xaunooi8knyajt, 7izciy79i6d6h7usfr8mcmh91, c8u45gxriyq1rup5fpr30xrdh, elhmf9cc26ec5p1wnwonuxf4l, bzmxjsk1tr4p2n7hwakvfomei, d49iskrm33kt3vlxy4q85m0ru, 3ngai7brgwxmnx3c7dmmed5ud, eolso19u03zxw2pca2i95v4dl, d9q12xp4h8nhtjxl5il3vufh1, qt2jl9zxkj4lxqzeydbb6hg5, d9pacjyllv546b9qe0arx2nvu, boeam163ur1t3ifq01px99xwp",4210252867,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4210252875,194,3h62hv3ksrnl7n7di2b080y51,4210538295,197,11899,4210252877,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4210252869,59,"30, 29, 3, 14, 4, 24, 6, 8, 11, 7, 28, 9, 10, 13, 16, 18, 20, 21, 23, 25",4210252873,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537396919,1,34,16,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-04-22T18:15:41.044Z,2023-04-22T19:25:40Z,4210259917,59,"16, 2, 12, 4, 6, 3, 27, 19, 10, 31, 14, 9, 15, 18, 21, 26, 30, 42, 34, 44",4210345191,194,a2s2c6anax9wnlsw1s6vunl5h,4210259913,30,"d3xdl3p9vd1c0m316oq2pblxx, adb8skc3qbvgunhzd9651lij8, 1o7se1aziz6fpes5hey7yijft, 2rio84cmao72sc7lnsodwzzhm, 3djmsd2atvq16ysmocq7twsfd, 270djbc9lxhoupmd1djrii191, f5j3vhj805xtkos7l538u0d7t, b0wb7gf04synxlkq7o8gvzkoa, a2s2c6anax9wnlsw1s6vunl5h, 2xmc0gsdslrnsu6ua40kbh32t, 9bqv99e39z86mn7dq3wnyt90p, f4pqxviuwzd6a803jfx9bh4o9, 28s6z18rcl9v8561yzu7m0voq, csvqjyuk06gzvjm408513nydx, 8vhjmcgjbzpzd4vv3zb945p1w, 4rlw04tze791jwt623h5ikg5x, 8xitc97j4scfajm8ucq7e5l91, 3sby91ws28mb3yt82a9al75sk, cyz9jisw86vjjf85xxgbae0yy, rn17zrbsh1g9r1tj4xyvhgr8",4210259921,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4210439157,197,17459,4210259915,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4210259923,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4210259919,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432517,2,32,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-04-22T19:00:08.677Z,2023-04-22T19:00:08Z,4210455325,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432525,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-04-22T19:00:08.677Z,2023-04-23T00:25:23Z,4210455343,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432531,3,1,1,0,0,3xedluek08t2ka7oypwuullcn,1,49.9,50.3,2023-04-22T19:00:08.721Z,2023-04-23T00:34:23Z,4210455379,279,S,4210455371,140,37.5,4210455375,212,13.3,4211498979,178,,4210455373,141,54.4,4210455377,213,2.9,4210455369,56,Back,,,,64ubq0xra74xaunooi8knyajt,L. Openda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432597,4,1,1,0,1,3xedluek08t2ka7oypwuullcn,1,39,56.7,2023-04-22T19:00:10.201Z,2023-04-23T02:39:19Z,4211499231,178,,4210455669,140,38.9,4210455673,212,6.7,4210455675,213,4.7,4210455671,141,46.9,4210455667,56,Back,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432623,5,1,1,0,2,3xedluek08t2ka7oypwuullcn,1,41.3,51.2,2023-04-22T19:00:11.476Z,2023-04-23T02:39:19Z,4210455773,213,3.2,4210455769,141,50.1,4210455765,56,Back,4211499563,178,,4210455771,212,18.1,4210455767,140,24.1,,,,,,,b4lc7czw7al6g7a7qzcqzya22,J. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432669,6,1,1,0,4,3xedluek08t2ka7oypwuullcn,1,29,53.8,2023-04-22T19:00:13.478Z,2023-04-23T02:39:18Z,4210456027,212,17.8,4210456023,140,26.6,4211499797,178,,4210456025,141,27.9,4210456021,56,Back,4210456029,213,4.6,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432705,7,1,1,0,8,3xedluek08t2ka7oypwuullcn,1,29.8,30,2023-04-22T19:00:16.767Z,2023-04-23T02:39:18Z,4210456203,140,28.1,4210456207,212,31.3,4210456199,155,,4210456205,141,76.0,4210456209,213,1.6,4211499965,178,,4210456201,56,Back,,,,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432725,8,1,1,0,12,3xedluek08t2ka7oypwuullcn,1,37.4,74.3,2023-04-22T19:00:21.400Z,2023-04-23T02:39:16Z,4210456351,212,11.6,4210456345,56,Back,4210456349,141,64.8,4210456347,140,46.6,4211500233,178,,4210456353,213,5.7,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432751,9,1,1,0,15,3xedluek08t2ka7oypwuullcn,0,50.5,76.5,2023-04-22T19:00:24.435Z,2023-04-23T02:39:15Z,4210456507,140,72.4,4210456517,213,0.2,4211500443,178,,4210456511,212,23.6,4210456505,56,Left,4210456509,141,84.5,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537474085,484,61,1,0,16,3xedluek08t2ka7oypwuullcn,0,65.2,81.9,2023-04-22T19:00:25.201Z,2023-04-23T02:39:15Z,4211500779,178,,4210691723,56,Left,,,,,,,,,,,,,,,,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432755,3,12,1,0,19,4t4hod56fsj7utpjdor8so5q6,1,16.5,8.3,2023-04-22T19:00:28.016Z,2023-04-23T02:39:14Z,4210456541,56,Back,4210456549,213,5.2,4210456545,141,0.0,4210456543,140,20.2,4210456547,212,7.9,4210456579,167,,4211501037,178,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432761,4,5,1,0,20,4t4hod56fsj7utpjdor8so5q6,0,23.8,-1.4,2023-04-22T19:00:28.678Z,2023-04-23T00:35:00Z,4210456575,56,Back,4210456721,233,10,4210456577,347,,,,,,,,,,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432785,10,5,1,0,20,3xedluek08t2ka7oypwuullcn,1,76.2,101.4,2023-04-22T19:00:28.678Z,2023-04-23T00:35:00Z,4210456717,233,4,4210456683,347,,4210456677,56,Left,,,,,,,,,,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432861,11,1,1,0,24,3xedluek08t2ka7oypwuullcn,1,77.8,100,2023-04-22T19:00:32.939Z,2023-04-23T02:39:14Z,4210457131,212,12.8,4210457123,107,,4210457127,140,66.1,4210457129,141,95.9,4210457133,213,3.4,4210457125,56,Left,,,,,,,1ad3itgiwcnyw3o9wplhah2hh,D. Machado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432901,12,1,1,0,30,3xedluek08t2ka7oypwuullcn,1,49.7,79,2023-04-22T19:00:39.210Z,2023-04-23T02:39:12Z,4210457359,212,15.7,4210457355,140,34.9,4210457361,213,3.3,4210457357,141,75.4,4211501605,178,,4210457353,56,Back,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432919,13,1,1,0,34,3xedluek08t2ka7oypwuullcn,1,34.5,78.5,2023-04-22T19:00:43.299Z,2023-04-23T02:39:11Z,4210457457,140,44.8,4210457463,213,5.8,4210457461,212,12.1,4211501759,178,,4210457455,56,Back,4210457459,141,70.6,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537432947,14,1,1,0,35,3xedluek08t2ka7oypwuullcn,1,45.6,77.1,2023-04-22T19:00:44.578Z,2023-04-23T02:39:11Z,4210457587,212,35.1,4210457641,156,,4210457583,140,19.7,4210457585,141,44.5,4211908969,1,,4210457581,56,Back,4211502013,178,,4210457589,213,3.8,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537433051,15,1,1,0,41,3xedluek08t2ka7oypwuullcn,1,26.1,37.9,2023-04-22T19:00:49.950Z,2023-04-23T02:39:09Z,4210458061,213,0.1,4210458055,140,69.1,4210458051,155,,4210458059,212,45.6,4211502237,178,,4210458053,56,Center,4210458057,141,47.2,4210458063,1,,25cggz2egeqce47yijxadsslx,B. Samba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537433055,16,61,1,0,44,3xedluek08t2ka7oypwuullcn,1,67.1,43.7,2023-04-22T19:00:52.753Z,2023-04-23T02:39:09Z,4210458071,56,Center,4211502581,178,,,,,,,,,,,,,,,,,,,,64ubq0xra74xaunooi8knyajt,L. Openda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537433105,17,1,1,0,45,3xedluek08t2ka7oypwuullcn,1,71.7,52.2,2023-04-22T19:00:53.931Z,2023-04-23T02:39:09Z,4210458345,212,10.9,4210458341,141,40.6,4210458339,140,78.8,4210459747,210,15,4211502959,178,,4210458347,213,5.5,4210458337,56,Center,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537433113,18,15,1,0,47,3xedluek08t2ka7oypwuullcn,1,82.4,36.5,2023-04-22T19:00:56.017Z,2023-04-23T02:39:08Z,4210464419,79,,4210458369,22,,4210459781,102,50.1,4210459793,147,48.4,4211503275,178,,4210459785,215,,4210459115,20,,4210459777,55,17,64ubq0xra74xaunooi8knyajt,L. Openda,,4210459773,29,4210459775,133,4210459791,146,97.5,4210459783,103,31.0,4210458375,56,Center,4210459119,18,4210459187,233,6,,,,,,,,,,,,,,,,,,,,,
2537433135,6,10,1,0,47,4t4hod56fsj7utpjdor8so5q6,1,2.6,52.2,2023-04-22T19:00:56.250Z,2023-04-23T02:39:07Z,4210459237,233,18,4210458483,56,Back,4210458477,176,,4210458481,182,,4210458479,181,,4211013741,378,,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537433133,5,52,1,0,48,4t4hod56fsj7utpjdor8so5q6,1,2.9,52.4,2023-04-22T19:00:57.350Z,2023-04-23T02:39:07Z,4211504061,178,,4211013861,378,,,,,,,,,,,,,,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537433387,7,1,1,1,4,4t4hod56fsj7utpjdor8so5q6,1,16.8,42.8,2023-04-22T19:01:12.927Z,2023-04-23T02:39:07Z,4210459797,123,,4210460843,189,,4210459807,141,32.8,4211504317,178,,4210459809,212,13.2,4210459801,56,Back,4210459805,140,27.6,4210459811,213,5.7,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537433395,8,3,1,1,5,4t4hod56fsj7utpjdor8so5q6,1,31,37,2023-04-22T19:01:14.508Z,2023-04-23T02:39:06Z,4211019621,465,,4210459865,285,,4211504413,178,,4210493203,233,32,4210459863,56,Back,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
