id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2504390759,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-02-05T13:06:34.532Z,2023-02-05T13:57:09Z,4014717833,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014717829,59,"1, 94, 31, 2, 22, 5, 11, 6, 7, 23, 10, 12, 4, 8, 15, 17, 19, 29, 40, 92",4014717825,30,"cgqunmh8aw465fna15rdve8d1, 9tdb905kq5becch102boicdex, cwtefikj4d22g8dr4c200pwtm, boa0e436nc3u53cumlao9ulex, 8927ird9ax5sj69nadeqaktlh, cnei0h8qtnmr9n9ojtm029uj9, 2bfbi3t4aufb47wwt56ilzoyc, 6ynchgp6o4tajwvnfdnoo11at, 8kcm8g1fpcqqslzmut1fdhotl, bqq4tqw6tp68c1fya04onf6c5, 310zaj8t3k4c8aj54ml0n0kx5, ce5uj6gdi8mallzswuxmbfg4q, 4gsebdl04os3v9mjhhkamnn1m, 8j04w1662nucmmi276lrokmvp, dvtd4xsoihe7srn69irnng5w5, akczqgcekziai0uuirql1enrp, 36ylt0kjn7t0vajmelu4mbazu, 99yx7t2j59cyia4bkpi59q1as, 2gkxanzyj7yoadakl2j6tfggk, 9vwdme2e657vrezfixnimrv85",4014932069,197,15936,4014717835,194,6ynchgp6o4tajwvnfdnoo11at,4014717831,130,2,4014717827,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014717837,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504392337,1,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-02-05T13:08:15.416Z,2023-02-05T15:18:34Z,4014930653,197,641,4014725549,30,"6oi4a3g56xe76g0gg38knmzmd, 322sju1vi12p0r9a8048hnmxh, 538zux65h0l9028fpf4v1g0r9, 60no437awq8i5th7nlffh3dn9, 38cotevgsirv0csora7bar3vu, 996i59930r3kd4xk48x9fsp2h, 7c5uk1ts8jlu88p1x6wubuz8p, 44o5mjglkzqxctz07ust9bcru, 466ev7tumk8flx0gz9d0h15d6, e83sc1gnj31vgpo9u6fknmfvt, 8vlfwoquq3v68mb9ax1pk5fkk, 31ur1f7xmxndnnabhrxyov6xh, 2abpo4w3jcxp1wzp50yypxsrt, 7cty3nkd7c84e16537v6y1djp, e32urdrdkp44zmnt6ptg0k12i, 2tc8y9du64tjno62zll2jhy7e, 4pzjvj5jwm7p0siz055ixe40l, 8n0560evn4ni29dw9xece45ey, 82vd1yj7qfu886hun5t9ee4mh, 2qkesslfmzmgt7igvgosixg8a",4014725553,59,"1, 24, 25, 17, 18, 3, 14, 10, 9, 21, 11, 2, 7, 8, 12, 22, 23, 29, 34, 70",4014725561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014725555,130,8,4014725559,194,538zux65h0l9028fpf4v1g0r9,4014725557,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014725551,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435563,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-02-05T14:00:23.411Z,2023-02-05T14:00:27Z,4014942313,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435553,2,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-02-05T14:00:23.411Z,2023-02-05T21:15:35Z,4014942271,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435597,3,1,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,50,50,2023-02-05T14:00:23.471Z,2023-02-06T03:47:02Z,4016876441,178,,4014942459,140,32.9,4014942467,279,S,4014942461,141,53.4,4014942465,213,3.0,4014942453,56,Back,4014942463,212,18.1,,,,e83sc1gnj31vgpo9u6fknmfvt,J. Ponceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435599,4,1,1,0,1,70nn27vgkt6l48lvv5e66q7ww,1,35.1,51.8,2023-02-05T14:00:24.835Z,2023-02-06T07:02:22Z,4014942481,212,2.9,4014942483,213,3.6,4014942479,141,50.1,4014942475,56,Back,4014942477,140,32.6,4016876475,178,,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435637,5,1,1,0,2,70nn27vgkt6l48lvv5e66q7ww,0,34.3,48.6,2023-02-05T14:00:26.394Z,2023-02-06T07:02:21Z,4016876499,178,,4014942665,1,,4014942657,140,66.9,4014942659,141,77.9,4014942661,212,39.6,4014942655,56,Center,4014942663,213,0.5,4014942653,155,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435625,3,44,1,0,5,75qj99fhg5c0ztj2tva5u4uii,1,35.5,27.9,2023-02-05T14:00:29.382Z,2023-02-06T07:02:21Z,4014942705,233,6,4014942595,56,Back,4014942597,285,,,,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435641,6,44,1,0,5,70nn27vgkt6l48lvv5e66q7ww,0,64.5,72.1,2023-02-05T14:00:29.383Z,2023-02-06T07:02:21Z,4014942761,233,3,4014942675,286,,4014942673,56,Center,,,,,,,,,,,,,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435631,4,1,1,0,6,75qj99fhg5c0ztj2tva5u4uii,0,35.4,27.6,2023-02-05T14:00:29.441Z,2023-02-06T07:02:20Z,4014942623,56,Back,4014942625,140,40.5,4014942629,212,6.0,4014942627,141,23.5,4014942621,3,,4014942631,213,5.8,4016876541,388,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504442139,94,61,1,0,6,70nn27vgkt6l48lvv5e66q7ww,1,64.7,71.4,2023-02-05T14:00:29.489Z,2023-02-06T07:02:20Z,4016876595,15,,4014975701,56,Center,4016876597,388,,,,,,,,,,,,,,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435657,5,49,1,0,8,75qj99fhg5c0ztj2tva5u4uii,1,37.3,13.3,2023-02-05T14:00:31.708Z,2023-02-06T07:02:19Z,,,,,,,,,,,,,,,,,,,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435687,7,4,1,0,9,75qj99fhg5c0ztj2tva5u4uii,1,38.1,6.5,2023-02-05T14:00:32.841Z,2023-02-06T07:02:18Z,4014943027,233,9,4016142421,295,,4014942883,13,,4014942891,286,,4014942887,152,,4014942885,56,Back,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435699,9,4,1,0,9,70nn27vgkt6l48lvv5e66q7ww,0,61.9,93.5,2023-02-05T14:00:32.842Z,2023-02-06T07:02:18Z,4016142323,295,,4014943073,233,7,4014942957,56,Left,4016876905,178,,4014942959,152,,4014942955,13,,4014942963,285,,,,,8vlfwoquq3v68mb9ax1pk5fkk,B. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435661,6,43,1,0,9,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-02-05T14:00:33.172Z,2023-02-05T14:00:39Z,4014942779,213,6.2,4014942775,141,4.6,4014942771,56,Back,4014942777,212,3.4,4014942773,140,42.7,4014943121,144,1,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435667,7,43,1,0,11,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-02-05T14:00:34.799Z,2023-02-05T14:01:31Z,4014947419,144,8,4014942809,56,Left,,,,,,,,,,,,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435677,8,43,1,0,11,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-02-05T14:00:35.393Z,2023-02-05T14:01:33Z,4014947547,144,49,,,,,,,,,,,,,,,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435907,8,1,1,0,26,75qj99fhg5c0ztj2tva5u4uii,0,38.1,6.9,2023-02-05T14:00:49.566Z,2023-02-06T07:02:17Z,4014943945,152,,4014943947,56,Center,4014943941,5,,4014943955,213,0.3,4014943951,141,25.9,4014943957,1,,4014943953,212,42.4,4016876917,178,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,4014943949,140,76.6,4014943943,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
