id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/16/value,assist
2497683619,1,34,16,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-01-15T13:19:55.712Z,2023-01-15T14:09:25Z,3979553975,197,651,3979553969,130,8,3979553977,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979553963,30,"3z6ekzop4y7cjuatzz9ua74k5, 1k6t5y26ufw2e6gh33tni45ey, 5w9g9gfeucuccwxd09o62f84p, 230qvyk9dg4plwzobjj6thmqy, 2snhhbt5230mm0rxigcqitqdx, f2wjw84p0ztxt636u2ibnoxxx, 16idj1wxzcbvuaov5duvpqhyi, 7teasnynvwarky180hl6zvkk5, 1yj1kt2cx24nn4zt5h1ma1olx, 8yirlj1hpoqnuczpywgzlblxx, d8m8y59eum57eu7kiat38rkk5, 6ir1z8c3o7t4kqx04kw24i415, 71bl8lyjtmzn8ebwulcjnmu39, 7za8h1pgec0y2s1ihmkkfvpm2, cr1n1i96xlepbvk90nl87o4yc, 7su502qxh7067jez2o33gn1be, yeqnier6uxsc3hcegcuethxw, azcv772qzdbz1exafx3od6lt5, 859tcp8023r5cki7uju30l9t5, a065rtv2lfh0rso33dfuah4ut",3979553967,59,"1, 29, 27, 18, 6, 75, 21, 12, 9, 11, 99, 7, 10, 13, 22, 26, 28, 31, 77, 90",3979553965,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979553973,194,8yirlj1hpoqnuczpywgzlblxx,3979553971,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497688053,1,34,16,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-01-15T13:30:52.552Z,2023-01-15T21:14:22Z,3979577135,59,"1, 28, 93, 44, 3, 21, 5, 10, 27, 7, 17, 8, 11, 16, 20, 24, 31, 63",3979577137,130,10,3979577131,30,"f0e5posm9z0oma2t3u9k1qy95, bf2yxiyhdyipaxxxobt9i1gq1, 6i3zlo12dwcjy0tcnls1e35k9, 1wx3vu5y4ic8dukeoxp9jh79w, crjrpkb5p430hludk5acmhjv9, 3g217lvxyrxlzsyp0rmlvglp1, 8zc2u2dfrokzg3domqmt30s0l, 9yfnfwqog4y572aoe2iztnbv9, 6tedvat245ajkir9c4035i0np, 7k0r5crdh9blj3edt31zwy0dm, oc04nz0mrmzeqpcbql3rbhlh, cg1j982govx2perwr3rv33t1x, 9dzyrffyz77zqmptudhdrh8lx, ctygavkrblcxra880nwej0bf9, 1otm8rmlwrddxqeqelo6vhtec, bxb5trtzllty8eqteifyw4zit, d3y4csfpvhzcowlusw9xe32eh, eja2nphte2kxb19bz108zk7is",3979577149,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979577133,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3979577143,197,654,3979577139,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3979577141,194,f0e5posm9z0oma2t3u9k1qy95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702165,2,32,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-01-15T14:00:00.518Z,2023-01-15T14:00:01Z,3979649423,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702157,2,32,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-01-15T14:00:00.518Z,2023-01-16T01:15:21Z,3979649361,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702187,3,1,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,49.6,49.9,2023-01-15T14:00:00.673Z,2023-01-16T04:14:22Z,3979649545,141,63.4,3979649547,212,27.9,3980971729,178,,3979649551,279,S,3979649549,213,2.8,3979649541,56,Back,3979649543,140,24.5,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702209,4,1,1,0,3,2cjpmotqo8phcqfpgo9xf4gel,0,37.3,53.9,2023-01-15T14:00:03.564Z,2023-01-16T06:45:26Z,3979649647,141,27.0,3979649645,140,67.9,3979649641,155,,3979649643,56,Center,3979649651,213,5.8,3980971761,178,,3979649649,212,37.0,3979649653,1,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497719129,133,43,1,0,5,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-01-15T14:00:05.853Z,2023-01-15T16:40:14Z,3979743179,56,Back,3979744103,233,176,3980284089,144,44,3979743181,285,0,,,,,,,,,,,,,1wx3vu5y4ic8dukeoxp9jh79w,N. Zeze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497719121,176,43,1,0,5,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-01-15T14:00:05.854Z,2023-01-15T16:40:15Z,3979744085,56,Center,3979744089,286,0,3980284169,144,44,,,,,,,,,,,,,,,,1yj1kt2cx24nn4zt5h1ma1olx,V. Germain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702223,3,1,1,0,5,750ustvk4jfqmo8q4gnrcxy7z,0,22.5,76.8,2023-01-15T14:00:06.442Z,2023-01-16T06:45:25Z,3980971785,388,,3979649691,3,,3979649699,140,36.9,3979649705,213,6.0,3979649703,212,15.7,3979649701,141,70.5,3979649695,56,Back,,,,1wx3vu5y4ic8dukeoxp9jh79w,N. Zeze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702241,5,1,1,0,8,2cjpmotqo8phcqfpgo9xf4gel,1,65.8,29.7,2023-01-15T14:00:08.531Z,2023-01-16T06:45:25Z,3979649751,140,65.4,3979649749,56,Right,3979649753,141,14.7,3979649755,212,10.2,3979649757,213,4.7,3980971797,388,,3979649747,3,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702247,6,1,1,0,9,2cjpmotqo8phcqfpgo9xf4gel,0,65.3,15.5,2023-01-15T14:00:10.017Z,2023-01-16T06:45:24Z,3979649783,140,71.9,3979649781,56,Right,3979649789,213,6.0,3979649779,3,,3979649785,141,12.8,3980971821,388,,3979649787,212,7.2,,,,1k6t5y26ufw2e6gh33tni45ey,E. Tchato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702259,4,1,1,0,10,750ustvk4jfqmo8q4gnrcxy7z,0,25.1,81.6,2023-01-15T14:00:10.930Z,2023-01-16T06:45:24Z,3979649833,212,15.1,3979649831,141,85.5,3979649829,140,39.3,3979649825,3,,3980971841,388,,3979649835,213,0.2,3979649827,56,Back,,,,6i3zlo12dwcjy0tcnls1e35k9,C. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702265,7,1,1,0,11,2cjpmotqo8phcqfpgo9xf4gel,1,67.4,15.2,2023-01-15T14:00:11.905Z,2023-01-16T06:45:24Z,3979649865,213,2.2,3979649859,140,64.3,3979649861,141,22.5,3979649863,212,5.9,3980971859,388,,3979649855,3,,3979649857,56,Center,,,,1k6t5y26ufw2e6gh33tni45ey,E. Tchato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702273,8,44,1,0,12,2cjpmotqo8phcqfpgo9xf4gel,1,72.7,18.7,2023-01-15T14:00:13.369Z,2023-01-16T06:45:23Z,3979649961,233,5,3979649899,286,,3979649897,56,Right,,,,,,,,,,,,,,,,1yj1kt2cx24nn4zt5h1ma1olx,V. Germain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702277,5,44,1,0,12,750ustvk4jfqmo8q4gnrcxy7z,0,27.3,81.3,2023-01-15T14:00:13.370Z,2023-01-16T06:45:23Z,3979649915,285,,3979649979,233,8,3979649913,56,Back,,,,,,,,,,,,,,,,6i3zlo12dwcjy0tcnls1e35k9,C. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702279,9,1,1,0,13,2cjpmotqo8phcqfpgo9xf4gel,0,72.8,20.4,2023-01-15T14:00:13.552Z,2023-01-16T06:45:22Z,3980971897,388,,3979649929,213,3.0,3979649923,140,66.3,3979649921,56,Center,3979649925,141,21.5,3979649927,212,6.9,3979649917,3,,,,,1yj1kt2cx24nn4zt5h1ma1olx,V. Germain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702287,6,49,1,0,14,750ustvk4jfqmo8q4gnrcxy7z,1,27.6,79.8,2023-01-15T14:00:15.070Z,2023-01-16T06:45:22Z,,,,,,,,,,,,,,,,,,,,,,,,,6i3zlo12dwcjy0tcnls1e35k9,C. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
