id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value
2530265457,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-04-08T14:20:20.186Z,2023-04-08T15:22:17Z,4172381215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172381213,130,10,4172381221,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172381211,59,"1, 28, 33, 8, 22, 94, 6, 2, 7, 10, 15, 4, 19, 23, 24, 25, 26, 29, 30, 92",4172381207,30,"cgqunmh8aw465fna15rdve8d1, e1ydpg4lqw2pnidfbsciv9pm1, c3f7tpb57qho5z9agsxtcopas, 8j04w1662nucmmi276lrokmvp, 8927ird9ax5sj69nadeqaktlh, 9tdb905kq5becch102boicdex, 6ynchgp6o4tajwvnfdnoo11at, boa0e436nc3u53cumlao9ulex, 8kcm8g1fpcqqslzmut1fdhotl, 310zaj8t3k4c8aj54ml0n0kx5, dvtd4xsoihe7srn69irnng5w5, 4gsebdl04os3v9mjhhkamnn1m, 36ylt0kjn7t0vajmelu4mbazu, bqq4tqw6tp68c1fya04onf6c5, 4lg41m643jf18dgax298bufpw, 7rvgrqf0ktsepvwpj0osy5pzp, qooxolimrpdm50kl9woa6jje, 99yx7t2j59cyia4bkpi59q1as, 821ma6ofy7t9wtdvu1w6uni09, 9vwdme2e657vrezfixnimrv85",4172381219,197,15935,4172381217,194,dvtd4xsoihe7srn69irnng5w5,4172381209,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270511,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2023-04-08T14:25:04.710Z,2023-04-08T15:02:43Z,4172408615,194,e211nih87ou9t8crzjbbzhexh,4172408605,30,"8h5jl1u3p8sr2pwdmyxl14416, e5xxqwz0sdlwkkmp8bgs1k6w9, fij46jr9fq43444gr1y8tl9l, 31sljkjull0n7082fed26stzp, e211nih87ou9t8crzjbbzhexh, avk0vktquq3oum9w6dyodlz6y, 3pz4ro9b1u6u45gs7d6apmo5x, bfdco9clf3dwltaogfhv5v0et, b8dd5q3n5irlkcv0ekzqhzc2x, 7nivkfkngr374fx5totgektm1, a35r6fa79ipqqktiff3uhz6j9, 17q3e6g2gvlnpwnzf9d6a9eqd, 6q793p9lurdevqmetgoke54wk, c1fcxha3l058brl1925muv2l1, 7c0b5fz3m1uw0fwpm051e6rfu, 2t05pfvho7i9w9w01zcz3gz4l, 1zx0huwj0czivtoq6kvfb5roq, efcz85z2tvggsucnvivkmsxyh, bt40tdni85hiz1gtkw0b6qmfo, 5z9c9rjwtlrl0skjpt08n9gfe",4172408607,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4172408619,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172408609,59,"30, 22, 5, 21, 6, 4, 10, 28, 9, 20, 7, 8, 15, 16, 18, 25, 26, 27, 35, 38",4172408617,197,15943,4172408613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172408611,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530312917,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2023-04-08T15:00:01.218Z,2023-04-08T15:00:02Z,4172625723,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530312901,4,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-04-08T15:00:01.218Z,2023-04-08T20:04:39Z,4172625655,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530312951,5,1,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,49.8,49.4,2023-04-08T15:00:01.268Z,2023-04-09T01:14:15Z,4172625877,279,S,4172625869,140,45.6,4172625867,56,Back,4172625871,141,45.7,4174754487,178,,4172625873,212,5.1,4173458553,189,,4172625875,213,3.7,310zaj8t3k4c8aj54ml0n0kx5,H. Abdelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530312981,6,1,1,0,3,75qj99fhg5c0ztj2tva5u4uii,1,45.1,45.2,2023-04-08T15:00:05.123Z,2023-04-09T07:01:09Z,4172626057,140,34.7,4172626063,213,2.0,4172626059,141,81.5,4172626061,212,27.0,4173458909,189,,4174754823,178,,4172626055,56,Back,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313017,7,1,1,0,6,75qj99fhg5c0ztj2tva5u4uii,1,36,81.4,2023-04-08T15:00:08.051Z,2023-04-09T07:01:09Z,4172626243,213,0.9,4174755225,178,,4172626235,56,Back,4172626241,212,12.0,4172626237,140,42.9,4172626239,141,95.4,,,,,,,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313053,8,1,1,0,10,75qj99fhg5c0ztj2tva5u4uii,1,46,97.7,2023-04-08T15:00:11.523Z,2023-04-09T07:01:07Z,4174755667,178,,4172626375,56,Back,4172626377,140,29.3,4172626379,141,85.1,4172626383,213,3.6,4172626381,212,19.5,,,,,,,c3f7tpb57qho5z9agsxtcopas,J. Kalumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313135,9,1,1,0,13,75qj99fhg5c0ztj2tva5u4uii,1,28.1,87.1,2023-04-08T15:00:14.280Z,2023-04-09T07:01:06Z,4172626777,56,Back,4174755923,178,,4172626779,140,13.0,4172626783,212,26.9,4172626781,141,55.1,4172626785,213,4.1,,,,,,,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313167,10,1,1,0,17,75qj99fhg5c0ztj2tva5u4uii,0,12.8,66,2023-04-08T15:00:18.351Z,2023-04-09T07:01:05Z,4172626933,1,,4172626931,213,0.0,4172626925,140,64.8,4172626921,155,,4172626923,56,Center,4172626927,141,68.7,4174756201,178,,4172626929,212,54.6,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313223,3,1,1,0,19,be2k34rut1lz79jxenabttqlc,1,37.7,34.2,2023-04-08T15:00:21.070Z,2023-04-09T07:01:05Z,4172627265,141,48.8,4172627259,157,,4172627261,56,Back,4172627263,140,37.0,4172627271,1,,4172627267,212,10.0,4172627269,213,1.6,4174758365,178,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313253,4,1,1,0,22,be2k34rut1lz79jxenabttqlc,0,39.1,42.7,2023-04-08T15:00:23.511Z,2023-04-09T07:01:05Z,4172627407,56,Center,4172627409,140,53.7,4172627413,212,19.2,4172627411,141,25.8,4172627415,213,5.6,4174758801,178,,4172627405,3,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313267,11,1,1,0,24,75qj99fhg5c0ztj2tva5u4uii,1,48.6,72.3,2023-04-08T15:00:25.920Z,2023-04-09T07:01:04Z,4172627505,212,12.6,4172627499,56,Back,4174759221,178,,4172627501,140,44.5,4172627503,141,89.7,4172627507,213,1.9,,,,,,,dvtd4xsoihe7srn69irnng5w5,P. Capelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313311,12,1,1,0,25,75qj99fhg5c0ztj2tva5u4uii,1,47.1,86.9,2023-04-08T15:00:27.080Z,2023-04-09T07:01:04Z,4172627743,141,66.4,4172627741,140,28.5,4174759527,178,,4172627747,213,3.8,4172627745,212,24.0,4172627739,56,Back,,,,,,,c3f7tpb57qho5z9agsxtcopas,J. Kalumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313373,13,1,1,0,30,75qj99fhg5c0ztj2tva5u4uii,1,26.9,70.6,2023-04-08T15:00:31.698Z,2023-04-09T07:01:03Z,4172628015,213,4.8,4172628011,141,25.6,4172628013,212,30.6,4172628009,140,28.4,4174760139,178,,4172628007,56,Back,,,,,,,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313377,14,1,1,0,32,75qj99fhg5c0ztj2tva5u4uii,0,25.8,24.4,2023-04-08T15:00:33.881Z,2023-04-09T07:01:03Z,4172628055,213,0.4,4172628045,157,,4172628053,212,18.3,4172628051,141,34.8,4172628047,56,Back,4172628057,1,,4174760401,178,,4172628049,140,41.9,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313421,5,49,1,0,34,be2k34rut1lz79jxenabttqlc,1,54.4,64.7,2023-04-08T15:00:35.780Z,2023-04-09T07:01:03Z,,,,,,,,,,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313445,6,1,1,0,34,be2k34rut1lz79jxenabttqlc,0,54.5,64.5,2023-04-08T15:00:35.823Z,2023-04-09T07:01:02Z,4174760953,178,,4172628283,56,Left,4172628289,212,54.2,4172628291,213,0.4,4172628293,1,,4172628287,141,97.4,4172628285,140,100.0,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313447,7,5,1,0,41,be2k34rut1lz79jxenabttqlc,0,100.8,96.1,2023-04-08T15:00:42.948Z,2023-04-09T01:15:53Z,4172628295,56,Left,4172628297,346,,4172628389,233,15,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530313467,15,5,1,0,41,75qj99fhg5c0ztj2tva5u4uii,1,-0.8,3.9,2023-04-08T15:00:42.948Z,2023-04-09T01:15:52Z,4172628355,346,,4172628353,56,Back,4172628363,233,7,,,,,,,,,,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530314025,16,1,1,1,12,75qj99fhg5c0ztj2tva5u4uii,0,5.7,57.2,2023-04-08T15:01:13.805Z,2023-04-09T06:33:07Z,4172631115,212,54.9,4172631113,141,91.7,4172631123,74,,4172631111,140,53.0,4172631119,1,,4172631107,124,,4172631117,213,0.4,4172631109,56,Left,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530314015,8,44,1,1,16,be2k34rut1lz79jxenabttqlc,1,44.3,12.4,2023-04-08T15:01:17.315Z,2023-04-09T07:01:02Z,4172631273,233,17,4172631083,285,,4172631081,56,Back,,,,,,,,,,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530314033,17,44,1,1,16,75qj99fhg5c0ztj2tva5u4uii,0,55.7,87.6,2023-04-08T15:01:17.316Z,2023-04-09T07:01:01Z,4172631177,286,,4172631349,233,8,4172631175,56,Left,,,,,,,,,,,,,,,,8kcm8g1fpcqqslzmut1fdhotl,I. Niane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530314069,9,1,1,1,16,be2k34rut1lz79jxenabttqlc,1,43.7,12.2,2023-04-08T15:01:17.371Z,2023-04-09T07:01:01Z,4172631365,140,54.9,4172631361,3,,4172631363,56,Right,4172631371,213,6.2,4174762089,388,,4172631367,141,10.4,4172631369,212,11.8,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530314077,10,44,1,1,18,be2k34rut1lz79jxenabttqlc,1,52,7.8,2023-04-08T15:01:19.460Z,2023-04-09T07:01:01Z,4172631389,56,Right,4172631405,233,18,4172631391,286,,,,,,,,,,,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530314067,18,44,1,1,18,75qj99fhg5c0ztj2tva5u4uii,0,48,92.2,2023-04-08T15:01:19.461Z,2023-04-09T07:01:00Z,4172631357,56,Back,4172631461,233,10,4172631359,285,,,,,,,,,,,,,,,,,c3f7tpb57qho5z9agsxtcopas,J. Kalumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530314093,11,1,1,1,18,be2k34rut1lz79jxenabttqlc,0,52,7.6,2023-04-08T15:01:19.573Z,2023-04-09T07:01:00Z,4172631483,3,,4172631489,141,0.0,4172631491,212,6.7,4172631493,213,4.3,4172631487,140,49.2,4172631485,56,Back,4174764233,388,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
