id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,keyPass,qualifier/16/value,qualifier/18/value,qualifier/15/value,qualifier/14/value
2471915417,1,34,16,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-10-15T11:39:52.562Z,2022-11-22T11:47:48Z,3843669137,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3843669129,30,"dfcxvz3flh0w54vhso9xpk1d5, jzfnrsd8aixhycspwias4tii, e5b9w1hq610saxvevecb6zzl5, eko9p1p9gjg7gxjla6chb6i95, eaxf4zra7v3sknq7wrdlk7g0l, f3thho84or4rhnubxrhit9zhl, desenv3bwtw96iiwqb1gnvth, 4x3fxr67fofstbqjpkoxra7rp, 792nmu21pzzd6eak34jk1qlwq, dz7lkt8gh069vrkmoflcm0fkl, 3ck9n7pb3d1dc8qcdgkxm5m, 2iu88022lwj2uxr1hn0og7qax, 7ouo3qztrs5lytmtji95oesph, 3yjqr9srzz3p1xjgdgckqvtre, cc9j8gbv04g55nbv83rgckf84, ujjsxo0eqoad5gi3q52ohogk, dvd7yfrkq6wl6de389go6r7ro, 5rk18n26jpnvcmaavaz2uw7x0",3843669139,194,eko9p1p9gjg7gxjla6chb6i95,3843669141,197,12664,3843669131,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3843669143,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843669133,59,"1, 24, 25, 6, 3, 5, 17, 22, 10, 9, 23, 4, 11, 13, 16, 19, 27, 32",3843669135,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471924637,1,34,16,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2022-10-15T11:49:16.133Z,2022-10-17T15:02:07Z,3843714031,59,"50, 26, 7, 8, 13, 5, 6, 22, 24, 12, 21, 10, 11, 16, 18, 19, 23, 28",3843714035,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3843714033,130,4,3843714041,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843714037,194,1j5u2majmm2vnsgxscl9kjzyt,3843714027,30,"77eg5tabeeeyays2pilyq5jo5, 7oxif0j9hg9lpvrmqj8ocdnmd, 7add1fkvvxb1v573fobgh1ryt, 1j5u2majmm2vnsgxscl9kjzyt, dz2s92nqmnrw691jia8e6phw5, d7ajth6q3ebg8yrf65uqc8xrd, eihksc6tdooqw7ref4nt520a, ayu3raszdeuo9vif7i2nfl7md, dl1znxod6ohbi1zwq4iiu4qfp, ehmzgi988h8g6rgekp3qivkr9, dm9vc2mqtbb982sx6kkd992ax, c7yhj2xdx8l773wfswykl9hat, dp5zny5ls8ys3ml75himru4et, e7y7c4srymaidxozrurjct71l, 1s08dn7n3b5ctyion3u61hisq, 7eq281s0sa083qvx8tfwp7pat, 1cboloxf323a7iw605eq4yjth, 25b3sxqo1ujqqc2pef3iwqnoq",3843714039,197,9017,3843714029,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471961421,2,32,1,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2022-10-15T12:30:22.088Z,2022-10-17T15:10:47Z,3843898217,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471961471,2,32,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-10-15T12:30:22.088Z,2022-10-15T12:30:24Z,3843898445,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570647,561,1,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,50,50,2022-10-15T12:30:22.089Z,2022-10-17T15:11:08Z,3852381043,213,2.6,3852381035,56,Back,3852381037,140,36.7,3852381039,141,63.7,3852381041,212,16.8,,,,,,,,,,dz7lkt8gh069vrkmoflcm0fkl,R. Borgella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471961501,3,1,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,49.8,50.3,2022-10-15T12:30:22.188Z,2022-10-17T15:38:09Z,3843898575,279,S,3843898573,213,2.8,3843898565,56,Back,3843898567,140,35.1,3843898569,141,57.8,3843898571,212,16.3,3843899203,189,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570689,562,1,1,0,2,axvm5zg0mk4bp06wpec9vw27e,0,36.7,63.7,2022-10-15T12:30:24.948Z,2022-10-17T15:38:11Z,3852381271,155,,3852381277,141,32.6,3852381279,212,42.6,3852381283,1,,3852381275,140,71.9,3852381273,56,Center,3852381281,213,5.8,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570717,830,1,1,0,5,ad9ip2f3tijbv4nqaayyqqkee,1,28.1,67.4,2022-10-15T12:30:27.198Z,2022-10-17T15:38:13Z,3852381511,213,0.5,3852381509,212,13.2,3852381507,141,77.2,3852381503,56,Back,3852381505,140,39.0,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471961507,4,43,1,0,5,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-10-15T12:30:27.451Z,2022-10-17T15:38:15Z,3852409021,144,79,3843898581,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471961503,3,43,1,0,5,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2022-10-15T12:30:27.572Z,2022-10-17T15:38:16Z,3843898579,344,0,3852409023,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570719,831,49,1,0,7,ad9ip2f3tijbv4nqaayyqqkee,1,39,77.2,2022-10-15T12:30:29.199Z,2022-10-17T15:11:34Z,,,,,,,,,,,,,,,,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570727,832,1,1,0,8,ad9ip2f3tijbv4nqaayyqqkee,1,39,77.2,2022-10-15T12:30:30.199Z,2022-10-17T15:11:39Z,3852381557,140,34.1,3852381563,213,4.0,3852381559,141,68.0,3852381555,56,Back,3852381561,212,8.1,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570847,833,1,1,0,9,ad9ip2f3tijbv4nqaayyqqkee,1,34.1,68,2022-10-15T12:30:31.450Z,2022-10-17T15:12:16Z,3852382157,213,1.7,3852382155,212,17.8,3852382151,140,31.9,3852382153,141,93.9,3852382149,56,Back,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570869,834,1,1,0,12,ad9ip2f3tijbv4nqaayyqqkee,1,31.9,93.9,2022-10-15T12:30:34.099Z,2022-10-17T15:12:22Z,3852382265,56,Back,3852382273,213,4.4,3852382269,141,72.0,3852382267,140,26.9,3852382271,212,15.8,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570895,835,1,1,0,16,ad9ip2f3tijbv4nqaayyqqkee,1,26.9,72,2022-10-15T12:30:38.599Z,2022-10-17T15:12:32Z,3852382399,140,21.3,3852382397,56,Back,3852382401,141,65.1,3852382405,213,3.8,3852382403,212,7.5,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570931,836,1,1,0,22,ad9ip2f3tijbv4nqaayyqqkee,1,21.5,69.7,2022-10-15T12:30:44.349Z,2022-10-17T15:12:42Z,3852382615,212,24.3,3852382613,141,34.3,3852382611,140,18.5,3852382609,56,Back,3852382617,213,4.6,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570957,837,1,1,0,28,ad9ip2f3tijbv4nqaayyqqkee,1,29.9,28.8,2022-10-15T12:30:50.508Z,2022-10-17T15:12:50Z,3852382729,141,2.9,3852382727,140,37.8,3852382731,212,19.5,3852382725,56,Back,3852382733,213,5.2,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570975,838,1,1,0,30,ad9ip2f3tijbv4nqaayyqqkee,1,37.8,2.9,2022-10-15T12:30:52.309Z,2022-10-17T15:12:57Z,3852382847,140,58.0,3852382851,212,21.3,3852382849,141,4.9,3852382853,213,0.1,3852382845,56,Right,,,,,,,,,,7oxif0j9hg9lpvrmqj8ocdnmd,Li Mengwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473570977,839,61,1,0,31,ad9ip2f3tijbv4nqaayyqqkee,0,58,4.9,2022-10-15T12:30:53.508Z,2022-10-17T15:12:58Z,3852382857,56,Right,,,,,,,,,,,,,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571057,563,1,1,0,32,axvm5zg0mk4bp06wpec9vw27e,0,42,95.1,2022-10-15T12:30:54.510Z,2022-10-17T15:13:18Z,3852383339,56,Left,3852383347,213,5.7,3852383345,212,12.9,3852383343,141,84.4,3852383341,140,52.2,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571095,840,1,1,0,33,ad9ip2f3tijbv4nqaayyqqkee,1,47.8,15.6,2022-10-15T12:30:56.009Z,2022-10-17T15:13:28Z,3852383583,141,27.1,3852383585,212,7.9,3852383579,56,Back,3852383581,140,47.0,3852383587,213,1.7,,,,,,,,,,7oxif0j9hg9lpvrmqj8ocdnmd,Li Mengwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571107,841,1,1,0,36,ad9ip2f3tijbv4nqaayyqqkee,1,47,27.1,2022-10-15T12:30:58.258Z,2022-10-17T15:13:31Z,3852383639,140,34.3,3852383637,56,Back,3852383645,213,2.4,3852383641,141,46.7,3852383643,212,18.9,,,,,,,,,,dl1znxod6ohbi1zwq4iiu4qfp,J. Groenen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571123,842,1,1,0,39,ad9ip2f3tijbv4nqaayyqqkee,1,34.3,46.7,2022-10-15T12:31:01.258Z,2022-10-17T15:13:37Z,3852383755,141,25.1,3852383753,140,36.3,3852383751,56,Back,3852383759,213,4.9,3852383757,212,14.8,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571153,843,1,1,0,42,ad9ip2f3tijbv4nqaayyqqkee,1,47.2,25.7,2022-10-15T12:31:04.758Z,2022-10-17T15:13:42Z,3852383919,213,5.6,3852383917,212,22.8,3852383913,140,63.9,3852383915,141,4.3,3852383911,56,Right,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571219,844,1,1,0,44,ad9ip2f3tijbv4nqaayyqqkee,1,63.9,4.3,2022-10-15T12:31:06.858Z,2022-10-17T15:14:04Z,3852384265,56,Right,3852384273,213,0.8,3852384271,212,11.9,3852384269,141,17.3,3852384267,140,71.5,,,,,,,,,,7oxif0j9hg9lpvrmqj8ocdnmd,Li Mengwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571269,845,1,1,0,48,ad9ip2f3tijbv4nqaayyqqkee,0,72.9,4,2022-10-15T12:31:10.409Z,2022-10-17T15:14:14Z,3852384535,212,11.5,3852384531,140,62.4,3852384533,141,8.7,3852384529,56,Right,3852384537,213,2.9,,,,,,,,,,dm9vc2mqtbb982sx6kkd992ax,S. Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571315,564,3,1,0,49,axvm5zg0mk4bp06wpec9vw27e,0,37.6,91.3,2022-10-15T12:31:11.902Z,2022-10-17T15:37:16Z,3852407869,233,846,3852385055,464,,3852384757,56,Back,3852384759,286,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571323,846,7,1,0,49,ad9ip2f3tijbv4nqaayyqqkee,0,62.4,8.7,2022-10-15T12:31:11.903Z,2022-10-17T15:37:16Z,3852407865,233,564,3852385093,385,,3852384795,56,Right,3852384797,285,,,,,,,,,,,,,,7oxif0j9hg9lpvrmqj8ocdnmd,Li Mengwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571341,565,49,1,0,51,axvm5zg0mk4bp06wpec9vw27e,1,37.6,91.3,2022-10-15T12:31:13.410Z,2022-10-17T15:14:31Z,,,,,,,,,,,,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571439,566,1,1,0,53,axvm5zg0mk4bp06wpec9vw27e,1,42.8,78.7,2022-10-15T12:31:15.160Z,2022-10-17T15:14:58Z,3852385457,212,41.8,3852385459,213,0.3,3852385451,56,Left,3852385461,1,,3852385455,141,94.2,3852385453,140,81.3,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571443,567,3,1,0,59,axvm5zg0mk4bp06wpec9vw27e,1,85.7,83,2022-10-15T12:31:21.763Z,2022-10-17T15:37:18Z,3852407899,233,847,3852385481,56,Left,3852385603,464,,3852385483,286,,,,,,,,,,,,,,dz7lkt8gh069vrkmoflcm0fkl,R. Borgella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571449,847,45,1,0,59,ad9ip2f3tijbv4nqaayyqqkee,0,14.3,17,2022-10-15T12:31:21.763Z,2022-10-17T15:37:18Z,3852385511,285,,3852407923,233,567,3852385509,56,Back,,,,,,,,,,,,,,,,7oxif0j9hg9lpvrmqj8ocdnmd,Li Mengwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473571485,568,1,1,1,2,axvm5zg0mk4bp06wpec9vw27e,1,85.7,83,2022-10-15T12:31:24.969Z,2022-10-17T15:15:13Z,3852385843,213,2.6,3852385833,56,Left,3852385835,140,72.5,3852385837,141,96.0,3852385839,212,16.4,,,,,,,,,,dz7lkt8gh069vrkmoflcm0fkl,R. Borgella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
