id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2524385031,1,34,16,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2023-03-25T12:09:00.443Z,2023-03-25T12:45:19Z,4122592917,197,8447,4122592913,194,dpyv59tmgrenfals4e16d5lre,4122592909,130,8,4122592905,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4122592911,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4122592921,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122592903,30,"1tvu4rv4o96wqjzk836y9bp3p, dpyv59tmgrenfals4e16d5lre, c7ybrnt131jx4z31cfo6bx4a, ehxz768zrgon8drwzlso5k0t0, dvyjggz5eiinhhozhb17s707p, dq65c3jm6mlu3mzug9b0z3ytw, ezhkluh7xo0zv6t8zf5oab0q2, uspe8sp6q4a5o6kc9n6rnyp6, 4jxsimbrhvzfwfc3krnld59wq, aga4leu1tmnv7kibufwr119be, 38gaf1qjazayc2lo9wvly9tzo, 6rlmvqkrg0ulgmu80k21584bt, ccz23lbc4iuxsq4tcplzv37ys, cuy5d1nzj2yd36g3fydirt562, 4bi0bbqibnjbaipy4ud9zlqwa, 4tsbzybsipqmnahwgm19uyivo, dxojafbkfxjskl0ek4nucrnpx, 2168n6jdba2sc828wvye3uyok",4122592907,59,"1, 22, 3, 14, 5, 4, 7, 15, 6, 10, 18, 2, 17, 19, 20, 25, 30, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524386189,1,34,16,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2023-03-25T12:13:23.426Z,2023-03-25T12:49:45Z,4122598559,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4122598561,59,"30, 4, 24, 22, 14, 3, 9, 10, 11, 17, 26, 1, 8, 13, 27, 31, 32, 5",4122598557,30,"7iuwrwcupehj978vpf8sep591, 2to7qgaomc72knk6y1689ihka, a36nwipwjfluk0rjfjzdiflk9, 9r0t3f2nw0d1a17c9onvjgd05, 3w9nqzmvm6df5becqtvypo5w5, ero1axtkr33y6yetn4uti2oyx, 6oxe2vmgkxzl4dfz5cdqbajmd, e9e2sdrwd5g6m8kfpxpe8ml79, 3o5f01ay5uqzeb3xunhguvsyy, b062pdmskviwqwzf5dckoffmd, aeoazf90glk79a2puhpm06pyh, 24ptrmidgqdyq5sryicc2g9hw, ds4tjev271co53fycw64y4kfe, 58zv1pd350niecmu275p4xyqc, 1f3bt2pv1bxl4vxki7i6bqvpw, 12ikbba7ljix94ajt4e137jmc, blv6iv0n7rn0dsipese41dmvo, 3edubak34lsocvkirgryo8vd",4122598575,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122598571,197,8429,4122598565,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4122598567,194,9r0t3f2nw0d1a17c9onvjgd05,4122598563,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392573,2,32,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2023-03-25T12:45:29.911Z,2023-03-25T12:45:30Z,4122626435,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392577,2,32,1,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2023-03-25T12:45:29.911Z,2023-03-25T12:45:31Z,4122626439,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392601,3,1,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,50,50,2023-03-25T12:45:30.011Z,2023-03-25T12:47:09Z,4122626525,141,33.1,4122626529,213,3.9,4122626523,140,38.6,4122626527,212,16.6,4122626521,56,Back,4122626531,279,S,,,,,,,6oxe2vmgkxzl4dfz5cdqbajmd,E. Avital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392609,4,1,1,0,4,dgpni8xwxjhgekjmg0m8bb6nv,0,39.7,31.6,2023-03-25T12:45:34.140Z,2023-03-25T12:45:39Z,4122626579,140,82.0,4122626581,141,0.0,4122626575,155,,4122626577,56,Right,4122626583,212,49.9,4122626587,1,,4122626585,213,5.8,,,,3w9nqzmvm6df5becqtvypo5w5,C. Couturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392625,3,5,1,0,9,86c88s72zckr0kdwv0mu7kn3d,1,16.6,101.8,2023-03-25T12:45:38.968Z,2023-03-25T13:24:50Z,4122626663,233,5,4122626661,347,,4122626659,56,Back,,,,,,,,,,,,,,,,c7ybrnt131jx4z31cfo6bx4a,C. Barclais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392613,5,5,1,0,9,dgpni8xwxjhgekjmg0m8bb6nv,0,83.4,-1.8,2023-03-25T12:45:38.968Z,2023-03-25T12:45:42Z,4122626595,347,,4122626667,233,3,4122626593,56,Right,,,,,,,,,,,,,,,,3w9nqzmvm6df5becqtvypo5w5,C. Couturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392669,4,1,1,0,23,86c88s72zckr0kdwv0mu7kn3d,1,12.4,100,2023-03-25T12:45:53.182Z,2023-03-25T12:45:54Z,4122626901,213,5.0,4122626891,107,,4122626899,212,8.8,4122626895,140,14.5,4122626897,141,89.3,4122626893,56,Back,,,,,,,c7ybrnt131jx4z31cfo6bx4a,C. Barclais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392673,5,1,1,0,24,86c88s72zckr0kdwv0mu7kn3d,1,14.5,90.2,2023-03-25T12:45:54.462Z,2023-03-25T12:45:55Z,4122626929,56,Back,4122626935,212,4.9,4122626931,140,12.1,4122626937,213,2.1,4122626933,141,96.3,,,,,,,,,,38gaf1qjazayc2lo9wvly9tzo,S. Chossenotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392689,6,1,1,0,25,86c88s72zckr0kdwv0mu7kn3d,1,13.1,96.3,2023-03-25T12:45:55.742Z,2023-03-25T12:45:59Z,4122626997,212,18.7,4122626993,140,29.9,4122626989,155,,4122626999,213,5.9,4122626995,141,87.1,4122626991,56,Back,,,,,,,c7ybrnt131jx4z31cfo6bx4a,C. Barclais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392693,7,61,1,0,29,86c88s72zckr0kdwv0mu7kn3d,0,28.3,89.4,2023-03-25T12:45:59.182Z,2023-03-25T12:45:59Z,4122627005,56,Back,,,,,,,,,,,,,,,,,,,,,,4jxsimbrhvzfwfc3krnld59wq,M. Dumornay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392727,6,1,1,0,30,dgpni8xwxjhgekjmg0m8bb6nv,0,67.2,27.3,2023-03-25T12:46:00.802Z,2023-03-25T12:46:04Z,4122627141,56,Center,4122627143,140,84.8,4122627147,212,37.0,4122627149,213,1.0,4122627151,1,,4122627145,141,74.4,,,,,,,aeoazf90glk79a2puhpm06pyh,D. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392729,8,43,1,0,35,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2023-03-25T12:46:05.086Z,2023-03-25T12:46:15Z,4122627367,144,49,,,,,,,,,,,,,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392739,9,1,1,0,36,86c88s72zckr0kdwv0mu7kn3d,1,11.5,27.4,2023-03-25T12:46:05.981Z,2023-03-25T12:46:08Z,4122627215,212,9.6,4122627209,140,5.4,4122627217,213,2.3,4122627211,141,37.9,4122627205,56,Back,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392741,10,1,1,0,38,86c88s72zckr0kdwv0mu7kn3d,0,5.9,36.6,2023-03-25T12:46:08.159Z,2023-03-25T12:46:08Z,4122627231,212,27.1,4122627233,213,5.6,4122627227,140,26.1,4122627223,155,,4122627229,141,11.7,4122627225,56,Back,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392745,7,8,1,0,39,dgpni8xwxjhgekjmg0m8bb6nv,1,74.6,77.2,2023-03-25T12:46:09.457Z,2023-03-25T12:52:15Z,4122627251,56,Center,,,,,,,,,,,,,,,,,,,,,,a36nwipwjfluk0rjfjzdiflk9,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524394267,66,3,1,0,40,dgpni8xwxjhgekjmg0m8bb6nv,0,72,92.1,2023-03-25T12:46:10.717Z,2023-03-25T12:53:01Z,4122635175,233,11,4122635137,56,Left,4122635139,286,,,,,,,,,,,,,,,,,a36nwipwjfluk0rjfjzdiflk9,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392757,11,7,1,0,40,86c88s72zckr0kdwv0mu7kn3d,0,28,7.9,2023-03-25T12:46:10.718Z,2023-03-25T12:52:59Z,4122627309,285,,4122635171,233,66,4122627307,56,Back,,,,,,,,,,,,,,,,ezhkluh7xo0zv6t8zf5oab0q2,T. Eninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392791,12,52,1,0,48,86c88s72zckr0kdwv0mu7kn3d,1,3.6,40.1,2023-03-25T12:46:18.718Z,2023-03-25T12:46:18Z,,,,,,,,,,,,,,,,,,,,,,,,,1tvu4rv4o96wqjzk836y9bp3p,E. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392823,13,1,1,0,49,86c88s72zckr0kdwv0mu7kn3d,1,5.5,39.2,2023-03-25T12:46:19.742Z,2023-03-25T12:46:26Z,4122627609,140,19.0,4122627611,141,73.3,4122627605,123,,4122627607,56,Back,4122627613,212,27.2,4122627615,213,1.0,,,,,,,1tvu4rv4o96wqjzk836y9bp3p,E. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392829,14,1,1,0,56,86c88s72zckr0kdwv0mu7kn3d,1,23.8,74.7,2023-03-25T12:46:26.286Z,2023-03-25T12:46:29Z,4122627635,141,36.9,4122627639,213,4.7,4122627633,140,22.7,4122627637,212,25.7,4122627631,56,Back,,,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392851,15,1,1,0,59,86c88s72zckr0kdwv0mu7kn3d,1,23.7,38.2,2023-03-25T12:46:29.087Z,2023-03-25T12:46:37Z,4122627731,56,Center,4122627735,141,46.6,4122627741,1,,4122627739,213,0.2,4122627729,155,,4122627737,212,36.9,4122627733,140,58.4,,,,dq65c3jm6mlu3mzug9b0z3ytw,O. Demehin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
