id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2531647403,1,34,16,0,0,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-04-10T12:13:43.219Z,2023-04-10T12:58:01Z,4179699827,197,8325,4179699829,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179699825,194,8ntq70sdmvbmmvchvu5jd6ndh,4179699819,59,"1, 20, 3, 9, 4, 24, 19, 21, 5, 10, 8, 34, 2, 14, 22, 26, 28, 32, 40, 45",4179699821,130,8,4179699815,30,"dzdryjruyr4lpu3t7d5pgpn11, dlxtfrt1ioz51rwnizwz5657t, 2lafgzvhv0er31i6c2nb6xqfo, 9d08simhpio6vi217mqtro6ad, 5vholxar2s1konelieg8wjv85, 7e058o66inex7g90wrwaeauw9, 7qgiqoaaarr6c2bs4yffqwju2, 5jv0xmo83g4lbzo8nodqbh46i, 8ntq70sdmvbmmvchvu5jd6ndh, e3n8xatusmgu7ttqpfdjanp3p, 5mb3g5nufbwhw09w3wgm6glwp, 1e2904tyl1mt59ewvvn6kh78, 6f45blx9waafcnjbq3fr1efv9, 3hn1o03lxsjzju3uorl6rnpxw, 60gs7lod7de72ypcs6qfup8q2, 2sjrtjk6wzhqrgvitpevsxoiy, f01ppm88j40lvhe0i6xksw0es, 43tfpd1zge7whbwd5xchiu06i, 3qlfkqrawehngfhe1zmy1a61g, 3fq2fvvmb2c5ybuz7ocmvzfxm",4179699823,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179699817,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531653261,1,34,16,0,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0,0,2023-04-10T12:21:15.805Z,2023-04-10T13:01:37Z,4179731685,197,5149,4179731677,59,"15, 32, 25, 6, 4, 5, 14, 8, 47, 7, 10, 9, 12, 16, 17, 18, 23, 24, 21, 45",4179731675,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4179731679,130,12,4179731687,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179731673,30,"a0vo94v0vvnojrnvvscd7zp3p, 35s5mefte5hagf4wjv96u9756, 8uvq88srclwb1303aev72iz8p, 67fpbhmyalc9zlkqts4mwafh1, cwkz9uxtres4bockr3spd4hxx, e3ked0g7shh0wf1owzzv5bkl, 5q20jb98g7acxc4ixvuhspwtm, dwq0cjzdbt6dvc81bq316c2cp, 6utvjndbc0etrvdrul1oajdp0, 8lrsefp53ez5jm3hd5fy8tck5, cn1fq06cx1kaj0zbs98vjskb9, 5dxrx40pty4wtwdrd341p0aju, reelt18o0lhvy8vl8h33glpl, 5verheyzkwkwrmn3k10t7tz6y, 5lg03j9iuxh9pm63esegw20vd, 2q5dedfrzn793s2alaaig8i6s, 46cpb4wc30lcdjh6241bd29cl, 3nipgtf7tus4mlg3pstg8ou1g, 85newb6fychx1mdekljme7isp, b5efwfrqbzdfknrjq3agklvdg",4179731683,194,e3ked0g7shh0wf1owzzv5bkl,4179731681,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678707,2,32,1,0,0,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-04-10T13:00:35.005Z,2023-04-10T13:00:36Z,4179867337,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678701,2,32,1,0,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0,0,2023-04-10T13:00:35.005Z,2023-04-10T13:00:35Z,4179867327,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678715,3,1,1,0,0,5mbo4f0vps12dr0fcvjn3wyp5,1,50.2,50,2023-04-10T13:00:35.105Z,2023-04-10T13:02:33Z,4179867385,141,47.8,4179867389,212,5.9,4179867377,56,Back,4179867399,279,S,4179867395,213,3.4,4179867381,140,44.8,,,,,,,6utvjndbc0etrvdrul1oajdp0,A. Fesshaie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678759,4,1,1,0,1,5mbo4f0vps12dr0fcvjn3wyp5,1,44.7,47.8,2023-04-10T13:00:36.769Z,2023-04-10T13:02:35Z,4179867549,140,32.9,4179867547,56,Back,4179867555,213,2.4,4179867551,141,63.0,4179867553,212,16.1,,,,,,,,,,dwq0cjzdbt6dvc81bq316c2cp,B. Hussein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678793,5,1,1,0,5,5mbo4f0vps12dr0fcvjn3wyp5,1,34.8,61.2,2023-04-10T13:00:40.402Z,2023-04-10T13:02:37Z,4179867727,213,4.3,4179867721,140,25.3,4179867719,56,Back,4179867723,141,27.4,4179867725,212,25.1,,,,,,,,,,cn1fq06cx1kaj0zbs98vjskb9,J. Durmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678801,6,1,1,0,8,5mbo4f0vps12dr0fcvjn3wyp5,1,25.3,27.4,2023-04-10T13:00:43.506Z,2023-04-10T13:02:38Z,4179867785,212,25.6,4179867781,140,13.5,4179867787,213,2.1,4179867779,56,Back,4179867783,141,60.3,,,,,,,,,,e3ked0g7shh0wf1owzzv5bkl,A. Milošević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678845,7,1,1,0,9,5mbo4f0vps12dr0fcvjn3wyp5,0,13.5,65.4,2023-04-10T13:00:44.801Z,2023-04-10T13:02:40Z,4179868001,141,90.3,4179867999,140,32.9,4179868003,212,26.5,4179867997,56,Back,4179868005,213,0.7,,,,,,,,,,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678855,3,8,1,0,12,7hlumphk42363z3i2nry2wrzj,1,61.4,19.4,2023-04-10T13:00:47.946Z,2023-04-10T13:00:48Z,4179868049,56,Right,,,,,,,,,,,,,,,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678869,4,49,1,0,13,7hlumphk42363z3i2nry2wrzj,1,61.4,19.4,2023-04-10T13:00:48.617Z,2023-04-10T13:00:48Z,,,,,,,,,,,,,,,,,,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678907,5,1,1,0,14,7hlumphk42363z3i2nry2wrzj,1,60.9,24,2023-04-10T13:00:49.275Z,2023-04-10T13:00:52Z,4179868263,56,Center,4179868271,213,1.6,4179868265,140,60.3,4179868269,212,20.6,4179868267,141,54.3,,,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678925,6,1,1,0,17,7hlumphk42363z3i2nry2wrzj,1,59.9,56.6,2023-04-10T13:00:52.010Z,2023-04-10T13:00:54Z,4179868359,212,15.6,4179868361,213,1.6,4179868355,140,59.4,4179868357,141,79.6,4179868353,56,Left,,,,,,,,,,9d08simhpio6vi217mqtro6ad,A. Traustason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531678997,7,1,1,0,19,7hlumphk42363z3i2nry2wrzj,1,58.5,85,2023-04-10T13:00:54.185Z,2023-04-10T13:01:00Z,4179868719,212,11.4,4179868721,213,0.6,4179868715,141,93.8,4179868711,56,Left,4179868713,140,67.7,,,,,,,,,,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531679031,8,1,1,0,24,7hlumphk42363z3i2nry2wrzj,1,58.6,86,2023-04-10T13:00:59.914Z,2023-04-10T13:01:02Z,4179868873,213,3.6,4179868869,141,74.8,4179868871,212,16.9,4179868865,56,Back,4179868867,140,44.2,,,,,,,,,,5mb3g5nufbwhw09w3wgm6glwp,A. Sigurðsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531679047,9,1,1,0,27,7hlumphk42363z3i2nry2wrzj,1,45.8,80.2,2023-04-10T13:01:02.729Z,2023-04-10T13:01:04Z,4179868937,140,55.9,4179868941,212,13.7,4179868939,141,93.0,4179868943,213,0.7,4179868935,56,Left,,,,,,,,,,7e058o66inex7g90wrwaeauw9,A. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531679057,10,1,1,0,28,7hlumphk42363z3i2nry2wrzj,1,56,93.2,2023-04-10T13:01:03.721Z,2023-04-10T13:01:51Z,4179868977,140,68.6,4179868983,213,0.2,4179868975,56,Left,4179868981,212,13.5,4179868979,141,96.9,,,,,,,,,,5mb3g5nufbwhw09w3wgm6glwp,A. Sigurðsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531679111,11,1,1,0,29,7hlumphk42363z3i2nry2wrzj,1,68.6,96.9,2023-04-10T13:01:04.410Z,2023-04-10T13:01:52Z,4179869247,212,6.8,4179869245,141,86.9,4179869249,213,4.7,4179869243,140,68.8,4179869241,56,Left,,,,,,,,,,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531679243,12,4,1,0,35,7hlumphk42363z3i2nry2wrzj,1,63.9,85.3,2023-04-10T13:01:10.816Z,2023-04-10T13:07:36Z,4179870013,294,,4179870011,13,,4179870017,152,,4179870015,56,Left,4179898523,233,8,4179870019,286,,,,,,,,5mb3g5nufbwhw09w3wgm6glwp,A. Sigurðsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531679143,8,4,1,0,35,5mbo4f0vps12dr0fcvjn3wyp5,0,36.1,14.7,2023-04-10T13:01:10.817Z,2023-04-10T13:07:36Z,4179898543,233,12,4179869407,285,,4179869399,13,,4179869401,56,Back,4179870235,294,,4179869403,152,,,,,,,,5q20jb98g7acxc4ixvuhspwtm,A. Magashy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
