id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2531639925,1,34,16,0,0,4mo3tith28qu9za01e8siplsn,1,0,0,2023-04-10T12:03:27.011Z,2023-04-10T13:26:17Z,4179658917,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4179658919,59,"1, 20, 5, 12, 3, 18, 7, 8, 17, 11, 10, 14, 19, 21, 22, 24, 29, 30, 36, 39",4179658923,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179658915,30,"b20ropdfff7oj1us6nliccamt, 142z7063thl0i1suzjq7kzr9x, uw1y94hwwthwor4cohho58gk, 1wg15zg0fffyoag6owdh35vkk, 8hfaq7u5l18azxpig0vlv1exh, 1dbt7rghmrochy28w24ro9hhx, 29eky9s3vfmjomuzwfwi1cmad, 174tz9lh744fhcxzabu00746h, bsx2ppp4b3zuxftscqwcxj59m, 1b0rwzo6ph64v5c00yajvgjmy, ez7xc7vakt4fmabtp61w72yju, 2097lnalyp5iq6vxvmbsnbhuc, b339c5kwrsj4h42f7va0l5vys, 40xz5b2qkj6qw867twakfkne2, 8fex5j7leqyofhgd7h65xwkr8, 1m1vtnnjkk5yk3fjmygd2htlg, bqg4zg2z0wyr0cc1v1xutifo5, 5aub1uvozn6d01gfihcvccvhm, c9bgfg99tu0cltgp036y27lgq, 80mvshlrrlu5vt41gkruwn8fe",4179658925,194,1b0rwzo6ph64v5c00yajvgjmy,4179658929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179658921,130,11,4179658927,197,7846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531641277,1,34,16,0,0,1939bnru25svvgv15k2c7tw2y,1,0,0,2023-04-10T12:05:16.954Z,2023-04-10T13:05:10Z,4179666113,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179666105,130,8,4179666107,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179666101,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4179666099,30,"9hl2v867qfg6nzsdadb8wu7e1, 18m0hkgbsvq0axzflltkyylsl, 2d1dh619cfgvel4bv7tpfxjo5, 8hdi3uu3sc1pxstxh2w50qo6h, 6legryh9z8lvc4bq4s456m09h, 6on1coqb8yeebnwqyazkooa1, bb1x3kz4wsx5pjpymhw5mmve2, 2mawaijd9czgtd5jh9myk434l, eyn7izezzer5izneismz7dm8l, 7sz8doeyg28ddueulae0phisq, 3ohbqdzgocvaipgik7plvzpwp, 94e7xh7d38gbt8zw2u4clb4ve, 4s3dvpdloqr1hpl9svn8rk222, xctg7y5ks41cjjnerqkia38p, 5h0by2ot7i2z6daqdqj6nyiqy, 2hismnis73ehqkk5hv0pd7wq2, 21abg7evjtjt6kzisu43jckmi, 32bvga34o0hleev3duw2342ui, 85mzxov9sqq8gec4e0wwt8h78, 2trecv075gi4o78mfuyh4xiol",4179666109,194,18m0hkgbsvq0axzflltkyylsl,4179666111,197,5166,4179666103,59,"30, 13, 23, 26, 8, 4, 12, 6, 17, 10, 19, 2, 7, 11, 21, 25, 27, 28, 29, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531680607,2,32,1,0,0,1939bnru25svvgv15k2c7tw2y,1,0,0,2023-04-10T13:03:14.994Z,2023-04-10T13:03:15Z,4179877463,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531680615,2,32,1,0,0,4mo3tith28qu9za01e8siplsn,1,0,0,2023-04-10T13:03:14.994Z,2023-04-11T08:11:01Z,4179877499,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531680683,3,1,1,0,0,1939bnru25svvgv15k2c7tw2y,1,50.2,50,2023-04-10T13:03:15.094Z,2023-04-10T13:03:19Z,4179877875,56,Back,4179877877,140,23.8,4179877883,213,3.5,4179877879,141,32.4,4179877885,279,S,4179877881,212,30.2,,,,,,,7sz8doeyg28ddueulae0phisq,M. Baidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531680735,4,1,1,0,4,1939bnru25svvgv15k2c7tw2y,1,24.1,31.8,2023-04-10T13:03:19.606Z,2023-04-11T08:40:08Z,4179878155,140,65.8,4179878163,1,,4179878157,141,15.9,4179878159,212,45.1,4179878151,155,,4179878153,56,Right,4179878161,213,6.0,,,,6on1coqb8yeebnwqyazkooa1,G. Henriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531680759,5,44,1,0,6,1939bnru25svvgv15k2c7tw2y,1,69.2,20.4,2023-04-10T13:03:21.494Z,2023-04-11T12:03:35Z,4179878271,56,Right,4179878273,286,,4179878297,233,3,,,,,,,,,,,,,,,,bb1x3kz4wsx5pjpymhw5mmve2,A. Bernhardsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531680747,3,44,1,0,6,4mo3tith28qu9za01e8siplsn,0,30.8,79.6,2023-04-10T13:03:21.495Z,2023-04-11T08:40:19Z,4179878229,285,,4179878227,56,Back,4179878343,233,5,,,,,,,,,,,,,,,,1b0rwzo6ph64v5c00yajvgjmy,Eliton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531680789,6,1,1,0,6,1939bnru25svvgv15k2c7tw2y,0,71.1,21.7,2023-04-10T13:03:21.741Z,2023-04-11T12:03:43Z,4179878403,56,Center,4179878411,213,0.1,4179878409,212,31.1,4179878401,168,,4179878407,141,25.3,4179878399,3,,4179878405,140,100.0,,,,bb1x3kz4wsx5pjpymhw5mmve2,A. Bernhardsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531680767,4,5,1,0,10,4mo3tith28qu9za01e8siplsn,1,-1.2,77.2,2023-04-10T13:03:25.327Z,2023-04-10T13:03:28Z,4179878525,233,7,4179878303,56,Back,4179878305,346,,,,,,,,,,,,,,,,,174tz9lh744fhcxzabu00746h,L. Le Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531680793,7,5,1,0,10,1939bnru25svvgv15k2c7tw2y,0,101.2,22.8,2023-04-10T13:03:25.327Z,2023-04-10T13:07:48Z,4179878431,346,,4179878569,233,4,4179878429,56,Center,,,,,,,,,,,,,,,,3ohbqdzgocvaipgik7plvzpwp,J. Okkels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681089,5,1,1,0,31,4mo3tith28qu9za01e8siplsn,0,5.2,39.7,2023-04-10T13:03:46.239Z,2023-04-10T13:03:49Z,4179879929,124,,4179879945,1,,4179879935,141,0.0,4179879949,74,,4179879941,213,5.6,4179879931,56,Back,4179879937,212,45.8,4179879933,140,39.8,b20ropdfff7oj1us6nliccamt,D. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681097,6,5,1,0,33,4mo3tith28qu9za01e8siplsn,0,38.5,-1.7,2023-04-10T13:03:48.937Z,2023-04-10T13:03:51Z,4179879979,347,,4179880015,233,8,4179879977,56,Back,,,,,,,,,,,,,,,,b20ropdfff7oj1us6nliccamt,D. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681087,8,5,1,0,33,1939bnru25svvgv15k2c7tw2y,1,61.5,101.7,2023-04-10T13:03:48.937Z,2023-04-10T13:07:48Z,4179880003,233,6,4179879905,56,Left,4179879907,347,,,,,,,,,,,,,,,,,3ohbqdzgocvaipgik7plvzpwp,J. Okkels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681209,9,1,1,0,40,1939bnru25svvgv15k2c7tw2y,1,65.7,100,2023-04-10T13:03:55.528Z,2023-04-10T13:10:04Z,4179880517,212,20.6,4179880519,213,5.7,4179880511,56,Left,4179911069,189,,4179880515,141,85.1,4179880513,140,82.3,4179880509,107,,,,,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681277,10,61,1,0,41,1939bnru25svvgv15k2c7tw2y,0,89.3,85.7,2023-04-10T13:03:56.462Z,2023-04-10T13:10:23Z,4179880851,56,Left,,,,,,,,,,,,,,,,,,,,,,eyn7izezzer5izneismz7dm8l,P. Frick,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681249,7,5,1,0,45,4mo3tith28qu9za01e8siplsn,1,-1,17.6,2023-04-10T13:04:00.511Z,2023-04-10T13:04:05Z,4179880699,346,,4179880695,56,Back,4179881005,233,11,,,,,,,,,,,,,,,,142z7063thl0i1suzjq7kzr9x,O. Silverholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681301,11,5,1,0,45,1939bnru25svvgv15k2c7tw2y,0,101,82.4,2023-04-10T13:04:00.511Z,2023-04-10T13:07:48Z,4179880975,346,,4179880973,56,Left,4179881237,233,7,,,,,,,,,,,,,,,,eyn7izezzer5izneismz7dm8l,P. Frick,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681517,8,1,1,1,1,4mo3tith28qu9za01e8siplsn,0,5.2,39.1,2023-04-10T13:04:16.040Z,2023-04-11T08:41:17Z,4179882229,141,58.1,4179882235,1,,4179882227,140,45.5,4179882225,56,Back,4179882231,212,44.2,4179882237,74,,4179882223,124,,4179882233,213,0.3,b20ropdfff7oj1us6nliccamt,D. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681553,12,1,1,1,5,1939bnru25svvgv15k2c7tw2y,1,54.3,41,2023-04-10T13:04:20.070Z,2023-04-10T13:04:21Z,4179882441,212,7.6,4179882439,141,51.6,4179882437,140,56.5,4179882435,56,Center,4179882443,213,1.3,4179882433,3,,,,,,,,bb1x3kz4wsx5pjpymhw5mmve2,A. Bernhardsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681555,13,49,1,1,6,1939bnru25svvgv15k2c7tw2y,1,56.5,51.6,2023-04-10T13:04:21.221Z,2023-04-10T13:04:21Z,,,,,,,,,,,,,,,,,,,,,,,,,7sz8doeyg28ddueulae0phisq,M. Baidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681571,14,1,1,1,6,1939bnru25svvgv15k2c7tw2y,1,56.5,51.6,2023-04-10T13:04:21.477Z,2023-04-10T13:04:22Z,4179882543,213,3.9,4179882537,140,53.1,4179882541,212,5.1,4179882539,141,46.3,4179882535,56,Center,,,,,,,,,,7sz8doeyg28ddueulae0phisq,M. Baidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681625,15,1,1,1,7,1939bnru25svvgv15k2c7tw2y,1,53.1,46.1,2023-04-10T13:04:22.197Z,2023-04-10T13:04:26Z,4179882831,213,4.6,4179882825,140,51.3,4179882829,212,26.9,4179882827,141,6.7,4179882823,56,Right,,,,,,,,,,8hdi3uu3sc1pxstxh2w50qo6h,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681649,16,1,1,1,11,1939bnru25svvgv15k2c7tw2y,1,52.9,7.6,2023-04-10T13:04:26.374Z,2023-04-10T13:04:28Z,4179882967,213,0.7,4179882961,140,74.9,4179882965,212,30.4,4179882957,155,,4179882963,141,36.6,4179882959,56,Center,,,,,,,18m0hkgbsvq0axzflltkyylsl,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681663,17,1,1,1,13,1939bnru25svvgv15k2c7tw2y,0,74.9,36.6,2023-04-10T13:04:28.438Z,2023-04-10T13:11:42Z,4179883041,141,32.2,4179883039,140,71.7,4179883037,56,Center,4179883035,3,,4179883045,213,3.9,4179883043,212,4.5,,,,,,,7sz8doeyg28ddueulae0phisq,M. Baidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681693,9,49,1,1,15,4mo3tith28qu9za01e8siplsn,1,21.1,64.2,2023-04-10T13:04:30.801Z,2023-04-10T13:04:30Z,,,,,,,,,,,,,,,,,,,,,,,,,174tz9lh744fhcxzabu00746h,L. Le Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681797,10,1,1,1,16,4mo3tith28qu9za01e8siplsn,1,21.1,64.2,2023-04-10T13:04:31.089Z,2023-04-10T13:04:36Z,4179883709,212,36.6,4179883701,157,,4179883707,141,14.9,4179883703,56,Back,4179883705,140,7.2,4179883713,1,,4179883711,213,4.3,,,,174tz9lh744fhcxzabu00746h,L. Le Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681843,11,1,1,1,21,4mo3tith28qu9za01e8siplsn,1,7.2,16.2,2023-04-10T13:04:36.465Z,2023-04-10T13:04:39Z,4179883989,56,Back,4179883997,141,24.0,4179883987,155,,4179883999,212,24.6,4179883993,140,30.1,4179884003,213,0.2,,,,,,,142z7063thl0i1suzjq7kzr9x,O. Silverholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681879,12,43,1,1,23,4mo3tith28qu9za01e8siplsn,1,0,0,2023-04-10T13:04:38.896Z,2023-04-10T13:04:42Z,4179884195,141,31.8,4179884199,213,1.6,4179884191,56,Back,4179884197,212,3.1,4179884301,144,1,4179884193,140,27.9,,,,,,,bsx2ppp4b3zuxftscqwcxj59m,A. Al Hamlawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681883,13,61,1,1,25,4mo3tith28qu9za01e8siplsn,0,28,39.1,2023-04-10T13:04:40.739Z,2023-04-10T13:12:15Z,4179884213,56,Back,,,,,,,,,,,,,,,,,,,,,,bsx2ppp4b3zuxftscqwcxj59m,A. Al Hamlawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531681905,18,1,1,1,25,1939bnru25svvgv15k2c7tw2y,0,71.5,54,2023-04-10T13:04:40.740Z,2023-04-10T13:12:30Z,4179924455,213,6.0,4179884317,56,Center,4179924453,212,26.0,4179924449,140,95.3,4179924451,141,43.7,,,,,,,,,,6on1coqb8yeebnwqyazkooa1,G. Henriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531689633,84,52,1,1,26,4mo3tith28qu9za01e8siplsn,1,4.1,56.1,2023-04-10T13:04:41.897Z,2023-04-11T08:42:37Z,4182382155,376,,,,,,,,,,,,,,,,,,,,,,,b20ropdfff7oj1us6nliccamt,D. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
